Sexo y nivel de estudios;País;Indicador;periodo;Total
Mujeres;Austria;Total (En miles);2022;12,8
Mujeres;Austria;Total (En miles);2021;12,4
Mujeres;Austria;Total (En miles);2020;12,8
Mujeres;Austria;Total (En miles);2019;15,1
Mujeres;Austria;Total (En miles);2018;10,5
Mujeres;Austria;Total (En miles);2017;12,1
Mujeres;Austria;Total (En miles);2016;12,9
Mujeres;Austria;Total (En miles);2015;18,6
Mujeres;Austria;Total (En miles);2014;13,9
Mujeres;Austria;Total (En miles);2013;13,9
Mujeres;Austria;Total (En miles);2012;12,8
Mujeres;Austria;Total (En miles);2011;13,5
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2023;0,7
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2022;0,6
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2021;0,6
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2020;0,6
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2019;0,7
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2018;0,5
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2017;0,6
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2016;0,7
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2015;1,0
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2014;0,7
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2013;0,7
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2012;0,7
Mujeres;Austria;En porcentaje del total de empleo de cada colectivo;2011;0,7
Mujeres;Polonia;Total (En miles);2023;34,5
Mujeres;Polonia;Total (En miles);2022;31,4
Mujeres;Polonia;Total (En miles);2021;24,1
Mujeres;Polonia;Total (En miles);2020;29,8
Mujeres;Polonia;Total (En miles);2019;33,2
Mujeres;Polonia;Total (En miles);2018;37,5
Mujeres;Polonia;Total (En miles);2017;33,8
Mujeres;Polonia;Total (En miles);2016;30,0
Mujeres;Polonia;Total (En miles);2015;26,2
Mujeres;Polonia;Total (En miles);2014;23,9
Mujeres;Polonia;Total (En miles);2013;22,9
Mujeres;Polonia;Total (En miles);2012;20,9
Mujeres;Polonia;Total (En miles);2011;18,9
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2023;0,4
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2022;0,4
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2021;0,3
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2020;0,4
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2019;0,5
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2018;0,5
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2017;0,5
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2016;0,4
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2015;0,4
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2014;0,3
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2013;0,3
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2012;0,3
Mujeres;Polonia;En porcentaje del total de empleo de cada colectivo;2011;0,3
Mujeres;Portugal;Total (En miles);2023;19,0
Mujeres;Portugal;Total (En miles);2022;14,8
Mujeres;Portugal;Total (En miles);2021;12,6
Mujeres;Portugal;Total (En miles);2020;15,9
Mujeres;Portugal;Total (En miles);2019;15,7
Mujeres;Portugal;Total (En miles);2018;16,1
Mujeres;Portugal;Total (En miles);2017;18,7
Mujeres;Portugal;Total (En miles);2016;16,2
Mujeres;Portugal;Total (En miles);2015;14,5
Mujeres;Portugal;Total (En miles);2014;13,6
Mujeres;Portugal;Total (En miles);2013;8,9
Mujeres;Portugal;Total (En miles);2012;9,2
Mujeres;Portugal;Total (En miles);2011;11,6
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2023;0,8
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2022;0,6
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2021;0,5
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2020;0,7
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2019;0,7
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2018;0,7
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2017;0,8
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2016;0,7
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2015;0,7
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2014;0,6
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2013;0,4
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2012;0,4
Mujeres;Portugal;En porcentaje del total de empleo de cada colectivo;2011;0,5
Mujeres;Rumanía;Total (En miles);2023;6,9
Mujeres;Rumanía;Total (En miles);2022;..
Mujeres;Rumanía;Total (En miles);2021;..
Mujeres;Rumanía;Total (En miles);2020;..
Mujeres;Rumanía;Total (En miles);2019;..
Mujeres;Rumanía;Total (En miles);2018;..
Mujeres;Rumanía;Total (En miles);2017;..
Mujeres;Rumanía;Total (En miles);2016;..
Mujeres;Rumanía;Total (En miles);2015;..
Mujeres;Rumanía;Total (En miles);2014;..
Mujeres;Rumanía;Total (En miles);2013;..
Mujeres;Rumanía;Total (En miles);2012;6,8
Mujeres;Rumanía;Total (En miles);2011;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2023;0,2
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2022;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2021;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2020;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2019;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2018;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2017;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2016;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2015;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2014;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2013;..
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2012;0,2
Mujeres;Rumanía;En porcentaje del total de empleo de cada colectivo;2011;..
Mujeres;Eslovenia;Total (En miles);2023;2,0
Mujeres;Eslovenia;Total (En miles);2022;2,8
Mujeres;Eslovenia;Total (En miles);2021;2,5
Mujeres;Eslovenia;Total (En miles);2020;1,7
Mujeres;Eslovenia;Total (En miles);2019;2,1
Mujeres;Eslovenia;Total (En miles);2018;1,7
Mujeres;Eslovenia;Total (En miles);2017;1,6
Mujeres;Eslovenia;Total (En miles);2016;1,4
Mujeres;Eslovenia;Total (En miles);2015;2,7
Mujeres;Eslovenia;Total (En miles);2014;1,5
Mujeres;Eslovenia;Total (En miles);2013;1,2
Mujeres;Eslovenia;Total (En miles);2012;1,1
Mujeres;Eslovenia;Total (En miles);2011;2,0
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2023;0,4
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2022;0,6
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2021;0,6
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2020;0,4
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2019;0,5
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2018;0,4
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2017;0,4
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2016;0,3
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2015;0,7
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2014;0,4
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2013;0,3
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2012;0,3
Mujeres;Eslovenia;En porcentaje del total de empleo de cada colectivo;2011;0,5
Mujeres;Eslovaquia;Total (En miles);2023;..
Mujeres;Eslovaquia;Total (En miles);2022;..
Mujeres;Eslovaquia;Total (En miles);2021;..
Mujeres;Eslovaquia;Total (En miles);2020;3,6
Mujeres;Eslovaquia;Total (En miles);2019;5,3
Mujeres;Eslovaquia;Total (En miles);2018;2,9
Mujeres;Eslovaquia;Total (En miles);2017;3,7
Mujeres;Eslovaquia;Total (En miles);2016;4,2
Mujeres;Eslovaquia;Total (En miles);2015;3,9
Mujeres;Eslovaquia;Total (En miles);2014;4,1
Mujeres;Eslovaquia;Total (En miles);2013;3,5
Mujeres;Eslovaquia;Total (En miles);2012;2,3
Mujeres;Eslovaquia;Total (En miles);2011;2,6
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2023;..
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2022;..
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2021;..
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2020;0,3
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2019;0,5
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2018;0,3
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2017;0,3
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2016;0,4
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2015;0,4
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2014;0,4
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2013;0,3
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2012;0,2
Mujeres;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2011;0,3
Mujeres;Finlandia;Total (En miles);2023;16,0
Mujeres;Finlandia;Total (En miles);2022;15,5
Mujeres;Finlandia;Total (En miles);2021;16,2
Mujeres;Finlandia;Total (En miles);2020;18,8
Mujeres;Finlandia;Total (En miles);2019;18,0
Mujeres;Finlandia;Total (En miles);2018;17,4
Mujeres;Finlandia;Total (En miles);2017;15,9
Mujeres;Finlandia;Total (En miles);2016;14,5
Mujeres;Finlandia;Total (En miles);2015;15,2
Mujeres;Finlandia;Total (En miles);2014;15,0
Mujeres;Finlandia;Total (En miles);2013;12,8
Mujeres;Finlandia;Total (En miles);2012;10,7
Mujeres;Finlandia;Total (En miles);2011;10,1
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2023;1,2
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2022;1,2
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2021;1,3
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2020;1,6
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2019;1,5
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2018;1,4
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2017;1,3
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2016;1,2
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2015;1,3
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2014;1,3
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2013;1,1
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2012;0,9
Mujeres;Finlandia;En porcentaje del total de empleo de cada colectivo;2011;0,9
Mujeres;Suecia;Total (En miles);2023;37,2
Mujeres;Suecia;Total (En miles);2022;36,4
Mujeres;Suecia;Total (En miles);2021;39,6
Mujeres;Suecia;Total (En miles);2020;43,4
Mujeres;Suecia;Total (En miles);2019;43,9
Mujeres;Suecia;Total (En miles);2018;43,7
Mujeres;Suecia;Total (En miles);2017;40,7
Mujeres;Suecia;Total (En miles);2016;38,0
Mujeres;Suecia;Total (En miles);2015;39,6
Mujeres;Suecia;Total (En miles);2014;37,4
Mujeres;Suecia;Total (En miles);2013;37,0
Mujeres;Suecia;Total (En miles);2012;32,7
Mujeres;Suecia;Total (En miles);2011;31,7
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2023;1,5
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2022;1,5
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2021;1,7
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2020;1,8
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2019;1,8
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2018;1,8
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2017;1,7
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2016;1,6
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2015;1,7
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2014;1,7
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2013;1,7
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2012;1,5
Mujeres;Suecia;En porcentaje del total de empleo de cada colectivo;2011;1,5
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2023;222,5
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2022;218,0
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2021;187,4
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2020;177,9
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2019;204,0
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2018;203,8
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2017;200,9
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2016;202,1
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2015;189,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2014;195,8
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2013;191,0
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2012;215,4
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;Total (En miles);2011;223,2
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2023;0,7
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2022;0,7
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2021;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2020;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2019;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2018;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2017;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2016;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2015;0,5
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2014;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2013;0,5
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2012;0,6
Primera etapa de Educación Secundaria e inferior;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2011;0,6
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2023;4,9
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2022;3,1
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2021;3,7
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2020;4,4
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2019;3,2
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2018;2,8
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2017;4,3
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2016;5,8
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2015;3,6
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2014;3,9
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2013;3,8
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2012;3,8
Primera etapa de Educación Secundaria e inferior;Bélgica;Total (En miles);2011;5,6
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2023;0,8
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2022;0,5
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2021;0,6
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2020;0,7
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2019;0,5
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2018;0,4
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2017;0,6
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2016;0,8
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2015;0,5
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2014;0,5
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2013;0,5
Primera etapa de Educación Secundaria e inferior;Bélgica;En porcentaje del total de empleo de cada colectivo;2012;0,4
