Sexo y nivel de estudios;País;Indicador;periodo;Total
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2022;0,6
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2021;0,6
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2020;0,7
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2019;0,7
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2018;0,6
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2017;0,6
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2016;0,7
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2015;0,9
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2014;0,6
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2013;0,7
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2012;0,6
Segunda etapa de Educación Secundaria;Austria;En porcentaje del total de empleo de cada colectivo;2011;0,7
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2023;41,3
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2022;43,7
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2021;39,1
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2020;33,2
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2019;33,5
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2018;40,8
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2017;37,1
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2016;37,9
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2015;33,2
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2014;33,7
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2013;29,5
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2012;28,3
Segunda etapa de Educación Secundaria;Polonia;Total (En miles);2011;27,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2023;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2022;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2021;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2020;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2019;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2018;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2017;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2016;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2015;0,3
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2014;0,4
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2013;0,3
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2012;0,3
Segunda etapa de Educación Secundaria;Polonia;En porcentaje del total de empleo de cada colectivo;2011;0,3
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2023;17,0
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2022;15,3
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2021;13,1
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2020;12,1
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2019;12,6
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2018;11,4
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2017;13,1
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2016;12,2
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2015;10,5
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2014;10,9
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2013;8,9
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2012;6,4
Segunda etapa de Educación Secundaria;Portugal;Total (En miles);2011;6,2
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2023;1,1
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2022;1,0
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2021;0,9
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2020;0,9
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2019;0,9
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2018;0,9
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2017;1,0
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2016;1,0
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2015;0,9
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2014;1,0
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2013;0,9
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2012;0,7
Segunda etapa de Educación Secundaria;Portugal;En porcentaje del total de empleo de cada colectivo;2011;0,7
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2023;8,4
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2022;7,3
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2021;..
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2020;11,0
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2019;7,6
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2018;..
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2017;8,3
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2016;..
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2015;..
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2014;..
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2013;8,1
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2012;12,1
Segunda etapa de Educación Secundaria;Rumanía;Total (En miles);2011;7,3
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2023;0,2
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2022;0,2
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2021;..
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2020;0,2
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2019;0,1
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2018;..
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2017;0,2
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2016;..
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2015;..
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2014;..
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2013;0,2
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2012;0,2
Segunda etapa de Educación Secundaria;Rumanía;En porcentaje del total de empleo de cada colectivo;2011;0,2
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2023;4,0
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2022;4,3
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2021;3,6
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2020;2,5
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2019;2,8
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2018;2,9
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2017;3,1
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2016;2,6
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2015;2,9
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2014;2,2
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2013;2,5
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2012;2,9
Segunda etapa de Educación Secundaria;Eslovenia;Total (En miles);2011;3,9
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2023;0,7
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2022;0,9
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2021;0,7
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2020;0,5
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2019;0,5
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2018;0,5
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2017;0,6
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2016;0,5
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2015;0,6
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2014;0,4
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2013;0,5
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2012;0,5
Segunda etapa de Educación Secundaria;Eslovenia;En porcentaje del total de empleo de cada colectivo;2011;0,7
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2023;6,8
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2022;6,6
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2021;..
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2020;8,6
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2019;7,0
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2018;5,8
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2017;7,1
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2016;7,5
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2015;8,5
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2014;9,3
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2013;8,8
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2012;6,0
Segunda etapa de Educación Secundaria;Eslovaquia;Total (En miles);2011;4,8
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2023;0,4
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2022;0,4
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2021;..
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2020;0,5
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2019;0,4
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2018;0,3
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2017;0,4
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2016;0,4
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2015;0,5
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2014;0,5
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2013;0,5
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2012;0,3
Segunda etapa de Educación Secundaria;Eslovaquia;En porcentaje del total de empleo de cada colectivo;2011;0,3
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2023;13,9
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2022;15,6
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2021;16,9
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2020;17,0
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2019;15,1
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2018;14,2
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2017;14,8
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2016;16,0
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2015;15,1
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2014;13,9
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2013;13,0
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2012;12,6
Segunda etapa de Educación Secundaria;Finlandia;Total (En miles);2011;13,4
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2023;1,1
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2022;1,3
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2021;1,4
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2020;1,5
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2019;1,3
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2018;1,2
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2017;1,3
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2016;1,4
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2015;1,4
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2014;1,2
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2013;1,1
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2012;1,1
Segunda etapa de Educación Secundaria;Finlandia;En porcentaje del total de empleo de cada colectivo;2011;1,2
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2023;28,0
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2022;31,2
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2021;33,9
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2020;34,7
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2019;36,7
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2018;36,5
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2017;38,4
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2016;36,6
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2015;38,6
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2014;36,0
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2013;36,6
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2012;32,2
Segunda etapa de Educación Secundaria;Suecia;Total (En miles);2011;30,0
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2023;1,3
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2022;1,5
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2021;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2020;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2019;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2018;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2017;1,7
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2016;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2015;1,7
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2014;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2013;1,6
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2012;1,4
Segunda etapa de Educación Secundaria;Suecia;En porcentaje del total de empleo de cada colectivo;2011;1,3
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2023;612,3
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2022;596,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2021;540,0
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2020;507,0
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2019;530,6
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2018;509,1
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2017;486,1
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2016;459,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2015;433,5
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2014;411,1
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2013;373,3
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2012;364,3
Educación Superior o equivalente;UNIÓN EUROPEA 27;Total (En miles);2011;318,4
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2023;0,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2022;0,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2021;0,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2020;0,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2019;0,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2018;0,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2017;0,8
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2016;0,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2015;0,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2014;0,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2013;0,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2012;0,7
Educación Superior o equivalente;UNIÓN EUROPEA 27;En porcentaje del total de empleo de cada colectivo;2011;0,6
Educación Superior o equivalente;Bélgica;Total (En miles);2023;13,3
Educación Superior o equivalente;Bélgica;Total (En miles);2022;13,3
Educación Superior o equivalente;Bélgica;Total (En miles);2021;10,4
Educación Superior o equivalente;Bélgica;Total (En miles);2020;11,6
Educación Superior o equivalente;Bélgica;Total (En miles);2019;10,0
Educación Superior o equivalente;Bélgica;Total (En miles);2018;10,8
Educación Superior o equivalente;Bélgica;Total (En miles);2017;9,6
Educación Superior o equivalente;Bélgica;Total (En miles);2016;7,8
Educación Superior o equivalente;Bélgica;Total (En miles);2015;7,9
Educación Superior o equivalente;Bélgica;Total (En miles);2014;6,0
Educación Superior o equivalente;Bélgica;Total (En miles);2013;7,7
Educación Superior o equivalente;Bélgica;Total (En miles);2012;9,2
Educación Superior o equivalente;Bélgica;Total (En miles);2011;7,4
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2023;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2022;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2021;0,4
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2020;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2019;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2018;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2017;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2016;0,4
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2015;0,4
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2014;0,3
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2013;0,4
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2012;0,5
Educación Superior o equivalente;Bélgica;En porcentaje del total de empleo de cada colectivo;2011;0,4
Educación Superior o equivalente;Bulgaria;Total (En miles);2023;5,3
Educación Superior o equivalente;Bulgaria;Total (En miles);2022;5,0
Educación Superior o equivalente;Bulgaria;Total (En miles);2021;6,5
Educación Superior o equivalente;Bulgaria;Total (En miles);2020;6,7
Educación Superior o equivalente;Bulgaria;Total (En miles);2019;6,6
Educación Superior o equivalente;Bulgaria;Total (En miles);2018;5,9
Educación Superior o equivalente;Bulgaria;Total (En miles);2017;6,8
Educación Superior o equivalente;Bulgaria;Total (En miles);2016;5,1
Educación Superior o equivalente;Bulgaria;Total (En miles);2015;4,5
Educación Superior o equivalente;Bulgaria;Total (En miles);2014;3,7
Educación Superior o equivalente;Bulgaria;Total (En miles);2013;..
Educación Superior o equivalente;Bulgaria;Total (En miles);2012;..
Educación Superior o equivalente;Bulgaria;Total (En miles);2011;..
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2023;0,5
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2022;0,5
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2021;0,6
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2020;0,7
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2019;0,7
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2018;0,6
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2017;0,7
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2016;0,5
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2015;0,5
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2014;0,4
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2013;..
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2012;..
Educación Superior o equivalente;Bulgaria;En porcentaje del total de empleo de cada colectivo;2011;..
Educación Superior o equivalente;República Checa;Total (En miles);2023;8,4
Educación Superior o equivalente;República Checa;Total (En miles);2022;8,0
Educación Superior o equivalente;República Checa;Total (En miles);2021;8,7
Educación Superior o equivalente;República Checa;Total (En miles);2020;5,9
Educación Superior o equivalente;República Checa;Total (En miles);2019;9,6
Educación Superior o equivalente;República Checa;Total (En miles);2018;8,7
Educación Superior o equivalente;República Checa;Total (En miles);2017;9,6
Educación Superior o equivalente;República Checa;Total (En miles);2016;9,0
Educación Superior o equivalente;República Checa;Total (En miles);2015;8,5
Educación Superior o equivalente;República Checa;Total (En miles);2014;7,2
Educación Superior o equivalente;República Checa;Total (En miles);2013;4,2
Educación Superior o equivalente;República Checa;Total (En miles);2012;5,2
Educación Superior o equivalente;República Checa;Total (En miles);2011;5,6
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2023;0,6
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2022;0,6
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2021;0,6
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2020;0,5
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2019;0,7
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2018;0,7
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2017;0,7
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2016;0,7
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2015;0,7
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2014;0,6
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2013;0,4
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2012;0,5
Educación Superior o equivalente;República Checa;En porcentaje del total de empleo de cada colectivo;2011;0,6
Educación Superior o equivalente;Dinamarca;Total (En miles);2023;8,8
Educación Superior o equivalente;Dinamarca;Total (En miles);2022;8,1
Educación Superior o equivalente;Dinamarca;Total (En miles);2021;5,9
Educación Superior o equivalente;Dinamarca;Total (En miles);2020;6,4
Educación Superior o equivalente;Dinamarca;Total (En miles);2019;6,8
Educación Superior o equivalente;Dinamarca;Total (En miles);2018;5,8
Educación Superior o equivalente;Dinamarca;Total (En miles);2017;5,5
Educación Superior o equivalente;Dinamarca;Total (En miles);2016;6,0
Educación Superior o equivalente;Dinamarca;Total (En miles);2015;4,6
Educación Superior o equivalente;Dinamarca;Total (En miles);2014;3,8
Educación Superior o equivalente;Dinamarca;Total (En miles);2013;2,8
Educación Superior o equivalente;Dinamarca;Total (En miles);2012;2,9
Educación Superior o equivalente;Dinamarca;Total (En miles);2011;3,5
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2023;0,7
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2022;0,7
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2021;0,5
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2020;0,6
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2019;0,6
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2018;0,6
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2017;0,6
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2016;0,6
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2015;0,5
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2014;0,4
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2013;0,3
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2012;0,3
Educación Superior o equivalente;Dinamarca;En porcentaje del total de empleo de cada colectivo;2011;0,4
Educación Superior o equivalente;Alemania;Total (En miles);2023;71,4
Educación Superior o equivalente;Alemania;Total (En miles);2022;66,9
Educación Superior o equivalente;Alemania;Total (En miles);2021;64,3
Educación Superior o equivalente;Alemania;Total (En miles);2020;68,8
Educación Superior o equivalente;Alemania;Total (En miles);2019;73,1
Educación Superior o equivalente;Alemania;Total (En miles);2018;74,3
Educación Superior o equivalente;Alemania;Total (En miles);2017;67,6
Educación Superior o equivalente;Alemania;Total (En miles);2016;67,2
