Indicador;Sexo, edad, nivel estudios, sit. labora, estado civil, tipo de hogar;periodo;Total
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2009;191,8
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2008;210,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2007;222,9
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2006;194,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2023;211,8
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2022;208,1
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2021;151,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2020;121,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2019;196,6
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2018;189,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2017;202,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2016;174,1
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2015;163,2
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2014;144,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2013;166,1
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2012;152,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2011;161,9
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2010;168,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2009;163,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2008;182,2
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2007;164,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 45 a 64 años;2006;147,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2023;102,6
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2022;97,6
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2021;61,1
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2020;35,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2019;96,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2018;80,6
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2017;77,0
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2016;62,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2015;60,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2014;56,9
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2013;60,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2012;76,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2011;67,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2010;56,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2009;56,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2008;50,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2007;56,8
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 65 años en adelante;2006;53,6
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2023;117,3
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2022;105,5
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2021;66,3
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2020;46,4
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2019;94,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2018;96,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2017;97,6
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2016;91,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2015;86,2
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2014;81,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2013;87,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2012;94,0
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2011;92,3
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2010;87,0
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2009;85,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2008;92,5
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2007;101,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2006;88,5
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2023;163,0
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2022;165,6
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2021;119,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2020;101,5
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2019;176,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2018;166,2
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2017;188,7
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2016;179,4
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2015;145,0
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2014;139,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2013;167,9
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2012;159,4
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2011;156,7
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2010;164,5
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2009;170,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2008;169,3
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2007;166,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2006;193,9
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2023;287,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2022;294,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2021;224,4
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2020;183,2
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2019;303,4
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2018;292,5
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2017;306,0
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2016;249,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2015;233,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2014;224,6
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2013;238,8
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2012;227,1
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2011;269,6
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2010;282,9
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2009;271,2
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2008;313,4
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2007;288,9
Gasto medio por unidad de consumo (Euros);Nivel de estudios: Educación superior o equivalente;2006;243,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2023;238,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2022;236,2
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2021;168,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2020;145,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2019;230,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2018;228,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2017;239,5
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2016;213,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2015;191,5
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2014;181,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2013;199,5
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2012;186,0
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2011;202,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2010;197,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2009;190,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2008;188,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2007;196,7
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Ocupado;2006;178,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2023;61,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2022;113,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2021;45,1
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2020;43,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2019;68,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2018;82,1
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2017;75,7
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2016;66,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2015;77,1
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2014;70,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2013;77,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2012;76,2
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2011;73,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2010;91,2
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2009;74,2
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2008;69,7
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2007;72,2
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Parado;2006;98,1
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2023;120,7
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2022;110,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2021;94,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2020;44,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2019;112,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2018;93,5
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2017;97,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2016;77,0
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2015;73,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2014;72,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2013;76,5
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2012;92,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2011;86,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2010;72,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2009;81,7
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2008;125,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2007;84,2
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Jubilado o retirado;2006;71,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2023;71,1
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2022;72,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2021;58,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2020;25,0
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2019;80,0
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2018;73,3
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2017;53,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2016;58,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2015;35,5
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2014;51,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2013;70,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2012;52,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2011;47,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2010;92,6
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2009;45,9
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2008;44,4
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2007;60,8
Gasto medio por unidad de consumo (Euros);Sit. Laboral: Otros inactivos;2006;42,8
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2023;201,8
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2022;203,9
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2021;141,1
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2020;133,7
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2019;220,9
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2018;187,0
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2017;198,5
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2016;173,3
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2015;149,1
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2014;148,2
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2013;169,2
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2012;135,5
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2011;163,9
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2010;140,3
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2009;161,2
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2008;159,9
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2007;178,5
Gasto medio por unidad de consumo (Euros);Estado civil: Soltero;2006;137,3
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2023;210,8
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2022;204,6
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2021;142,0
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2020;111,9
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2019;193,4
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2018;193,1
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2017;197,4
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2016;168,8
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2015;157,6
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2014;140,4
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2013;154,6
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2012;148,7
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2011;163,8
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2010;167,7
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2009;161,8
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2008;178,9
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2007;173,0
Gasto medio por unidad de consumo (Euros);Estado civil: Casado;2006;158,1
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2023;106,2
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2022;100,7
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2021;81,2
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2020;48,6
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2019;84,3
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2018;73,2
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2017;72,0
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2016;50,2
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2015;53,6
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2014;55,8
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2013;68,5
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2012;67,5
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2011;90,3
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2010;63,9
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2009;45,2
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2008;48,5
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2007;45,9
Gasto medio por unidad de consumo (Euros);Estado civil: Viudo;2006;50,1
Gasto medio por unidad de consumo (Euros);Estado civil: Separado;2023;85,6
Gasto medio por unidad de consumo (Euros);Estado civil: Separado;2022;194,7
