Indicador;Sexo, edad, nivel estudios, sit. labora, estado civil, tipo de hogar;periodo;Total
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2016;384,9
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2015;345,8
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2014;328,8
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2013;360,8
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2012;340,0
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2011;373,5
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2010;365,9
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2009;356,5
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2008;357,9
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2007;376,1
Gasto medio por hogar (Euros);Sit. Laboral: Ocupado;2006;343,2
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2023;97,9
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2022;173,4
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2021;71,1
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2020;69,3
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2019;108,0
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2018;130,8
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2017;122,9
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2016;110,7
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2015;128,8
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2014;119,0
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2013;136,2
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2012;131,9
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2011;129,3
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2010;166,9
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2009;135,1
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2008;125,1
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2007;129,1
Gasto medio por hogar (Euros);Sit. Laboral: Parado;2006;176,6
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2023;177,9
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2022;164,5
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2021;140,8
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2020;66,3
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2019;168,5
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2018;140,3
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2017;147,4
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2016;117,3
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2015;112,6
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2014;110,8
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2013;118,2
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2012;142,9
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2011;134,8
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2010;112,5
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2009;127,8
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2008;196,4
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2007;133,3
Gasto medio por hogar (Euros);Sit. Laboral: Jubilado o retirado;2006;115,6
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2023;92,3
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2022;96,1
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2021;77,3
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2020;33,2
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2019;106,0
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2018;96,0
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2017;69,8
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2016;77,3
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2015;47,5
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2014;69,0
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2013;95,4
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2012;72,5
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2011;63,7
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2010;126,6
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2009;60,7
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2008;57,1
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2007;77,0
Gasto medio por hogar (Euros);Sit. Laboral: Otros inactivos;2006;54,8
Gasto medio por hogar (Euros);Estado civil: Soltero;2023;282,4
Gasto medio por hogar (Euros);Estado civil: Soltero;2022;282,2
Gasto medio por hogar (Euros);Estado civil: Soltero;2021;194,1
Gasto medio por hogar (Euros);Estado civil: Soltero;2020;183,8
Gasto medio por hogar (Euros);Estado civil: Soltero;2019;306,7
Gasto medio por hogar (Euros);Estado civil: Soltero;2018;257,5
Gasto medio por hogar (Euros);Estado civil: Soltero;2017;273,2
Gasto medio por hogar (Euros);Estado civil: Soltero;2016;236,5
Gasto medio por hogar (Euros);Estado civil: Soltero;2015;202,9
Gasto medio por hogar (Euros);Estado civil: Soltero;2014;201,2
Gasto medio por hogar (Euros);Estado civil: Soltero;2013;230,6
Gasto medio por hogar (Euros);Estado civil: Soltero;2012;186,3
Gasto medio por hogar (Euros);Estado civil: Soltero;2011;225,8
Gasto medio por hogar (Euros);Estado civil: Soltero;2010;190,6
Gasto medio por hogar (Euros);Estado civil: Soltero;2009;221,8
Gasto medio por hogar (Euros);Estado civil: Soltero;2008;221,4
Gasto medio por hogar (Euros);Estado civil: Soltero;2007;245,0
Gasto medio por hogar (Euros);Estado civil: Soltero;2006;187,8
Gasto medio por hogar (Euros);Estado civil: Casado;2023;422,1
Gasto medio por hogar (Euros);Estado civil: Casado;2022;404,2
Gasto medio por hogar (Euros);Estado civil: Casado;2021;281,0
Gasto medio por hogar (Euros);Estado civil: Casado;2020;221,7
Gasto medio por hogar (Euros);Estado civil: Casado;2019;381,0
Gasto medio por hogar (Euros);Estado civil: Casado;2018;379,8
Gasto medio por hogar (Euros);Estado civil: Casado;2017;388,7
Gasto medio por hogar (Euros);Estado civil: Casado;2016;332,7
Gasto medio por hogar (Euros);Estado civil: Casado;2015;310,6
Gasto medio por hogar (Euros);Estado civil: Casado;2014;276,5
Gasto medio por hogar (Euros);Estado civil: Casado;2013;305,4
Gasto medio por hogar (Euros);Estado civil: Casado;2012;294,9
Gasto medio por hogar (Euros);Estado civil: Casado;2011;326,3
Gasto medio por hogar (Euros);Estado civil: Casado;2010;336,1
Gasto medio por hogar (Euros);Estado civil: Casado;2009;325,6
Gasto medio por hogar (Euros);Estado civil: Casado;2008;363,9
Gasto medio por hogar (Euros);Estado civil: Casado;2007;354,0
Gasto medio por hogar (Euros);Estado civil: Casado;2006;325,2
Gasto medio por hogar (Euros);Estado civil: Viudo;2023;129,5
Gasto medio por hogar (Euros);Estado civil: Viudo;2022;124,3
Gasto medio por hogar (Euros);Estado civil: Viudo;2021;100,7
Gasto medio por hogar (Euros);Estado civil: Viudo;2020;60,2
Gasto medio por hogar (Euros);Estado civil: Viudo;2019;104,2
Gasto medio por hogar (Euros);Estado civil: Viudo;2018;91,1
Gasto medio por hogar (Euros);Estado civil: Viudo;2017;90,8
Gasto medio por hogar (Euros);Estado civil: Viudo;2016;63,4
Gasto medio por hogar (Euros);Estado civil: Viudo;2015;67,9
Gasto medio por hogar (Euros);Estado civil: Viudo;2014;71,2
Gasto medio por hogar (Euros);Estado civil: Viudo;2013;87,7
Gasto medio por hogar (Euros);Estado civil: Viudo;2012;86,2
Gasto medio por hogar (Euros);Estado civil: Viudo;2011;115,2
Gasto medio por hogar (Euros);Estado civil: Viudo;2010;81,9
Gasto medio por hogar (Euros);Estado civil: Viudo;2009;57,7
Gasto medio por hogar (Euros);Estado civil: Viudo;2008;60,7
Gasto medio por hogar (Euros);Estado civil: Viudo;2007;58,3
Gasto medio por hogar (Euros);Estado civil: Viudo;2006;64,2
Gasto medio por hogar (Euros);Estado civil: Separado;2023;117,0
Gasto medio por hogar (Euros);Estado civil: Separado;2022;268,7
Gasto medio por hogar (Euros);Estado civil: Separado;2021;215,4
Gasto medio por hogar (Euros);Estado civil: Separado;2020;116,8
Gasto medio por hogar (Euros);Estado civil: Separado;2019;148,7
Gasto medio por hogar (Euros);Estado civil: Separado;2018;168,3
Gasto medio por hogar (Euros);Estado civil: Separado;2017;157,0
Gasto medio por hogar (Euros);Estado civil: Separado;2016;155,9
Gasto medio por hogar (Euros);Estado civil: Separado;2015;159,8
Gasto medio por hogar (Euros);Estado civil: Separado;2014;197,7
Gasto medio por hogar (Euros);Estado civil: Separado;2013;180,2
Gasto medio por hogar (Euros);Estado civil: Separado;2012;254,1
Gasto medio por hogar (Euros);Estado civil: Separado;2011;203,0
Gasto medio por hogar (Euros);Estado civil: Separado;2010;208,1
Gasto medio por hogar (Euros);Estado civil: Separado;2009;174,6
Gasto medio por hogar (Euros);Estado civil: Separado;2008;130,2
Gasto medio por hogar (Euros);Estado civil: Separado;2007;170,6
Gasto medio por hogar (Euros);Estado civil: Separado;2006;155,4
Gasto medio por hogar (Euros);Estado civil: Divorciado;2023;233,0
Gasto medio por hogar (Euros);Estado civil: Divorciado;2022;222,2
Gasto medio por hogar (Euros);Estado civil: Divorciado;2021;225,2
Gasto medio por hogar (Euros);Estado civil: Divorciado;2020;123,8
Gasto medio por hogar (Euros);Estado civil: Divorciado;2019;230,9
Gasto medio por hogar (Euros);Estado civil: Divorciado;2018;229,3
Gasto medio por hogar (Euros);Estado civil: Divorciado;2017;269,8
Gasto medio por hogar (Euros);Estado civil: Divorciado;2016;291,6
Gasto medio por hogar (Euros);Estado civil: Divorciado;2015;201,9
Gasto medio por hogar (Euros);Estado civil: Divorciado;2014;265,8
Gasto medio por hogar (Euros);Estado civil: Divorciado;2013;209,7
Gasto medio por hogar (Euros);Estado civil: Divorciado;2012;363,7
Gasto medio por hogar (Euros);Estado civil: Divorciado;2011;196,4
Gasto medio por hogar (Euros);Estado civil: Divorciado;2010;252,1
Gasto medio por hogar (Euros);Estado civil: Divorciado;2009;218,4
Gasto medio por hogar (Euros);Estado civil: Divorciado;2008;252,1
Gasto medio por hogar (Euros);Estado civil: Divorciado;2007;208,0
Gasto medio por hogar (Euros);Estado civil: Divorciado;2006;208,7
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2023;137,8
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2022;125,2
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2021;106,9
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2020;86,2
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2019;143,8
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2018;144,0
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2017;141,7
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2016;127,2
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2015;96,9
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2014;109,7
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2013;140,6
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2012;125,4
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2011;107,6
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2010;106,9
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2009;113,4
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2008;109,2
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2007;106,3
Gasto medio por hogar (Euros);Tipo de hogar: Persona sola;2006;78,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2023;295,9
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2022;235,2
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2021;155,7
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2020;151,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2019;263,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2018;252,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2017;227,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2016;183,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2015;220,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2014;185,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2013;185,7
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2012;208,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2011;223,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2010;202,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2009;191,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2008;315,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2007;260,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja sin hijos;2006;193,9
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2023;396,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2022;352,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2021;275,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2020;205,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2019;391,2
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2018;366,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2017;388,2
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2016;309,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2015;296,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2014;268,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2013;315,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2012;286,7
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2011;352,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2010;314,9
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2009;336,9
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2008;311,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2007;298,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con un hijo;2006;262,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2023;674,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2022;652,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2021;451,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2020;378,7
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2019;544,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2018;543,7
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2017;564,0
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2016;541,0
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2015;471,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2014;434,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2013;440,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2012;453,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2011;465,0
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2010;492,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2009;483,2
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2008;474,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2007;476,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con dos hijos;2006;482,9
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2023;640,0
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2022;819,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2021;565,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2020;351,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2019;728,0
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2018;751,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2017;676,5
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2016;655,2
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2015;467,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2014;463,3
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2013;572,7
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2012;472,1
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2011;426,8
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2010;547,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2009;436,2
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2008;568,6
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2007;550,4
Gasto medio por hogar (Euros);Tipo de hogar: Pareja con tres o más hijos;2006;563,7
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2023;199,4
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2022;291,7
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2021;218,0
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2020;155,5
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2019;259,6
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2018;165,5
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2017;250,0
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2016;220,1
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2015;170,4
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2014;221,2
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2013;179,4
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2012;192,5
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2011;176,2
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2010;197,0
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2009;166,6
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2008;144,1
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2007;156,4
Gasto medio por hogar (Euros);Tipo de hogar: Un adulto con hijos;2006;138,4
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2023;350,8
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2022;394,3
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2021;254,9
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2020;133,6
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2019;265,4
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2018;243,5
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2017;310,0
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2016;220,5
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2015;181,1
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2014;168,9
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2013;202,6
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2012;184,9
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2011;280,0
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2010;265,9
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2009;261,7
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2008;236,0
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2007;337,7
Gasto medio por hogar (Euros);Tipo de hogar: Otro tipo de hogares;2006;295,9
Gasto medio por unidad de consumo (Euros);TOTAL;2023;194,4
Gasto medio por unidad de consumo (Euros);TOTAL;2022;192,4
Gasto medio por unidad de consumo (Euros);TOTAL;2021;138,7
Gasto medio por unidad de consumo (Euros);TOTAL;2020;108,4
Gasto medio por unidad de consumo (Euros);TOTAL;2019;184,4
Gasto medio por unidad de consumo (Euros);TOTAL;2018;176,9
Gasto medio por unidad de consumo (Euros);TOTAL;2017;183,1
Gasto medio por unidad de consumo (Euros);TOTAL;2016;159,1
Gasto medio por unidad de consumo (Euros);TOTAL;2015;143,7
Gasto medio por unidad de consumo (Euros);TOTAL;2014;136,4
Gasto medio por unidad de consumo (Euros);TOTAL;2013;147,8
Gasto medio por unidad de consumo (Euros);TOTAL;2012;144,5
Gasto medio por unidad de consumo (Euros);TOTAL;2011;155,0
Gasto medio por unidad de consumo (Euros);TOTAL;2010;153,1
Gasto medio por unidad de consumo (Euros);TOTAL;2009;149,6
Gasto medio por unidad de consumo (Euros);TOTAL;2008;161,5
Gasto medio por unidad de consumo (Euros);TOTAL;2007;159,4
Gasto medio por unidad de consumo (Euros);TOTAL;2006;142,8
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2023;193,2
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2022;203,1
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2021;141,5
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2020;111,6
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2019;188,3
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2018;187,4
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2017;187,8
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2016;164,6
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2015;155,2
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2014;140,8
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2013;158,7
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2012;149,0
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2011;166,3
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2010;156,9
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2009;158,7
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2008;173,5
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2007;170,5
Gasto medio por unidad de consumo (Euros);Sexo:Hombres;2006;151,6
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2023;197,1
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2022;170,5
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2021;132,7
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2020;101,2
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2019;175,6
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2018;152,7
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2017;172,1
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2016;146,4
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2015;117,2
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2014;126,0
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2013;121,3
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2012;132,6
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2011;124,3
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2010;142,3
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2009;122,2
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2008;121,3
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2007;120,6
Gasto medio por unidad de consumo (Euros);Sexo:Mujeres;2006;109,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2023;270,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2022;245,1
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2021;170,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2020;184,0
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2019;224,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2018;213,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2017;219,6
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2016;154,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2015;159,8
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2014;168,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2013;209,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2012;144,9
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2011;189,9
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2010;156,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2009;173,0
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2008;153,2
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2007;148,2
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 16 a 29 años;2006;158,4
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2023;247,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2022;252,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2021;186,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2020;146,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2019;241,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2018;242,9
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2017;246,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2016;222,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2015;184,7
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2014;186,5
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2013;183,0
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2012;184,8
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2011;204,3
Gasto medio por unidad de consumo (Euros);Grupos de edad: De 30 a 44 años;2010;201,4
