Indicador;Grupo de gasto;Comunidad autónoma;periodo;Total
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2022;54,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2021;28,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2020;38,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2019;62,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2018;96,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2017;105,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2016;92,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2015;75,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2014;63,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2013;72,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2012;75,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2011;70,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2010;91,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2009;88,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2008;63,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2007;58,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Asturias (Principado de);2006;95,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2023;112,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2022;115,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2021;91,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2020;83,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2019;108,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2018;117,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2017;111,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2016;99,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2015;99,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2014;108,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2013;128,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2012;86,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2011;85,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2010;90,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2009;90,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2008;107,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2007;110,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Balears (Illes);2006;87,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2023;179,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2022;147,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2021;129,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2020;42,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2019;148,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2018;128,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2017;125,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2016;134,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2015;170,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2014;125,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2013;92,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2012;104,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2011;104,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2010;104,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2009;101,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2008;101,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2007;108,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Canarias;2006;68,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2023;53,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2022;45,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2021;38,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2020;18,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2019;47,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2018;47,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2017;69,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2016;33,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2015;28,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2014;28,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2013;40,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2012;26,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2011;33,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2010;30,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2009;47,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2008;34,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2007;24,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cantabria;2006;26,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2023;174,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2022;242,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2021;117,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2020;86,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2019;211,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2018;173,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2017;205,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2016;188,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2015;147,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2014;171,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2013;236,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2012;126,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2011;147,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2010;177,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2009;149,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2008;161,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2007;123,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla y León;2006;147,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2023;169,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2022;148,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2021;47,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2020;55,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2019;126,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2018;111,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2017;121,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2016;116,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2015;104,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2014;120,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2013;118,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2012;99,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2011;97,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2010;84,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2009;80,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2008;91,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2007;77,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Castilla-La Mancha;2006;77,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2023;691,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2022;676,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2021;576,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2020;338,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2019;980,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2018;794,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2017;911,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2016;644,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2015;524,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2014;544,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2013;529,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2012;489,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2011;585,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2010;573,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2009;560,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2008;525,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2007;498,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Cataluña;2006;402,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2023;598,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2022;557,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2021;364,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2020;324,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2019;559,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2018;471,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2017;535,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2016;322,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2015;362,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2014;260,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2013;447,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2012;348,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2011;318,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2010;276,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2009;315,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2008;352,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2007;430,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Comunitat Valenciana;2006;383,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2023;44,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2022;66,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2021;65,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2020;39,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2019;53,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2018;75,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2017;52,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2016;65,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2015;54,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2014;43,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2013;45,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2012;55,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2011;61,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2010;56,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2009;30,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2008;36,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2007;32,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Extremadura;2006;34,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2023;236,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2022;294,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2021;149,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2020;86,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2019;163,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2018;160,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2017;214,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2016;190,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2015;147,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2014;126,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2013;101,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2012;160,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2011;114,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2010;93,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2009;122,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2008;116,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2007;146,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Galicia;2006;167,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2023;695,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2022;689,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2021;483,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2020;363,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2019;750,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2018;621,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2017;679,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2016;633,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2015;465,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2014;448,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2013;535,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2012;596,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2011;714,2
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2010;679,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2009;520,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2008;657,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2007;519,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2006;421,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2023;138,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2022;142,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2021;59,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2020;69,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2019;135,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2018;146,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2017;172,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2016;116,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2015;101,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2014;98,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2013;85,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2012;60,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2011;84,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2010;66,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2009;50,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2008;60,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2007;86,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Murcia (Región de);2006;74,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2023;156,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2022;115,7
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2021;105,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2020;62,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2019;92,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2018;92,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2017;102,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2016;61,6
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2015;81,3
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2014;78,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2013;91,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2012;85,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2011;60,4
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2010;75,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2009;69,1
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2008;73,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2007;74,5
TOTAL (Millones de euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2006;60,0
TOTAL (Millones de euros);Servicios recreativos y deportivos;País Vasco;2023;246,8
TOTAL (Millones de euros);Servicios recreativos y deportivos;País Vasco;2022;187,9
TOTAL (Millones de euros);Servicios recreativos y deportivos;País Vasco;2021;134,4
