Indicador;Grupo de gasto;Comunidad autónoma;periodo;Total
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2023;146,9
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2022;139,6
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2021;103,8
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2020;89,0
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2019;147,0
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2018;122,3
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2017;135,7
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2016;85,9
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2015;94,7
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2014;78,3
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2013;115,8
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2012;125,9
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2011;89,6
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2010;86,9
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2009;92,6
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2008;99,4
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2007;122,4
Gasto medio por persona (Euros);TOTAL;Comunitat Valenciana;2006;108,7
Gasto medio por persona (Euros);TOTAL;Extremadura;2023;78,4
Gasto medio por persona (Euros);TOTAL;Extremadura;2022;91,6
Gasto medio por persona (Euros);TOTAL;Extremadura;2021;78,5
Gasto medio por persona (Euros);TOTAL;Extremadura;2020;72,6
Gasto medio por persona (Euros);TOTAL;Extremadura;2019;75,8
Gasto medio por persona (Euros);TOTAL;Extremadura;2018;102,8
Gasto medio por persona (Euros);TOTAL;Extremadura;2017;64,9
Gasto medio por persona (Euros);TOTAL;Extremadura;2016;77,5
Gasto medio por persona (Euros);TOTAL;Extremadura;2015;69,3
Gasto medio por persona (Euros);TOTAL;Extremadura;2014;60,6
Gasto medio por persona (Euros);TOTAL;Extremadura;2013;61,5
Gasto medio por persona (Euros);TOTAL;Extremadura;2012;69,2
Gasto medio por persona (Euros);TOTAL;Extremadura;2011;72,8
Gasto medio por persona (Euros);TOTAL;Extremadura;2010;64,6
Gasto medio por persona (Euros);TOTAL;Extremadura;2009;43,1
Gasto medio por persona (Euros);TOTAL;Extremadura;2008;52,7
Gasto medio por persona (Euros);TOTAL;Extremadura;2007;50,0
Gasto medio por persona (Euros);TOTAL;Extremadura;2006;50,2
Gasto medio por persona (Euros);TOTAL;Galicia;2023;123,9
Gasto medio por persona (Euros);TOTAL;Galicia;2022;146,3
Gasto medio por persona (Euros);TOTAL;Galicia;2021;98,7
Gasto medio por persona (Euros);TOTAL;Galicia;2020;64,6
Gasto medio por persona (Euros);TOTAL;Galicia;2019;80,7
Gasto medio por persona (Euros);TOTAL;Galicia;2018;83,4
Gasto medio por persona (Euros);TOTAL;Galicia;2017;102,2
Gasto medio por persona (Euros);TOTAL;Galicia;2016;89,0
Gasto medio por persona (Euros);TOTAL;Galicia;2015;85,8
Gasto medio por persona (Euros);TOTAL;Galicia;2014;67,1
Gasto medio por persona (Euros);TOTAL;Galicia;2013;62,0
Gasto medio por persona (Euros);TOTAL;Galicia;2012;81,4
Gasto medio por persona (Euros);TOTAL;Galicia;2011;63,9
Gasto medio por persona (Euros);TOTAL;Galicia;2010;70,4
Gasto medio por persona (Euros);TOTAL;Galicia;2009;88,5
Gasto medio por persona (Euros);TOTAL;Galicia;2008;69,2
Gasto medio por persona (Euros);TOTAL;Galicia;2007;88,9
Gasto medio por persona (Euros);TOTAL;Galicia;2006;95,4
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2023;128,0
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2022;129,6
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2021;107,2
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2020;78,0
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2019;145,0
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2018;116,3
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2017;125,2
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2016;122,0
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2015;93,5
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2014;95,3
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2013;104,2
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2012;114,8
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2011;137,1
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2010;133,1
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2009;109,0
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2008;123,8
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2007;114,8
Gasto medio por persona (Euros);TOTAL;Madrid (Comunidad de);2006;102,3
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2023;118,0
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2022;115,7
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2021;67,7
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2020;67,1
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2019;117,7
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2018;138,7
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2017;142,2
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2016;95,2
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2015;93,5
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2014;84,8
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2013;78,7
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2012;84,1
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2011;87,7
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2010;76,2
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2009;69,2
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2008;74,4
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2007;94,1
Gasto medio por persona (Euros);TOTAL;Murcia (Región de);2006;82,9
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2023;261,8
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2022;217,6
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2021;207,6
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2020;133,2
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2019;182,4
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2018;189,7
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2017;195,3
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2016;145,9
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2015;172,3
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2014;157,2
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2013;173,0
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2012;177,6
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2011;155,1
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2010;153,6
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2009;141,8
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2008;147,6
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2007;170,0
Gasto medio por persona (Euros);TOTAL;Navarra (Comunidad Foral de);2006;146,0
Gasto medio por persona (Euros);TOTAL;País Vasco;2023;177,3
Gasto medio por persona (Euros);TOTAL;País Vasco;2022;150,2
Gasto medio por persona (Euros);TOTAL;País Vasco;2021;121,1
Gasto medio por persona (Euros);TOTAL;País Vasco;2020;110,0
Gasto medio por persona (Euros);TOTAL;País Vasco;2019;126,1
Gasto medio por persona (Euros);TOTAL;País Vasco;2018;170,0
Gasto medio por persona (Euros);TOTAL;País Vasco;2017;153,3
Gasto medio por persona (Euros);TOTAL;País Vasco;2016;140,8
Gasto medio por persona (Euros);TOTAL;País Vasco;2015;145,1
Gasto medio por persona (Euros);TOTAL;País Vasco;2014;136,1
Gasto medio por persona (Euros);TOTAL;País Vasco;2013;146,8
Gasto medio por persona (Euros);TOTAL;País Vasco;2012;141,4
Gasto medio por persona (Euros);TOTAL;País Vasco;2011;132,2
Gasto medio por persona (Euros);TOTAL;País Vasco;2010;136,7
Gasto medio por persona (Euros);TOTAL;País Vasco;2009;138,0
Gasto medio por persona (Euros);TOTAL;País Vasco;2008;115,1
Gasto medio por persona (Euros);TOTAL;País Vasco;2007;131,0
Gasto medio por persona (Euros);TOTAL;País Vasco;2006;107,7
Gasto medio por persona (Euros);TOTAL;Rioja (La);2023;242,9
Gasto medio por persona (Euros);TOTAL;Rioja (La);2022;176,3
Gasto medio por persona (Euros);TOTAL;Rioja (La);2021;112,6
Gasto medio por persona (Euros);TOTAL;Rioja (La);2020;99,7
Gasto medio por persona (Euros);TOTAL;Rioja (La);2019;139,3
Gasto medio por persona (Euros);TOTAL;Rioja (La);2018;144,9
Gasto medio por persona (Euros);TOTAL;Rioja (La);2017;116,4
Gasto medio por persona (Euros);TOTAL;Rioja (La);2016;112,8
Gasto medio por persona (Euros);TOTAL;Rioja (La);2015;122,5
Gasto medio por persona (Euros);TOTAL;Rioja (La);2014;100,1
Gasto medio por persona (Euros);TOTAL;Rioja (La);2013;83,1
Gasto medio por persona (Euros);TOTAL;Rioja (La);2012;79,6
Gasto medio por persona (Euros);TOTAL;Rioja (La);2011;82,2
Gasto medio por persona (Euros);TOTAL;Rioja (La);2010;93,4
Gasto medio por persona (Euros);TOTAL;Rioja (La);2009;81,0
Gasto medio por persona (Euros);TOTAL;Rioja (La);2008;60,2
Gasto medio por persona (Euros);TOTAL;Rioja (La);2007;95,5
Gasto medio por persona (Euros);TOTAL;Rioja (La);2006;59,9
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2023;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2022;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2021;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2020;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2019;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2018;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2017;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2016;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2015;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2014;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2013;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2012;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2011;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2010;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2009;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2008;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2007;..
Gasto medio por persona (Euros);TOTAL;Ceuta y Melilla;2006;..
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2023;101,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2022;99,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2021;64,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2020;47,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2019;96,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2018;91,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2017;97,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2016;83,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2015;72,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2014;68,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2013;76,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2012;68,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2011;74,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2010;70,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2009;70,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2008;79,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2007;71,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;TOTAL;2006;66,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2023;117,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2022;118,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2021;62,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2020;40,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2019;71,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2018;85,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2017;82,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2016;87,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2015;67,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2014;64,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2013;74,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2012;60,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2011;74,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2010;60,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2009;79,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2008;117,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2007;70,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Andalucía;2006;81,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2023;144,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2022;106,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2021;41,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2020;84,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2019;164,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2018;128,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2017;97,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2016;109,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2015;99,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2014;103,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2013;79,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2012;59,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2011;69,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2010;71,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2009;58,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2008;67,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2007;99,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Aragón;2006;59,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2023;86,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2022;54,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2021;28,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2020;38,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2019;62,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2018;95,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2017;103,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2016;90,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2015;72,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2014;61,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2013;69,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2012;71,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2011;66,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2010;85,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2009;82,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2008;59,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2007;55,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Asturias (Principado de);2006;90,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2023;92,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2022;94,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2021;75,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2020;68,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2019;90,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2018;100,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2017;97,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2016;88,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2015;89,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2014;97,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2013;116,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2012;78,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2011;78,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2010;84,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2009;84,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2008;102,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2007;108,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Balears (Illes);2006;88,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2023;81,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2022;65,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2021;57,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2020;18,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2019;67,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2018;59,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2017;58,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2016;63,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2015;80,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2014;59,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2013;44,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2012;50,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2011;50,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2010;51,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2009;50,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2008;50,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2007;55,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Canarias;2006;35,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2023;91,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2022;79,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2021;67,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2020;31,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2019;83,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2018;82,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2017;121,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2016;57,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2015;49,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2014;49,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2013;69,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2012;44,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2011;57,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2010;51,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2009;81,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2008;60,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2007;42,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cantabria;2006;46,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2023;73,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2022;104,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2021;50,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2020;37,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2019;89,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2018;73,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2017;86,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2016;78,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2015;61,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2014;70,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2013;96,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2012;51,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2011;59,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2010;71,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2009;59,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2008;64,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2007;49,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla y León;2006;60,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2023;81,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2022;73,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2021;23,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2020;27,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2019;62,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2018;55,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2017;60,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2016;57,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2015;51,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2014;58,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2013;57,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2012;48,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2011;46,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2010;41,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2009;39,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2008;45,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2007;39,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2006;40,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2023;87,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2022;89,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2021;76,2
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2020;44,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2019;130,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2018;106,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2017;123,5
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2016;87,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2015;71,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2014;74,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2013;71,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2012;66,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2011;78,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2010;77,4
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2009;75,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2008;71,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2007;69,6
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Cataluña;2006;57,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2023;114,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2022;110,3
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2021;72,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2020;65,0
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2019;112,8
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2018;95,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2017;109,1
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2016;65,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2015;73,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2014;52,9
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2013;90,7
Gasto medio por persona (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2012;70,1
