Indicador;Grupo de gasto;Tamaño de municipio;periodo;Total
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2018;31,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2017;24,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2016;23,8
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2015;33,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2014;28,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2013;25,2
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2012;26,7
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2011;43,3
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2010;35,9
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2009;35,0
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2008;23,6
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2007;30,4
Porcentaje;Equipos relacionados con los deportes y el ocio;Menos de 10.000 habitantes;2006;39,5
Gasto medio por hogar (Euros);TOTAL;TOTAL;2023;327,6
Gasto medio por hogar (Euros);TOTAL;TOTAL;2022;322,2
Gasto medio por hogar (Euros);TOTAL;TOTAL;2021;233,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2020;182,2
Gasto medio por hogar (Euros);TOTAL;TOTAL;2019;309,7
Gasto medio por hogar (Euros);TOTAL;TOTAL;2018;296,7
Gasto medio por hogar (Euros);TOTAL;TOTAL;2017;307,2
Gasto medio por hogar (Euros);TOTAL;TOTAL;2016;267,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2015;241,8
Gasto medio por hogar (Euros);TOTAL;TOTAL;2014;230,1
Gasto medio por hogar (Euros);TOTAL;TOTAL;2013;251,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2012;247,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2011;267,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2010;266,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2009;262,0
Gasto medio por hogar (Euros);TOTAL;TOTAL;2008;285,1
Gasto medio por hogar (Euros);TOTAL;TOTAL;2007;283,3
Gasto medio por hogar (Euros);TOTAL;TOTAL;2006;255,5
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2023;332,4
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2022;325,9
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2021;230,1
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2020;198,1
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2019;343,3
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2018;316,6
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2017;305,0
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2016;275,8
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2015;241,0
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2014;236,9
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2013;269,1
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2012;248,3
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2011;275,1
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2010;292,1
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2009;278,5
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2008;274,7
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2007;294,8
Gasto medio por hogar (Euros);TOTAL;100.000 o más habitantes;2006;284,2
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2023;379,5
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2022;356,3
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2021;310,7
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2020;146,3
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2019;324,4
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2018;302,8
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2017;359,3
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2016;273,7
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2015;305,3
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2014;293,7
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2013;285,5
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2012;289,0
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2011;320,2
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2010;303,7
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2009;279,4
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2008;255,2
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2007;266,9
Gasto medio por hogar (Euros);TOTAL;De 50.000 a 99.999 habitantes;2006;257,4
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2023;327,5
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2022;322,1
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2021;233,4
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2020;184,1
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2019;281,1
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2018;310,0
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2017;321,4
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2016;227,8
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2015;224,0
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2014;213,1
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2013;227,8
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2012;268,4
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2011;276,8
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2010;257,6
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2009;285,2
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2008;275,8
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2007;327,7
Gasto medio por hogar (Euros);TOTAL;De 20.000 a 49.999 habitantes;2006;237,1
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2023;355,7
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2022;338,8
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2021;224,4
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2020;209,7
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2019;293,4
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2018;276,2
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2017;262,2
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2016;298,2
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2015;261,2
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2014;209,9
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2013;209,9
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2012;275,8
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2011;261,7
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2010;246,7
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2009;241,5
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2008;252,4
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2007;363,8
Gasto medio por hogar (Euros);TOTAL;De 10.000 a 19.999 habitantes;2006;308,4
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2023;271,1
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2022;283,8
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2021;190,7
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2020;156,3
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2019;263,5
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2018;253,4
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2017;288,7
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2016;260,0
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2015;208,0
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2014;197,0
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2013;227,6
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2012;185,9
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2011;213,1
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2010;206,3
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2009;214,3
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2008;345,3
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2007;200,2
Gasto medio por hogar (Euros);TOTAL;Menos de 10.000 habitantes;2006;187,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2023;251,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2022;246,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2021;159,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2020;117,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2019;240,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2018;228,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2017;243,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2016;208,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2015;180,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2014;172,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2013;194,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2012;174,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2011;192,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2010;183,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2009;185,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2008;211,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2007;192,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;TOTAL;2006;181,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2023;271,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2022;253,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2021;169,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2020;145,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2019;275,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2018;253,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2017;250,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2016;222,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2015;184,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2014;181,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2013;213,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2012;185,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2011;215,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2010;218,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2009;203,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2008;211,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2007;214,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;100.000 o más habitantes;2006;208,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2023;304,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2022;303,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2021;229,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2020;87,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2019;257,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2018;249,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2017;272,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2016;203,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2015;241,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2014;229,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2013;225,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2012;213,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2011;244,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2010;191,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2009;207,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2008;183,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2007;138,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 50.000 a 99.999 habitantes;2006;167,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2023;237,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2022;244,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2021;155,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2020;109,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2019;221,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2018;239,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2017;260,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2016;175,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2015;169,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2014;150,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2013;172,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2012;150,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2011;186,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2010;165,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2009;189,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2008;187,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2007;228,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 20.000 a 49.999 habitantes;2006;166,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2023;280,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2022;229,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2021;119,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2020;119,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2019;220,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2018;191,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2017;199,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2016;232,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2015;181,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2014;157,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2013;156,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2012;195,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2011;180,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2010;159,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2009;170,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2008;172,8
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2007;224,6
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;De 10.000 a 19.999 habitantes;2006;255,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2023;176,5
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2022;203,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2021;114,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2020;84,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2019;183,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2018;173,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2017;218,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2016;198,1
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2015;139,0
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2014;140,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2013;170,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2012;136,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2011;120,9
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2010;132,2
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2009;139,3
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2008;263,7
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2007;139,4
Gasto medio por hogar (Euros);Servicios recreativos y deportivos;Menos de 10.000 habitantes;2006;113,4
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2023;75,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2022;76,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2021;73,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2020;64,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2019;69,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2018;68,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2017;63,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2016;58,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2015;61,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2014;57,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2013;56,4
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2012;72,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2011;74,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2010;82,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2009;77,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2008;73,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2007;90,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;TOTAL;2006;74,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2023;61,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2022;72,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2021;60,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2020;53,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2019;67,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2018;62,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2017;54,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2016;53,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2015;56,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2014;55,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2013;55,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2012;62,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2011;59,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2010;73,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2009;74,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2008;63,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2007;80,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;100.000 o más habitantes;2006;76,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2023;74,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2022;53,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2021;81,1
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2020;58,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2019;67,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2018;53,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2017;87,0
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2016;70,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2015;63,7
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2014;64,4
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2013;60,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2012;75,9
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2011;76,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2010;111,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2009;71,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2008;71,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2007;128,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 50.000 a 99.999 habitantes;2006;89,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2023;90,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2022;77,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2021;77,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2020;74,2
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2019;59,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2018;70,6
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2017;61,3
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2016;52,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2015;54,8
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2014;62,5
Gasto medio por hogar (Euros);Equipos relacionados con los deportes y el ocio;De 20.000 a 49.999 habitantes;2013;55,6
