Tipo de entidad;Indicador;Comunidad autónoma;periodo;Total
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2011;10,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Comunitat Valenciana;2010;10,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2023;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2022;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2021;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2020;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2019;1,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2018;1,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2017;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2016;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2015;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2012;1,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2011;1,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Extremadura;2010;1,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2023;5,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2022;4,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2021;4,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2020;5,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2019;5,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2018;5,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2017;4,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2016;4,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2015;4,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2012;4,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2011;4,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Galicia;2010;4,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2023;17,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2022;19,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2021;19,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2020;18,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2019;17,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2018;17,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2017;18,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2016;17,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2015;16,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2012;18,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2011;16,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Madrid, Comunidad de;2010;16,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2023;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2022;2,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2021;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2020;3,1
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2019;3,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2018;2,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2017;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2016;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2015;3,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2012;3,2
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2011;3,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Murcia, Región de;2010;3,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2023;1,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2022;1,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2021;1,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2020;1,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2019;1,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2018;1,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2017;1,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2016;1,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2015;1,3
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2012;1,4
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2011;1,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Navarra, Comunidad Foral de;2010;1,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2023;7,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2022;7,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2021;7,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2020;8,0
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2019;7,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2018;7,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2017;7,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2016;8,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2015;8,8
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2012;7,9
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2011;7,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;País Vasco;2010;7,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2023;0,5
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2022;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2021;0,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2020;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2019;0,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2018;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2017;0,6
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2016;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2015;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2014;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2013;..
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2012;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2011;0,7
Ayuntamientos de más de 5.000 habitantes;Porcentaje;Rioja, La;2010;0,7
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2023;464.424
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2022;418.799
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2021;338.559
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2020;274.413
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2019;337.401
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2018;296.738
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2017;259.237
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2016;223.899
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2015;228.983
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2014;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2013;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2012;228.075
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2011;292.401
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);TOTAL;2010;412.847
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2023;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2022;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2021;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2020;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2019;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2018;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2017;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2016;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2015;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2014;175.570
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2013;173.977
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2012;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2011;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);SUBTOTAL (Sin País Vasco y Navarra);2010;..
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2023;59.788
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2022;54.171
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2021;40.632
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2020;31.660
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2019;44.181
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2018;38.032
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2017;32.571
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2016;29.721
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2015;30.713
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2014;27.201
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2013;27.667
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2012;36.858
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2011;48.499
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Andalucía;2010;61.035
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2023;37.227
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2022;40.798
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2021;31.953
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2020;26.408
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2019;24.749
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2018;23.552
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2017;20.705
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2016;18.618
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2015;18.892
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2014;16.681
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2013;21.734
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2012;25.415
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2011;31.605
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Aragón;2010;39.326
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2023;2.230
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2022;2.305
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2021;1.487
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2020;1.287
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2019;1.692
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2018;1.895
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2017;1.551
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2016;1.525
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2015;1.761
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2014;1.250
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2013;1.185
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2012;2.102
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2011;3.058
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Asturias, Principado de;2010;4.883
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2023;2.930
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2022;4.657
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2021;3.674
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2020;1.765
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2019;4.319
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2018;5.286
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2017;4.437
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2016;1.837
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2015;2.288
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2014;2.527
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2013;2.079
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2012;2.254
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2011;4.325
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Balears, Illes;2010;3.508
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2023;8.003
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2022;6.756
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2021;5.999
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2020;5.068
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2019;5.052
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2018;6.029
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2017;4.185
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2016;3.799
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2015;3.706
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2014;3.018
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2013;2.003
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2012;1.815
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2011;1.682
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Canarias;2010;2.468
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2023;9.208
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2022;7.184
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2021;5.717
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2020;4.611
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2019;7.101
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2018;5.261
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2017;4.643
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2016;4.618
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2015;5.039
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2014;6.144
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2013;4.895
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2012;4.766
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2011;5.638
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cantabria;2010;6.610
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2023;51.356
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2022;47.954
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2021;41.392
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2020;26.377
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2019;32.239
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2018;29.311
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2017;25.572
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2016;24.210
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2015;24.144
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2014;16.264
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2013;15.035
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2012;16.626
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2011;26.906
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla y León;2010;40.281
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2023;46.939
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2022;44.474
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2021;34.594
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2020;21.757
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2019;31.964
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2018;27.195
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2017;24.029
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2016;23.621
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2015;22.629
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2014;20.883
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2013;28.140
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2012;32.330
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2011;39.410
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Castilla-La Mancha;2010;45.993
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2023;69.811
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2022;65.310
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2021;50.565
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2020;44.761
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2019;51.851
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2018;52.778
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2017;45.535
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2016;36.867
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2015;39.380
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2014;35.189
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2013;31.234
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2012;32.656
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2011;45.227
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Cataluña;2010;70.431
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2023;46.853
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2022;36.414
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2021;28.731
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2020;28.552
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2019;32.895
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2018;26.067
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2017;22.183
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2016;18.953
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2015;20.889
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2014;15.121
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2013;12.503
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2012;17.512
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2011;22.825
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Comunitat Valenciana;2010;42.112
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2023;25.267
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2022;20.417
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2021;18.244
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2020;13.917
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2019;19.388
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2018;16.917
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2017;13.156
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2016;10.786
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2015;11.970
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2014;9.795
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2013;6.089
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2012;13.476
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2011;9.944
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Extremadura;2010;17.698
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Galicia;2023;23.819
Ayuntamientos de 5.000 o menos habitantes;Valores absolutos (Miles de euros);Galicia;2022;16.554
