Federación;Deportistas;Sexo;periodo;Total
Halterofilia;Porcentaje;Hombres;2012;58,7
Halterofilia;Porcentaje;Hombres;2011;61,4
Halterofilia;Porcentaje;Hombres;2010;57,5
Halterofilia;Porcentaje;Hombres;2009;60,5
Halterofilia;Porcentaje;Hombres;2008;60,0
Halterofilia;Porcentaje;Hombres;2007;51,9
Halterofilia;Porcentaje;Hombres;2006;50,0
Halterofilia;Porcentaje;Hombres;2005;60,0
Halterofilia;Porcentaje;Mujeres;2024;63,8
Halterofilia;Porcentaje;Mujeres;2023;61,0
Halterofilia;Porcentaje;Mujeres;2022;62,8
Halterofilia;Porcentaje;Mujeres;2021;60,5
Halterofilia;Porcentaje;Mujeres;2020;52,6
Halterofilia;Porcentaje;Mujeres;2019;52,9
Halterofilia;Porcentaje;Mujeres;2018;52,9
Halterofilia;Porcentaje;Mujeres;2017;56,7
Halterofilia;Porcentaje;Mujeres;2016;42,4
Halterofilia;Porcentaje;Mujeres;2015;40,6
Halterofilia;Porcentaje;Mujeres;2014;40,0
Halterofilia;Porcentaje;Mujeres;2013;41,7
Halterofilia;Porcentaje;Mujeres;2012;41,3
Halterofilia;Porcentaje;Mujeres;2011;38,6
Halterofilia;Porcentaje;Mujeres;2010;42,5
Halterofilia;Porcentaje;Mujeres;2009;39,5
Halterofilia;Porcentaje;Mujeres;2008;40,0
Halterofilia;Porcentaje;Mujeres;2007;48,1
Halterofilia;Porcentaje;Mujeres;2006;50,0
Halterofilia;Porcentaje;Mujeres;2005;40,0
Hípica;Valores absolutos;TOTAL;2024;111
Hípica;Valores absolutos;TOTAL;2023;86
Hípica;Valores absolutos;TOTAL;2022;108
Hípica;Valores absolutos;TOTAL;2021;103
Hípica;Valores absolutos;TOTAL;2020;109
Hípica;Valores absolutos;TOTAL;2019;107
Hípica;Valores absolutos;TOTAL;2018;89
Hípica;Valores absolutos;TOTAL;2017;92
Hípica;Valores absolutos;TOTAL;2016;85
Hípica;Valores absolutos;TOTAL;2015;67
Hípica;Valores absolutos;TOTAL;2014;53
Hípica;Valores absolutos;TOTAL;2013;87
Hípica;Valores absolutos;TOTAL;2012;78
Hípica;Valores absolutos;TOTAL;2011;68
Hípica;Valores absolutos;TOTAL;2010;57
Hípica;Valores absolutos;TOTAL;2009;70
Hípica;Valores absolutos;TOTAL;2008;60
Hípica;Valores absolutos;TOTAL;2007;20
Hípica;Valores absolutos;TOTAL;2006;0
Hípica;Valores absolutos;TOTAL;2005;6
Hípica;Valores absolutos;Hombres;2024;70
Hípica;Valores absolutos;Hombres;2023;52
Hípica;Valores absolutos;Hombres;2022;61
Hípica;Valores absolutos;Hombres;2021;58
Hípica;Valores absolutos;Hombres;2020;57
Hípica;Valores absolutos;Hombres;2019;56
Hípica;Valores absolutos;Hombres;2018;40
Hípica;Valores absolutos;Hombres;2017;43
Hípica;Valores absolutos;Hombres;2016;45
Hípica;Valores absolutos;Hombres;2015;38
Hípica;Valores absolutos;Hombres;2014;30
Hípica;Valores absolutos;Hombres;2013;52
Hípica;Valores absolutos;Hombres;2012;49
Hípica;Valores absolutos;Hombres;2011;44
Hípica;Valores absolutos;Hombres;2010;36
Hípica;Valores absolutos;Hombres;2009;44
Hípica;Valores absolutos;Hombres;2008;39
Hípica;Valores absolutos;Hombres;2007;14
Hípica;Valores absolutos;Hombres;2006;0
Hípica;Valores absolutos;Hombres;2005;3
Hípica;Valores absolutos;Mujeres;2024;41
Hípica;Valores absolutos;Mujeres;2023;34
Hípica;Valores absolutos;Mujeres;2022;47
Hípica;Valores absolutos;Mujeres;2021;45
Hípica;Valores absolutos;Mujeres;2020;52
Hípica;Valores absolutos;Mujeres;2019;51
Hípica;Valores absolutos;Mujeres;2018;49
Hípica;Valores absolutos;Mujeres;2017;49
Hípica;Valores absolutos;Mujeres;2016;40
Hípica;Valores absolutos;Mujeres;2015;29
Hípica;Valores absolutos;Mujeres;2014;23
Hípica;Valores absolutos;Mujeres;2013;35
Hípica;Valores absolutos;Mujeres;2012;29
Hípica;Valores absolutos;Mujeres;2011;24
Hípica;Valores absolutos;Mujeres;2010;21
Hípica;Valores absolutos;Mujeres;2009;26
Hípica;Valores absolutos;Mujeres;2008;21
Hípica;Valores absolutos;Mujeres;2007;6
Hípica;Valores absolutos;Mujeres;2006;0
Hípica;Valores absolutos;Mujeres;2005;3
Hípica;Porcentaje;TOTAL;2024;100,0
Hípica;Porcentaje;TOTAL;2023;100,0
Hípica;Porcentaje;TOTAL;2022;100,0
Hípica;Porcentaje;TOTAL;2021;100,0
Hípica;Porcentaje;TOTAL;2020;100,0
Hípica;Porcentaje;TOTAL;2019;100,0
Hípica;Porcentaje;TOTAL;2018;100,0
Hípica;Porcentaje;TOTAL;2017;100,0
Hípica;Porcentaje;TOTAL;2016;100,0
Hípica;Porcentaje;TOTAL;2015;100,0
Hípica;Porcentaje;TOTAL;2014;100,0
Hípica;Porcentaje;TOTAL;2013;100,0
Hípica;Porcentaje;TOTAL;2012;100,0
Hípica;Porcentaje;TOTAL;2011;100,0
Hípica;Porcentaje;TOTAL;2010;100,0
Hípica;Porcentaje;TOTAL;2009;100,0
Hípica;Porcentaje;TOTAL;2008;100,0
Hípica;Porcentaje;TOTAL;2007;100,0
Hípica;Porcentaje;TOTAL;2006;..
Hípica;Porcentaje;TOTAL;2005;100,0
Hípica;Porcentaje;Hombres;2024;63,1
Hípica;Porcentaje;Hombres;2023;60,5
Hípica;Porcentaje;Hombres;2022;56,5
Hípica;Porcentaje;Hombres;2021;56,3
Hípica;Porcentaje;Hombres;2020;52,3
Hípica;Porcentaje;Hombres;2019;52,3
Hípica;Porcentaje;Hombres;2018;44,9
Hípica;Porcentaje;Hombres;2017;46,7
Hípica;Porcentaje;Hombres;2016;52,9
Hípica;Porcentaje;Hombres;2015;56,7
Hípica;Porcentaje;Hombres;2014;56,6
Hípica;Porcentaje;Hombres;2013;59,8
Hípica;Porcentaje;Hombres;2012;62,8
Hípica;Porcentaje;Hombres;2011;64,7
Hípica;Porcentaje;Hombres;2010;63,2
Hípica;Porcentaje;Hombres;2009;62,9
Hípica;Porcentaje;Hombres;2008;65,0
Hípica;Porcentaje;Hombres;2007;70,0
Hípica;Porcentaje;Hombres;2006;..
Hípica;Porcentaje;Hombres;2005;50,0
Hípica;Porcentaje;Mujeres;2024;36,9
Hípica;Porcentaje;Mujeres;2023;39,5
Hípica;Porcentaje;Mujeres;2022;43,5
Hípica;Porcentaje;Mujeres;2021;43,7
Hípica;Porcentaje;Mujeres;2020;47,7
Hípica;Porcentaje;Mujeres;2019;47,7
Hípica;Porcentaje;Mujeres;2018;55,1
Hípica;Porcentaje;Mujeres;2017;53,3
Hípica;Porcentaje;Mujeres;2016;47,1
Hípica;Porcentaje;Mujeres;2015;43,3
Hípica;Porcentaje;Mujeres;2014;43,4
Hípica;Porcentaje;Mujeres;2013;40,2
Hípica;Porcentaje;Mujeres;2012;37,2
Hípica;Porcentaje;Mujeres;2011;35,3
Hípica;Porcentaje;Mujeres;2010;36,8
Hípica;Porcentaje;Mujeres;2009;37,1
Hípica;Porcentaje;Mujeres;2008;35,0
Hípica;Porcentaje;Mujeres;2007;30,0
Hípica;Porcentaje;Mujeres;2006;..
Hípica;Porcentaje;Mujeres;2005;50,0
Hockey;Valores absolutos;TOTAL;2024;171
Hockey;Valores absolutos;TOTAL;2023;145
Hockey;Valores absolutos;TOTAL;2022;170
Hockey;Valores absolutos;TOTAL;2021;172
Hockey;Valores absolutos;TOTAL;2020;156
Hockey;Valores absolutos;TOTAL;2019;156
Hockey;Valores absolutos;TOTAL;2018;146
Hockey;Valores absolutos;TOTAL;2017;154
Hockey;Valores absolutos;TOTAL;2016;160
Hockey;Valores absolutos;TOTAL;2015;159
Hockey;Valores absolutos;TOTAL;2014;193
Hockey;Valores absolutos;TOTAL;2013;233
Hockey;Valores absolutos;TOTAL;2012;230
Hockey;Valores absolutos;TOTAL;2011;190
Hockey;Valores absolutos;TOTAL;2010;176
Hockey;Valores absolutos;TOTAL;2009;176
Hockey;Valores absolutos;TOTAL;2008;200
Hockey;Valores absolutos;TOTAL;2007;191
Hockey;Valores absolutos;TOTAL;2006;90
Hockey;Valores absolutos;TOTAL;2005;75
Hockey;Valores absolutos;Hombres;2024;93
Hockey;Valores absolutos;Hombres;2023;84
Hockey;Valores absolutos;Hombres;2022;99
Hockey;Valores absolutos;Hombres;2021;99
Hockey;Valores absolutos;Hombres;2020;91
Hockey;Valores absolutos;Hombres;2019;91
Hockey;Valores absolutos;Hombres;2018;90
Hockey;Valores absolutos;Hombres;2017;82
Hockey;Valores absolutos;Hombres;2016;89
Hockey;Valores absolutos;Hombres;2015;88
Hockey;Valores absolutos;Hombres;2014;100
Hockey;Valores absolutos;Hombres;2013;126
Hockey;Valores absolutos;Hombres;2012;126
Hockey;Valores absolutos;Hombres;2011;107
Hockey;Valores absolutos;Hombres;2010;95
Hockey;Valores absolutos;Hombres;2009;93
Hockey;Valores absolutos;Hombres;2008;112
Hockey;Valores absolutos;Hombres;2007;97
Hockey;Valores absolutos;Hombres;2006;44
Hockey;Valores absolutos;Hombres;2005;33
Hockey;Valores absolutos;Mujeres;2024;78
Hockey;Valores absolutos;Mujeres;2023;61
Hockey;Valores absolutos;Mujeres;2022;71
Hockey;Valores absolutos;Mujeres;2021;73
Hockey;Valores absolutos;Mujeres;2020;65
Hockey;Valores absolutos;Mujeres;2019;65
Hockey;Valores absolutos;Mujeres;2018;56
Hockey;Valores absolutos;Mujeres;2017;72
Hockey;Valores absolutos;Mujeres;2016;71
Hockey;Valores absolutos;Mujeres;2015;71
Hockey;Valores absolutos;Mujeres;2014;93
Hockey;Valores absolutos;Mujeres;2013;107
Hockey;Valores absolutos;Mujeres;2012;104
Hockey;Valores absolutos;Mujeres;2011;83
Hockey;Valores absolutos;Mujeres;2010;81
Hockey;Valores absolutos;Mujeres;2009;83
Hockey;Valores absolutos;Mujeres;2008;88
Hockey;Valores absolutos;Mujeres;2007;94
Hockey;Valores absolutos;Mujeres;2006;46
Hockey;Valores absolutos;Mujeres;2005;42
Hockey;Porcentaje;TOTAL;2024;100,0
Hockey;Porcentaje;TOTAL;2023;100,0
Hockey;Porcentaje;TOTAL;2022;100,0
Hockey;Porcentaje;TOTAL;2021;100,0
Hockey;Porcentaje;TOTAL;2020;100,0
Hockey;Porcentaje;TOTAL;2019;100,0
Hockey;Porcentaje;TOTAL;2018;100,0
Hockey;Porcentaje;TOTAL;2017;100,0
Hockey;Porcentaje;TOTAL;2016;100,0
Hockey;Porcentaje;TOTAL;2015;100,0
Hockey;Porcentaje;TOTAL;2014;100,0
Hockey;Porcentaje;TOTAL;2013;100,0
Hockey;Porcentaje;TOTAL;2012;100,0
Hockey;Porcentaje;TOTAL;2011;100,0
Hockey;Porcentaje;TOTAL;2010;100,0
Hockey;Porcentaje;TOTAL;2009;100,0
Hockey;Porcentaje;TOTAL;2008;100,0
Hockey;Porcentaje;TOTAL;2007;100,0
Hockey;Porcentaje;TOTAL;2006;100,0
Hockey;Porcentaje;TOTAL;2005;100,0
Hockey;Porcentaje;Hombres;2024;54,4
Hockey;Porcentaje;Hombres;2023;57,9
Hockey;Porcentaje;Hombres;2022;58,2
Hockey;Porcentaje;Hombres;2021;57,6
Hockey;Porcentaje;Hombres;2020;58,3
Hockey;Porcentaje;Hombres;2019;58,3
Hockey;Porcentaje;Hombres;2018;61,6
Hockey;Porcentaje;Hombres;2017;53,2
Hockey;Porcentaje;Hombres;2016;55,6
Hockey;Porcentaje;Hombres;2015;55,3
Hockey;Porcentaje;Hombres;2014;51,8
Hockey;Porcentaje;Hombres;2013;54,1
Hockey;Porcentaje;Hombres;2012;54,8
Hockey;Porcentaje;Hombres;2011;56,3
Hockey;Porcentaje;Hombres;2010;54,0
Hockey;Porcentaje;Hombres;2009;52,8
Hockey;Porcentaje;Hombres;2008;56,0
Hockey;Porcentaje;Hombres;2007;50,8
Hockey;Porcentaje;Hombres;2006;48,9
Hockey;Porcentaje;Hombres;2005;44,0
Hockey;Porcentaje;Mujeres;2024;45,6
Hockey;Porcentaje;Mujeres;2023;42,1
Hockey;Porcentaje;Mujeres;2022;41,8
Hockey;Porcentaje;Mujeres;2021;42,4
Hockey;Porcentaje;Mujeres;2020;41,7
Hockey;Porcentaje;Mujeres;2019;41,7
Hockey;Porcentaje;Mujeres;2018;38,4
Hockey;Porcentaje;Mujeres;2017;46,8
Hockey;Porcentaje;Mujeres;2016;44,4
Hockey;Porcentaje;Mujeres;2015;44,7
Hockey;Porcentaje;Mujeres;2014;48,2
Hockey;Porcentaje;Mujeres;2013;45,9
Hockey;Porcentaje;Mujeres;2012;45,2
Hockey;Porcentaje;Mujeres;2011;43,7
Hockey;Porcentaje;Mujeres;2010;46,0
Hockey;Porcentaje;Mujeres;2009;47,2
Hockey;Porcentaje;Mujeres;2008;44,0
Hockey;Porcentaje;Mujeres;2007;49,2
Hockey;Porcentaje;Mujeres;2006;51,1
Hockey;Porcentaje;Mujeres;2005;56,0
Judo;Valores absolutos;TOTAL;2024;153
Judo;Valores absolutos;TOTAL;2023;120
Judo;Valores absolutos;TOTAL;2022;137
Judo;Valores absolutos;TOTAL;2021;139
Judo;Valores absolutos;TOTAL;2020;149
Judo;Valores absolutos;TOTAL;2019;153
Judo;Valores absolutos;TOTAL;2018;133
Judo;Valores absolutos;TOTAL;2017;114
Judo;Valores absolutos;TOTAL;2016;116
Judo;Valores absolutos;TOTAL;2015;93
Judo;Valores absolutos;TOTAL;2014;95
Judo;Valores absolutos;TOTAL;2013;101
Judo;Valores absolutos;TOTAL;2012;89
Judo;Valores absolutos;TOTAL;2011;91
Judo;Valores absolutos;TOTAL;2010;72
Judo;Valores absolutos;TOTAL;2009;87
Judo;Valores absolutos;TOTAL;2008;84
Judo;Valores absolutos;TOTAL;2007;75
Judo;Valores absolutos;TOTAL;2006;39
Judo;Valores absolutos;TOTAL;2005;25
Judo;Valores absolutos;Hombres;2024;93
Judo;Valores absolutos;Hombres;2023;71
Judo;Valores absolutos;Hombres;2022;83
Judo;Valores absolutos;Hombres;2021;90
Judo;Valores absolutos;Hombres;2020;96
Judo;Valores absolutos;Hombres;2019;101
Judo;Valores absolutos;Hombres;2018;89
Judo;Valores absolutos;Hombres;2017;79
Judo;Valores absolutos;Hombres;2016;82
Judo;Valores absolutos;Hombres;2015;64
Judo;Valores absolutos;Hombres;2014;64
Judo;Valores absolutos;Hombres;2013;65
Judo;Valores absolutos;Hombres;2012;57
Judo;Valores absolutos;Hombres;2011;57
Judo;Valores absolutos;Hombres;2010;42
Judo;Valores absolutos;Hombres;2009;57
Judo;Valores absolutos;Hombres;2008;57
Judo;Valores absolutos;Hombres;2007;51
Judo;Valores absolutos;Hombres;2006;22
Judo;Valores absolutos;Hombres;2005;16
Judo;Valores absolutos;Mujeres;2024;60
Judo;Valores absolutos;Mujeres;2023;49
Judo;Valores absolutos;Mujeres;2022;54
Judo;Valores absolutos;Mujeres;2021;49
Judo;Valores absolutos;Mujeres;2020;53
Judo;Valores absolutos;Mujeres;2019;52
Judo;Valores absolutos;Mujeres;2018;44
Judo;Valores absolutos;Mujeres;2017;35
Judo;Valores absolutos;Mujeres;2016;34
Judo;Valores absolutos;Mujeres;2015;29
Judo;Valores absolutos;Mujeres;2014;31
Judo;Valores absolutos;Mujeres;2013;36
Judo;Valores absolutos;Mujeres;2012;32
Judo;Valores absolutos;Mujeres;2011;34
Judo;Valores absolutos;Mujeres;2010;30
Judo;Valores absolutos;Mujeres;2009;30
Judo;Valores absolutos;Mujeres;2008;27
Judo;Valores absolutos;Mujeres;2007;24
Judo;Valores absolutos;Mujeres;2006;17
Judo;Valores absolutos;Mujeres;2005;9
Judo;Porcentaje;TOTAL;2024;100,0
Judo;Porcentaje;TOTAL;2023;100,0
Judo;Porcentaje;TOTAL;2022;100,0
Judo;Porcentaje;TOTAL;2021;100,0
Judo;Porcentaje;TOTAL;2020;100,0
Judo;Porcentaje;TOTAL;2019;100,0
Judo;Porcentaje;TOTAL;2018;100,0
Judo;Porcentaje;TOTAL;2017;100,0
Judo;Porcentaje;TOTAL;2016;100,0
Judo;Porcentaje;TOTAL;2015;100,0
Judo;Porcentaje;TOTAL;2014;100,0
Judo;Porcentaje;TOTAL;2013;100,0
Judo;Porcentaje;TOTAL;2012;100,0
Judo;Porcentaje;TOTAL;2011;100,0
Judo;Porcentaje;TOTAL;2010;100,0
Judo;Porcentaje;TOTAL;2009;100,0
Judo;Porcentaje;TOTAL;2008;100,0
Judo;Porcentaje;TOTAL;2007;100,0
Judo;Porcentaje;TOTAL;2006;100,0
Judo;Porcentaje;TOTAL;2005;100,0
Judo;Porcentaje;Hombres;2024;60,8
Judo;Porcentaje;Hombres;2023;59,2
Judo;Porcentaje;Hombres;2022;60,6
Judo;Porcentaje;Hombres;2021;64,7
Judo;Porcentaje;Hombres;2020;64,4
Judo;Porcentaje;Hombres;2019;66,0
Judo;Porcentaje;Hombres;2018;66,9
Judo;Porcentaje;Hombres;2017;69,3
Judo;Porcentaje;Hombres;2016;70,7
Judo;Porcentaje;Hombres;2015;68,8
Judo;Porcentaje;Hombres;2014;67,4
Judo;Porcentaje;Hombres;2013;64,4
Judo;Porcentaje;Hombres;2012;64,0
Judo;Porcentaje;Hombres;2011;62,6
Judo;Porcentaje;Hombres;2010;58,3
Judo;Porcentaje;Hombres;2009;65,5
Judo;Porcentaje;Hombres;2008;67,9
Judo;Porcentaje;Hombres;2007;68,0
Judo;Porcentaje;Hombres;2006;56,4
Judo;Porcentaje;Hombres;2005;64,0
Judo;Porcentaje;Mujeres;2024;39,2
Judo;Porcentaje;Mujeres;2023;40,8
Judo;Porcentaje;Mujeres;2022;39,4
Judo;Porcentaje;Mujeres;2021;35,3
Judo;Porcentaje;Mujeres;2020;35,6
Judo;Porcentaje;Mujeres;2019;34,0
Judo;Porcentaje;Mujeres;2018;33,1
Judo;Porcentaje;Mujeres;2017;30,7
Judo;Porcentaje;Mujeres;2016;29,3
Judo;Porcentaje;Mujeres;2015;31,2
Judo;Porcentaje;Mujeres;2014;32,6
Judo;Porcentaje;Mujeres;2013;35,6
Judo;Porcentaje;Mujeres;2012;36,0
Judo;Porcentaje;Mujeres;2011;37,4
Judo;Porcentaje;Mujeres;2010;41,7
Judo;Porcentaje;Mujeres;2009;34,5
Judo;Porcentaje;Mujeres;2008;32,1
Judo;Porcentaje;Mujeres;2007;32,0
Judo;Porcentaje;Mujeres;2006;43,6
Judo;Porcentaje;Mujeres;2005;36,0
Kárate;Valores absolutos;TOTAL;2024;104
Kárate;Valores absolutos;TOTAL;2023;107
Kárate;Valores absolutos;TOTAL;2022;113
Kárate;Valores absolutos;TOTAL;2021;100
Kárate;Valores absolutos;TOTAL;2020;100
Kárate;Valores absolutos;TOTAL;2019;98
Kárate;Valores absolutos;TOTAL;2018;81
Kárate;Valores absolutos;TOTAL;2017;76
Kárate;Valores absolutos;TOTAL;2016;66
Kárate;Valores absolutos;TOTAL;2015;54
Kárate;Valores absolutos;TOTAL;2014;62
Kárate;Valores absolutos;TOTAL;2013;78
Kárate;Valores absolutos;TOTAL;2012;85
Kárate;Valores absolutos;TOTAL;2011;76
Kárate;Valores absolutos;TOTAL;2010;71
Kárate;Valores absolutos;TOTAL;2009;80
Kárate;Valores absolutos;TOTAL;2008;79
Kárate;Valores absolutos;TOTAL;2007;79
Kárate;Valores absolutos;TOTAL;2006;36
Kárate;Valores absolutos;TOTAL;2005;38
Kárate;Valores absolutos;Hombres;2024;51
Kárate;Valores absolutos;Hombres;2023;53
Kárate;Valores absolutos;Hombres;2022;59
Kárate;Valores absolutos;Hombres;2021;56
Kárate;Valores absolutos;Hombres;2020;56
Kárate;Valores absolutos;Hombres;2019;56
Kárate;Valores absolutos;Hombres;2018;47
Kárate;Valores absolutos;Hombres;2017;45
Kárate;Valores absolutos;Hombres;2016;37
Kárate;Valores absolutos;Hombres;2015;27
Kárate;Valores absolutos;Hombres;2014;35
Kárate;Valores absolutos;Hombres;2013;45
Kárate;Valores absolutos;Hombres;2012;50
Kárate;Valores absolutos;Hombres;2011;45
Kárate;Valores absolutos;Hombres;2010;41
Kárate;Valores absolutos;Hombres;2009;42
Kárate;Valores absolutos;Hombres;2008;48
Kárate;Valores absolutos;Hombres;2007;52
Kárate;Valores absolutos;Hombres;2006;24
Kárate;Valores absolutos;Hombres;2005;17
Kárate;Valores absolutos;Mujeres;2024;53
Kárate;Valores absolutos;Mujeres;2023;54
Kárate;Valores absolutos;Mujeres;2022;54
Kárate;Valores absolutos;Mujeres;2021;44
Kárate;Valores absolutos;Mujeres;2020;44
Kárate;Valores absolutos;Mujeres;2019;42
Kárate;Valores absolutos;Mujeres;2018;34
Kárate;Valores absolutos;Mujeres;2017;31
Kárate;Valores absolutos;Mujeres;2016;29
Kárate;Valores absolutos;Mujeres;2015;27
Kárate;Valores absolutos;Mujeres;2014;27
Kárate;Valores absolutos;Mujeres;2013;33
Kárate;Valores absolutos;Mujeres;2012;35
Kárate;Valores absolutos;Mujeres;2011;31
Kárate;Valores absolutos;Mujeres;2010;30
Kárate;Valores absolutos;Mujeres;2009;38
Kárate;Valores absolutos;Mujeres;2008;31
Kárate;Valores absolutos;Mujeres;2007;27
Kárate;Valores absolutos;Mujeres;2006;12
Kárate;Valores absolutos;Mujeres;2005;21
Kárate;Porcentaje;TOTAL;2024;100,0
Kárate;Porcentaje;TOTAL;2023;100,0
Kárate;Porcentaje;TOTAL;2022;100,0
Kárate;Porcentaje;TOTAL;2021;100,0
Kárate;Porcentaje;TOTAL;2020;100,0
Kárate;Porcentaje;TOTAL;2019;100,0
Kárate;Porcentaje;TOTAL;2018;100,0
Kárate;Porcentaje;TOTAL;2017;100,0
Kárate;Porcentaje;TOTAL;2016;100,0
Kárate;Porcentaje;TOTAL;2015;100,0
Kárate;Porcentaje;TOTAL;2014;100,0
Kárate;Porcentaje;TOTAL;2013;100,0
Kárate;Porcentaje;TOTAL;2012;100,0
Kárate;Porcentaje;TOTAL;2011;100,0
Kárate;Porcentaje;TOTAL;2010;100,0
Kárate;Porcentaje;TOTAL;2009;100,0
Kárate;Porcentaje;TOTAL;2008;100,0
Kárate;Porcentaje;TOTAL;2007;100,0
Kárate;Porcentaje;TOTAL;2006;100,0
Kárate;Porcentaje;TOTAL;2005;100,0
Kárate;Porcentaje;Hombres;2024;49,0
Kárate;Porcentaje;Hombres;2023;49,5
Kárate;Porcentaje;Hombres;2022;52,2
Kárate;Porcentaje;Hombres;2021;56,0
Kárate;Porcentaje;Hombres;2020;56,0
Kárate;Porcentaje;Hombres;2019;57,1
Kárate;Porcentaje;Hombres;2018;58,0
Kárate;Porcentaje;Hombres;2017;59,2
Kárate;Porcentaje;Hombres;2016;56,1
Kárate;Porcentaje;Hombres;2015;50,0
Kárate;Porcentaje;Hombres;2014;56,5
Kárate;Porcentaje;Hombres;2013;57,7
Kárate;Porcentaje;Hombres;2012;58,8
Kárate;Porcentaje;Hombres;2011;59,2
Kárate;Porcentaje;Hombres;2010;57,7
Kárate;Porcentaje;Hombres;2009;52,5
Kárate;Porcentaje;Hombres;2008;60,8
Kárate;Porcentaje;Hombres;2007;65,8
Kárate;Porcentaje;Hombres;2006;66,7
Kárate;Porcentaje;Hombres;2005;44,7
Kárate;Porcentaje;Mujeres;2024;51,0
Kárate;Porcentaje;Mujeres;2023;50,5
Kárate;Porcentaje;Mujeres;2022;47,8
Kárate;Porcentaje;Mujeres;2021;44,0
Kárate;Porcentaje;Mujeres;2020;44,0
Kárate;Porcentaje;Mujeres;2019;42,9
Kárate;Porcentaje;Mujeres;2018;42,0
Kárate;Porcentaje;Mujeres;2017;40,8
Kárate;Porcentaje;Mujeres;2016;43,9
Kárate;Porcentaje;Mujeres;2015;50,0
Kárate;Porcentaje;Mujeres;2014;43,5
Kárate;Porcentaje;Mujeres;2013;42,3
Kárate;Porcentaje;Mujeres;2012;41,2
Kárate;Porcentaje;Mujeres;2011;40,8
Kárate;Porcentaje;Mujeres;2010;42,3
Kárate;Porcentaje;Mujeres;2009;47,5
Kárate;Porcentaje;Mujeres;2008;39,2
Kárate;Porcentaje;Mujeres;2007;34,2
Kárate;Porcentaje;Mujeres;2006;33,3
Kárate;Porcentaje;Mujeres;2005;55,3
Kickboxing y Muaythai;Valores absolutos;TOTAL;2024;51
Kickboxing y Muaythai;Valores absolutos;TOTAL;2023;46
Kickboxing y Muaythai;Valores absolutos;TOTAL;2022;50
Kickboxing y Muaythai;Valores absolutos;TOTAL;2021;34
Kickboxing y Muaythai;Valores absolutos;TOTAL;2020;34
Kickboxing y Muaythai;Valores absolutos;TOTAL;2019;29
Kickboxing y Muaythai;Valores absolutos;TOTAL;2018;16
Kickboxing y Muaythai;Valores absolutos;TOTAL;2017;15
Kickboxing y Muaythai;Valores absolutos;TOTAL;2016;7
Kickboxing y Muaythai;Valores absolutos;TOTAL;2015;7
Kickboxing y Muaythai;Valores absolutos;TOTAL;2014;13
Kickboxing y Muaythai;Valores absolutos;TOTAL;2013;18
Kickboxing y Muaythai;Valores absolutos;TOTAL;2012;18
Kickboxing y Muaythai;Valores absolutos;TOTAL;2011;15
Kickboxing y Muaythai;Valores absolutos;TOTAL;2010;15
Kickboxing y Muaythai;Valores absolutos;TOTAL;2009;18
Kickboxing y Muaythai;Valores absolutos;TOTAL;2008;22
Kickboxing y Muaythai;Valores absolutos;TOTAL;2007;16
Kickboxing y Muaythai;Valores absolutos;TOTAL;2006;4
Kickboxing y Muaythai;Valores absolutos;TOTAL;2005;9
Kickboxing y Muaythai;Valores absolutos;Hombres;2024;31
Kickboxing y Muaythai;Valores absolutos;Hombres;2023;30
Kickboxing y Muaythai;Valores absolutos;Hombres;2022;33
Kickboxing y Muaythai;Valores absolutos;Hombres;2021;24
Kickboxing y Muaythai;Valores absolutos;Hombres;2020;24
Kickboxing y Muaythai;Valores absolutos;Hombres;2019;21
Kickboxing y Muaythai;Valores absolutos;Hombres;2018;12
Kickboxing y Muaythai;Valores absolutos;Hombres;2017;13
Kickboxing y Muaythai;Valores absolutos;Hombres;2016;7
Kickboxing y Muaythai;Valores absolutos;Hombres;2015;7
Kickboxing y Muaythai;Valores absolutos;Hombres;2014;12
Kickboxing y Muaythai;Valores absolutos;Hombres;2013;15
Kickboxing y Muaythai;Valores absolutos;Hombres;2012;15
Kickboxing y Muaythai;Valores absolutos;Hombres;2011;12
Kickboxing y Muaythai;Valores absolutos;Hombres;2010;12
Kickboxing y Muaythai;Valores absolutos;Hombres;2009;15
Kickboxing y Muaythai;Valores absolutos;Hombres;2008;19
Kickboxing y Muaythai;Valores absolutos;Hombres;2007;15
Kickboxing y Muaythai;Valores absolutos;Hombres;2006;3
Kickboxing y Muaythai;Valores absolutos;Hombres;2005;9
Kickboxing y Muaythai;Valores absolutos;Mujeres;2024;20
Kickboxing y Muaythai;Valores absolutos;Mujeres;2023;16
Kickboxing y Muaythai;Valores absolutos;Mujeres;2022;17
Kickboxing y Muaythai;Valores absolutos;Mujeres;2021;10
Kickboxing y Muaythai;Valores absolutos;Mujeres;2020;10
Kickboxing y Muaythai;Valores absolutos;Mujeres;2019;8
Kickboxing y Muaythai;Valores absolutos;Mujeres;2018;4
Kickboxing y Muaythai;Valores absolutos;Mujeres;2017;2
Kickboxing y Muaythai;Valores absolutos;Mujeres;2016;0
Kickboxing y Muaythai;Valores absolutos;Mujeres;2015;0
Kickboxing y Muaythai;Valores absolutos;Mujeres;2014;1
Kickboxing y Muaythai;Valores absolutos;Mujeres;2013;3
Kickboxing y Muaythai;Valores absolutos;Mujeres;2012;3
Kickboxing y Muaythai;Valores absolutos;Mujeres;2011;3
Kickboxing y Muaythai;Valores absolutos;Mujeres;2010;3
