Federación;Comunidad autónoma;periodo;Total
Tiro a Vuelo;Balears, Illes;2009;24
Tiro a Vuelo;Balears, Illes;2008;24
Tiro a Vuelo;Balears, Illes;2007;25
Tiro a Vuelo;Balears, Illes;2006;24
Tiro a Vuelo;Balears, Illes;2005;24
Tiro a Vuelo;Canarias;2024;206
Tiro a Vuelo;Canarias;2023;165
Tiro a Vuelo;Canarias;2022;134
Tiro a Vuelo;Canarias;2021;191
Tiro a Vuelo;Canarias;2020;200
Tiro a Vuelo;Canarias;2019;200
Tiro a Vuelo;Canarias;2018;194
Tiro a Vuelo;Canarias;2017;200
Tiro a Vuelo;Canarias;2016;185
Tiro a Vuelo;Canarias;2015;172
Tiro a Vuelo;Canarias;2014;109
Tiro a Vuelo;Canarias;2013;83
Tiro a Vuelo;Canarias;2012;103
Tiro a Vuelo;Canarias;2011;56
Tiro a Vuelo;Canarias;2010;59
Tiro a Vuelo;Canarias;2009;54
Tiro a Vuelo;Canarias;2008;54
Tiro a Vuelo;Canarias;2007;55
Tiro a Vuelo;Canarias;2006;54
Tiro a Vuelo;Canarias;2005;29
Tiro a Vuelo;Cantabria;2024;2
Tiro a Vuelo;Cantabria;2023;0
Tiro a Vuelo;Cantabria;2022;1
Tiro a Vuelo;Cantabria;2021;1
Tiro a Vuelo;Cantabria;2020;1
Tiro a Vuelo;Cantabria;2019;1
Tiro a Vuelo;Cantabria;2018;1
Tiro a Vuelo;Cantabria;2017;1
Tiro a Vuelo;Cantabria;2016;2
Tiro a Vuelo;Cantabria;2015;2
Tiro a Vuelo;Cantabria;2014;2
Tiro a Vuelo;Cantabria;2013;2
Tiro a Vuelo;Cantabria;2012;2
Tiro a Vuelo;Cantabria;2011;5
Tiro a Vuelo;Cantabria;2010;5
Tiro a Vuelo;Cantabria;2009;7
Tiro a Vuelo;Cantabria;2008;5
Tiro a Vuelo;Cantabria;2007;4
Tiro a Vuelo;Cantabria;2006;5
Tiro a Vuelo;Cantabria;2005;5
Tiro a Vuelo;Castilla y León;2024;30
Tiro a Vuelo;Castilla y León;2023;48
Tiro a Vuelo;Castilla y León;2022;60
Tiro a Vuelo;Castilla y León;2021;35
Tiro a Vuelo;Castilla y León;2020;33
Tiro a Vuelo;Castilla y León;2019;92
Tiro a Vuelo;Castilla y León;2018;87
Tiro a Vuelo;Castilla y León;2017;87
Tiro a Vuelo;Castilla y León;2016;87
Tiro a Vuelo;Castilla y León;2015;86
Tiro a Vuelo;Castilla y León;2014;77
Tiro a Vuelo;Castilla y León;2013;77
Tiro a Vuelo;Castilla y León;2012;77
Tiro a Vuelo;Castilla y León;2011;91
Tiro a Vuelo;Castilla y León;2010;84
Tiro a Vuelo;Castilla y León;2009;73
Tiro a Vuelo;Castilla y León;2008;77
Tiro a Vuelo;Castilla y León;2007;67
Tiro a Vuelo;Castilla y León;2006;67
Tiro a Vuelo;Castilla y León;2005;72
Tiro a Vuelo;Castilla-La Mancha;2024;61
Tiro a Vuelo;Castilla-La Mancha;2023;98
Tiro a Vuelo;Castilla-La Mancha;2022;112
Tiro a Vuelo;Castilla-La Mancha;2021;136
Tiro a Vuelo;Castilla-La Mancha;2020;131
Tiro a Vuelo;Castilla-La Mancha;2019;134
Tiro a Vuelo;Castilla-La Mancha;2018;127
Tiro a Vuelo;Castilla-La Mancha;2017;127
Tiro a Vuelo;Castilla-La Mancha;2016;127
Tiro a Vuelo;Castilla-La Mancha;2015;124
Tiro a Vuelo;Castilla-La Mancha;2014;146
Tiro a Vuelo;Castilla-La Mancha;2013;156
Tiro a Vuelo;Castilla-La Mancha;2012;176
Tiro a Vuelo;Castilla-La Mancha;2011;215
Tiro a Vuelo;Castilla-La Mancha;2010;204
Tiro a Vuelo;Castilla-La Mancha;2009;202
Tiro a Vuelo;Castilla-La Mancha;2008;204
Tiro a Vuelo;Castilla-La Mancha;2007;216
Tiro a Vuelo;Castilla-La Mancha;2006;216
Tiro a Vuelo;Castilla-La Mancha;2005;92
Tiro a Vuelo;Cataluña;2024;3
Tiro a Vuelo;Cataluña;2023;7
Tiro a Vuelo;Cataluña;2022;10
Tiro a Vuelo;Cataluña;2021;11
Tiro a Vuelo;Cataluña;2020;13
Tiro a Vuelo;Cataluña;2019;13
Tiro a Vuelo;Cataluña;2018;16
Tiro a Vuelo;Cataluña;2017;16
Tiro a Vuelo;Cataluña;2016;16
Tiro a Vuelo;Cataluña;2015;16
Tiro a Vuelo;Cataluña;2014;23
Tiro a Vuelo;Cataluña;2013;23
Tiro a Vuelo;Cataluña;2012;23
Tiro a Vuelo;Cataluña;2011;23
Tiro a Vuelo;Cataluña;2010;23
Tiro a Vuelo;Cataluña;2009;36
Tiro a Vuelo;Cataluña;2008;37
Tiro a Vuelo;Cataluña;2007;37
Tiro a Vuelo;Cataluña;2006;37
Tiro a Vuelo;Cataluña;2005;52
Tiro a Vuelo;Comunitat Valenciana;2024;339
Tiro a Vuelo;Comunitat Valenciana;2023;379
Tiro a Vuelo;Comunitat Valenciana;2022;402
Tiro a Vuelo;Comunitat Valenciana;2021;420
Tiro a Vuelo;Comunitat Valenciana;2020;405
Tiro a Vuelo;Comunitat Valenciana;2019;435
Tiro a Vuelo;Comunitat Valenciana;2018;433
Tiro a Vuelo;Comunitat Valenciana;2017;433
Tiro a Vuelo;Comunitat Valenciana;2016;433
Tiro a Vuelo;Comunitat Valenciana;2015;433
Tiro a Vuelo;Comunitat Valenciana;2014;420
Tiro a Vuelo;Comunitat Valenciana;2013;510
Tiro a Vuelo;Comunitat Valenciana;2012;590
Tiro a Vuelo;Comunitat Valenciana;2011;740
Tiro a Vuelo;Comunitat Valenciana;2010;745
Tiro a Vuelo;Comunitat Valenciana;2009;733
Tiro a Vuelo;Comunitat Valenciana;2008;741
Tiro a Vuelo;Comunitat Valenciana;2007;750
Tiro a Vuelo;Comunitat Valenciana;2006;750
Tiro a Vuelo;Comunitat Valenciana;2005;633
Tiro a Vuelo;Extremadura;2024;144
Tiro a Vuelo;Extremadura;2023;93
Tiro a Vuelo;Extremadura;2022;68
Tiro a Vuelo;Extremadura;2021;66
Tiro a Vuelo;Extremadura;2020;63
Tiro a Vuelo;Extremadura;2019;63
Tiro a Vuelo;Extremadura;2018;59
Tiro a Vuelo;Extremadura;2017;59
Tiro a Vuelo;Extremadura;2016;59
Tiro a Vuelo;Extremadura;2015;63
Tiro a Vuelo;Extremadura;2014;55
Tiro a Vuelo;Extremadura;2013;62
Tiro a Vuelo;Extremadura;2012;62
Tiro a Vuelo;Extremadura;2011;107
Tiro a Vuelo;Extremadura;2010;117
Tiro a Vuelo;Extremadura;2009;126
Tiro a Vuelo;Extremadura;2008;133
Tiro a Vuelo;Extremadura;2007;139
Tiro a Vuelo;Extremadura;2006;139
Tiro a Vuelo;Extremadura;2005;146
Tiro a Vuelo;Galicia;2024;19
Tiro a Vuelo;Galicia;2023;49
Tiro a Vuelo;Galicia;2022;45
Tiro a Vuelo;Galicia;2021;39
Tiro a Vuelo;Galicia;2020;40
Tiro a Vuelo;Galicia;2019;40
Tiro a Vuelo;Galicia;2018;36
Tiro a Vuelo;Galicia;2017;36
Tiro a Vuelo;Galicia;2016;36
Tiro a Vuelo;Galicia;2015;34
Tiro a Vuelo;Galicia;2014;23
Tiro a Vuelo;Galicia;2013;51
Tiro a Vuelo;Galicia;2012;51
Tiro a Vuelo;Galicia;2011;51
Tiro a Vuelo;Galicia;2010;51
Tiro a Vuelo;Galicia;2009;51
Tiro a Vuelo;Galicia;2008;63
Tiro a Vuelo;Galicia;2007;63
Tiro a Vuelo;Galicia;2006;63
Tiro a Vuelo;Galicia;2005;66
Tiro a Vuelo;Madrid, Comunidad de;2024;725
Tiro a Vuelo;Madrid, Comunidad de;2023;444
Tiro a Vuelo;Madrid, Comunidad de;2022;422
Tiro a Vuelo;Madrid, Comunidad de;2021;429
Tiro a Vuelo;Madrid, Comunidad de;2020;423
Tiro a Vuelo;Madrid, Comunidad de;2019;423
Tiro a Vuelo;Madrid, Comunidad de;2018;419
Tiro a Vuelo;Madrid, Comunidad de;2017;419
Tiro a Vuelo;Madrid, Comunidad de;2016;411
Tiro a Vuelo;Madrid, Comunidad de;2015;403
Tiro a Vuelo;Madrid, Comunidad de;2014;384
Tiro a Vuelo;Madrid, Comunidad de;2013;396
Tiro a Vuelo;Madrid, Comunidad de;2012;461
Tiro a Vuelo;Madrid, Comunidad de;2011;488
Tiro a Vuelo;Madrid, Comunidad de;2010;488
Tiro a Vuelo;Madrid, Comunidad de;2009;482
Tiro a Vuelo;Madrid, Comunidad de;2008;476
Tiro a Vuelo;Madrid, Comunidad de;2007;482
Tiro a Vuelo;Madrid, Comunidad de;2006;476
Tiro a Vuelo;Madrid, Comunidad de;2005;462
Tiro a Vuelo;Murcia, Región de;2024;0
Tiro a Vuelo;Murcia, Región de;2023;10
Tiro a Vuelo;Murcia, Región de;2022;12
Tiro a Vuelo;Murcia, Región de;2021;8
Tiro a Vuelo;Murcia, Región de;2020;8
Tiro a Vuelo;Murcia, Región de;2019;8
Tiro a Vuelo;Murcia, Región de;2018;8
Tiro a Vuelo;Murcia, Región de;2017;8
Tiro a Vuelo;Murcia, Región de;2016;8
Tiro a Vuelo;Murcia, Región de;2015;8
Tiro a Vuelo;Murcia, Región de;2014;8
Tiro a Vuelo;Murcia, Región de;2013;8
Tiro a Vuelo;Murcia, Región de;2012;8
Tiro a Vuelo;Murcia, Región de;2011;19
Tiro a Vuelo;Murcia, Región de;2010;18
Tiro a Vuelo;Murcia, Región de;2009;15
Tiro a Vuelo;Murcia, Región de;2008;17
Tiro a Vuelo;Murcia, Región de;2007;17
Tiro a Vuelo;Murcia, Región de;2006;17
Tiro a Vuelo;Murcia, Región de;2005;17
Tiro a Vuelo;Navarra, Comunidad Foral de;2024;0
Tiro a Vuelo;Navarra, Comunidad Foral de;2023;12
Tiro a Vuelo;Navarra, Comunidad Foral de;2022;12
Tiro a Vuelo;Navarra, Comunidad Foral de;2021;9
Tiro a Vuelo;Navarra, Comunidad Foral de;2020;9
Tiro a Vuelo;Navarra, Comunidad Foral de;2019;9
Tiro a Vuelo;Navarra, Comunidad Foral de;2018;11
Tiro a Vuelo;Navarra, Comunidad Foral de;2017;11
Tiro a Vuelo;Navarra, Comunidad Foral de;2016;11
Tiro a Vuelo;Navarra, Comunidad Foral de;2015;11
Tiro a Vuelo;Navarra, Comunidad Foral de;2014;11
Tiro a Vuelo;Navarra, Comunidad Foral de;2013;17
Tiro a Vuelo;Navarra, Comunidad Foral de;2012;17
Tiro a Vuelo;Navarra, Comunidad Foral de;2011;17
Tiro a Vuelo;Navarra, Comunidad Foral de;2010;17
Tiro a Vuelo;Navarra, Comunidad Foral de;2009;17
Tiro a Vuelo;Navarra, Comunidad Foral de;2008;22
Tiro a Vuelo;Navarra, Comunidad Foral de;2007;22
Tiro a Vuelo;Navarra, Comunidad Foral de;2006;22
Tiro a Vuelo;Navarra, Comunidad Foral de;2005;20
Tiro a Vuelo;País Vasco;2024;56
Tiro a Vuelo;País Vasco;2023;86
Tiro a Vuelo;País Vasco;2022;59
Tiro a Vuelo;País Vasco;2021;50
Tiro a Vuelo;País Vasco;2020;50
Tiro a Vuelo;País Vasco;2019;50
Tiro a Vuelo;País Vasco;2018;46
Tiro a Vuelo;País Vasco;2017;46
Tiro a Vuelo;País Vasco;2016;46
Tiro a Vuelo;País Vasco;2015;46
Tiro a Vuelo;País Vasco;2014;41
Tiro a Vuelo;País Vasco;2013;41
Tiro a Vuelo;País Vasco;2012;41
Tiro a Vuelo;País Vasco;2011;96
Tiro a Vuelo;País Vasco;2010;96
Tiro a Vuelo;País Vasco;2009;93
Tiro a Vuelo;País Vasco;2008;96
Tiro a Vuelo;País Vasco;2007;114
Tiro a Vuelo;País Vasco;2006;114
Tiro a Vuelo;País Vasco;2005;102
Tiro a Vuelo;Rioja, La;2024;0
Tiro a Vuelo;Rioja, La;2023;1
Tiro a Vuelo;Rioja, La;2022;1
Tiro a Vuelo;Rioja, La;2021;1
Tiro a Vuelo;Rioja, La;2020;1
Tiro a Vuelo;Rioja, La;2019;1
Tiro a Vuelo;Rioja, La;2018;1
Tiro a Vuelo;Rioja, La;2017;1
Tiro a Vuelo;Rioja, La;2016;2
Tiro a Vuelo;Rioja, La;2015;2
Tiro a Vuelo;Rioja, La;2014;2
Tiro a Vuelo;Rioja, La;2013;2
Tiro a Vuelo;Rioja, La;2012;2
Tiro a Vuelo;Rioja, La;2011;2
Tiro a Vuelo;Rioja, La;2010;2
Tiro a Vuelo;Rioja, La;2009;2
Tiro a Vuelo;Rioja, La;2008;1
Tiro a Vuelo;Rioja, La;2007;2
Tiro a Vuelo;Rioja, La;2006;1
Tiro a Vuelo;Rioja, La;2005;0
Tiro a Vuelo;Ceuta;2024;2
Tiro a Vuelo;Ceuta;2023;5
Tiro a Vuelo;Ceuta;2022;14
Tiro a Vuelo;Ceuta;2021;14
Tiro a Vuelo;Ceuta;2020;21
Tiro a Vuelo;Ceuta;2019;21
Tiro a Vuelo;Ceuta;2018;24
Tiro a Vuelo;Ceuta;2017;24
Tiro a Vuelo;Ceuta;2016;33
Tiro a Vuelo;Ceuta;2015;33
Tiro a Vuelo;Ceuta;2014;33
Tiro a Vuelo;Ceuta;2013;38
Tiro a Vuelo;Ceuta;2012;38
Tiro a Vuelo;Ceuta;2011;38
Tiro a Vuelo;Ceuta;2010;48
Tiro a Vuelo;Ceuta;2009;68
Tiro a Vuelo;Ceuta;2008;71
Tiro a Vuelo;Ceuta;2007;79
Tiro a Vuelo;Ceuta;2006;81
Tiro a Vuelo;Ceuta;2005;68
Tiro a Vuelo;Melilla;2024;0
Tiro a Vuelo;Melilla;2023;0
Tiro a Vuelo;Melilla;2022;0
Tiro a Vuelo;Melilla;2021;0
Tiro a Vuelo;Melilla;2020;0
Tiro a Vuelo;Melilla;2019;0
Tiro a Vuelo;Melilla;2018;0
Tiro a Vuelo;Melilla;2017;0
Tiro a Vuelo;Melilla;2016;0
Tiro a Vuelo;Melilla;2015;0
Tiro a Vuelo;Melilla;2014;0
Tiro a Vuelo;Melilla;2013;0
Tiro a Vuelo;Melilla;2012;0
Tiro a Vuelo;Melilla;2011;0
Tiro a Vuelo;Melilla;2010;0
Tiro a Vuelo;Melilla;2009;0
Tiro a Vuelo;Melilla;2008;0
Tiro a Vuelo;Melilla;2007;0
Tiro a Vuelo;Melilla;2006;0
Tiro a Vuelo;Melilla;2005;0
Tiro a Vuelo;Sin territorializar;2024;0
Tiro a Vuelo;Sin territorializar;2023;0
Tiro a Vuelo;Sin territorializar;2022;0
Tiro a Vuelo;Sin territorializar;2021;0
Tiro a Vuelo;Sin territorializar;2020;0
Tiro a Vuelo;Sin territorializar;2019;0
Tiro a Vuelo;Sin territorializar;2018;0
Tiro a Vuelo;Sin territorializar;2017;0
Tiro a Vuelo;Sin territorializar;2016;0
Tiro a Vuelo;Sin territorializar;2015;0
Tiro a Vuelo;Sin territorializar;2014;0
Tiro a Vuelo;Sin territorializar;2013;0
Tiro a Vuelo;Sin territorializar;2012;0
Tiro a Vuelo;Sin territorializar;2011;0
Tiro a Vuelo;Sin territorializar;2010;0
Tiro a Vuelo;Sin territorializar;2009;0
Tiro a Vuelo;Sin territorializar;2008;0
Tiro a Vuelo;Sin territorializar;2007;0
Tiro a Vuelo;Sin territorializar;2006;0
Tiro a Vuelo;Sin territorializar;2005;0
Tiro con Arco;TOTAL;2024;21.069
Tiro con Arco;TOTAL;2023;20.279
Tiro con Arco;TOTAL;2022;20.331
Tiro con Arco;TOTAL;2021;17.779
Tiro con Arco;TOTAL;2020;18.262
Tiro con Arco;TOTAL;2019;17.805
Tiro con Arco;TOTAL;2018;17.590
Tiro con Arco;TOTAL;2017;18.529
Tiro con Arco;TOTAL;2016;17.586
Tiro con Arco;TOTAL;2015;9.213
Tiro con Arco;TOTAL;2014;7.499
Tiro con Arco;TOTAL;2013;7.345
Tiro con Arco;TOTAL;2012;6.681
Tiro con Arco;TOTAL;2011;10.575
Tiro con Arco;TOTAL;2010;11.262
Tiro con Arco;TOTAL;2009;11.353
Tiro con Arco;TOTAL;2008;10.806
Tiro con Arco;TOTAL;2007;8.487
Tiro con Arco;TOTAL;2006;9.745
Tiro con Arco;TOTAL;2005;9.411
Tiro con Arco;Andalucía;2024;2.308
Tiro con Arco;Andalucía;2023;2.259
Tiro con Arco;Andalucía;2022;2.276
Tiro con Arco;Andalucía;2021;1.975
Tiro con Arco;Andalucía;2020;1.847
Tiro con Arco;Andalucía;2019;1.819
Tiro con Arco;Andalucía;2018;1.814
Tiro con Arco;Andalucía;2017;2.001
Tiro con Arco;Andalucía;2016;1.875
Tiro con Arco;Andalucía;2015;351
Tiro con Arco;Andalucía;2014;351
Tiro con Arco;Andalucía;2013;343
Tiro con Arco;Andalucía;2012;319
Tiro con Arco;Andalucía;2011;343
Tiro con Arco;Andalucía;2010;445
Tiro con Arco;Andalucía;2009;993
Tiro con Arco;Andalucía;2008;607
Tiro con Arco;Andalucía;2007;887
Tiro con Arco;Andalucía;2006;1.387
Tiro con Arco;Andalucía;2005;1.387
Tiro con Arco;Aragón;2024;769
Tiro con Arco;Aragón;2023;712
Tiro con Arco;Aragón;2022;689
Tiro con Arco;Aragón;2021;680
Tiro con Arco;Aragón;2020;642
Tiro con Arco;Aragón;2019;627
Tiro con Arco;Aragón;2018;639
Tiro con Arco;Aragón;2017;665
Tiro con Arco;Aragón;2016;518
Tiro con Arco;Aragón;2015;467
Tiro con Arco;Aragón;2014;453
Tiro con Arco;Aragón;2013;541
Tiro con Arco;Aragón;2012;454
Tiro con Arco;Aragón;2011;492
Tiro con Arco;Aragón;2010;577
Tiro con Arco;Aragón;2009;466
Tiro con Arco;Aragón;2008;468
Tiro con Arco;Aragón;2007;395
Tiro con Arco;Aragón;2006;383
Tiro con Arco;Aragón;2005;383
Tiro con Arco;Asturias, Principado de;2024;706
Tiro con Arco;Asturias, Principado de;2023;670
Tiro con Arco;Asturias, Principado de;2022;608
Tiro con Arco;Asturias, Principado de;2021;534
Tiro con Arco;Asturias, Principado de;2020;622
Tiro con Arco;Asturias, Principado de;2019;582
Tiro con Arco;Asturias, Principado de;2018;613
Tiro con Arco;Asturias, Principado de;2017;591
Tiro con Arco;Asturias, Principado de;2016;527
Tiro con Arco;Asturias, Principado de;2015;294
Tiro con Arco;Asturias, Principado de;2014;244
Tiro con Arco;Asturias, Principado de;2013;233
Tiro con Arco;Asturias, Principado de;2012;190
Tiro con Arco;Asturias, Principado de;2011;427
Tiro con Arco;Asturias, Principado de;2010;476
Tiro con Arco;Asturias, Principado de;2009;499
Tiro con Arco;Asturias, Principado de;2008;512
Tiro con Arco;Asturias, Principado de;2007;314
Tiro con Arco;Asturias, Principado de;2006;188
Tiro con Arco;Asturias, Principado de;2005;188
Tiro con Arco;Balears, Illes;2024;566
Tiro con Arco;Balears, Illes;2023;549
Tiro con Arco;Balears, Illes;2022;597
Tiro con Arco;Balears, Illes;2021;517
Tiro con Arco;Balears, Illes;2020;516
Tiro con Arco;Balears, Illes;2019;546
Tiro con Arco;Balears, Illes;2018;509
Tiro con Arco;Balears, Illes;2017;542
Tiro con Arco;Balears, Illes;2016;538
Tiro con Arco;Balears, Illes;2015;155
Tiro con Arco;Balears, Illes;2014;180
Tiro con Arco;Balears, Illes;2013;189
Tiro con Arco;Balears, Illes;2012;165
Tiro con Arco;Balears, Illes;2011;362
Tiro con Arco;Balears, Illes;2010;190
Tiro con Arco;Balears, Illes;2009;355
Tiro con Arco;Balears, Illes;2008;407
Tiro con Arco;Balears, Illes;2007;310
Tiro con Arco;Balears, Illes;2006;305
Tiro con Arco;Balears, Illes;2005;288
Tiro con Arco;Canarias;2024;481
Tiro con Arco;Canarias;2023;408
Tiro con Arco;Canarias;2022;375
Tiro con Arco;Canarias;2021;348
Tiro con Arco;Canarias;2020;421
Tiro con Arco;Canarias;2019;352
Tiro con Arco;Canarias;2018;390
Tiro con Arco;Canarias;2017;324
Tiro con Arco;Canarias;2016;441
Tiro con Arco;Canarias;2015;95
Tiro con Arco;Canarias;2014;106
Tiro con Arco;Canarias;2013;115
Tiro con Arco;Canarias;2012;99
Tiro con Arco;Canarias;2011;282
Tiro con Arco;Canarias;2010;418
Tiro con Arco;Canarias;2009;289
Tiro con Arco;Canarias;2008;301
Tiro con Arco;Canarias;2007;335
Tiro con Arco;Canarias;2006;153
Tiro con Arco;Canarias;2005;153
Tiro con Arco;Cantabria;2024;339
Tiro con Arco;Cantabria;2023;319
Tiro con Arco;Cantabria;2022;290
Tiro con Arco;Cantabria;2021;254
Tiro con Arco;Cantabria;2020;251
Tiro con Arco;Cantabria;2019;230
Tiro con Arco;Cantabria;2018;205
Tiro con Arco;Cantabria;2017;264
Tiro con Arco;Cantabria;2016;258
Tiro con Arco;Cantabria;2015;245
Tiro con Arco;Cantabria;2014;216
Tiro con Arco;Cantabria;2013;220
Tiro con Arco;Cantabria;2012;149
Tiro con Arco;Cantabria;2011;143
Tiro con Arco;Cantabria;2010;59
Tiro con Arco;Cantabria;2009;45
Tiro con Arco;Cantabria;2008;50
Tiro con Arco;Cantabria;2007;48
Tiro con Arco;Cantabria;2006;52
Tiro con Arco;Cantabria;2005;52
Tiro con Arco;Castilla y León;2024;1.705
Tiro con Arco;Castilla y León;2023;1.597
Tiro con Arco;Castilla y León;2022;1.573
Tiro con Arco;Castilla y León;2021;1.355
Tiro con Arco;Castilla y León;2020;1.468
Tiro con Arco;Castilla y León;2019;1.458
Tiro con Arco;Castilla y León;2018;1.466
Tiro con Arco;Castilla y León;2017;1.503
Tiro con Arco;Castilla y León;2016;1.344
Tiro con Arco;Castilla y León;2015;692
Tiro con Arco;Castilla y León;2014;709
Tiro con Arco;Castilla y León;2013;672
Tiro con Arco;Castilla y León;2012;536
Tiro con Arco;Castilla y León;2011;1.040
Tiro con Arco;Castilla y León;2010;989
Tiro con Arco;Castilla y León;2009;807
Tiro con Arco;Castilla y León;2008;878
Tiro con Arco;Castilla y León;2007;442
Tiro con Arco;Castilla y León;2006;804
Tiro con Arco;Castilla y León;2005;804
Tiro con Arco;Castilla-La Mancha;2024;1.085
Tiro con Arco;Castilla-La Mancha;2023;1.078
Tiro con Arco;Castilla-La Mancha;2022;1.080
Tiro con Arco;Castilla-La Mancha;2021;937
Tiro con Arco;Castilla-La Mancha;2020;1.011
Tiro con Arco;Castilla-La Mancha;2019;994
Tiro con Arco;Castilla-La Mancha;2018;982
Tiro con Arco;Castilla-La Mancha;2017;963
Tiro con Arco;Castilla-La Mancha;2016;963
Tiro con Arco;Castilla-La Mancha;2015;245
Tiro con Arco;Castilla-La Mancha;2014;252
Tiro con Arco;Castilla-La Mancha;2013;262
Tiro con Arco;Castilla-La Mancha;2012;296
Tiro con Arco;Castilla-La Mancha;2011;472
Tiro con Arco;Castilla-La Mancha;2010;609
Tiro con Arco;Castilla-La Mancha;2009;709
Tiro con Arco;Castilla-La Mancha;2008;674
Tiro con Arco;Castilla-La Mancha;2007;455
Tiro con Arco;Castilla-La Mancha;2006;381
Tiro con Arco;Castilla-La Mancha;2005;381
Tiro con Arco;Cataluña;2024;3.247
Tiro con Arco;Cataluña;2023;3.283
Tiro con Arco;Cataluña;2022;3.462
Tiro con Arco;Cataluña;2021;3.075
Tiro con Arco;Cataluña;2020;3.076
Tiro con Arco;Cataluña;2019;3.020
Tiro con Arco;Cataluña;2018;3.060
Tiro con Arco;Cataluña;2017;3.146
Tiro con Arco;Cataluña;2016;2.974
Tiro con Arco;Cataluña;2015;1.374
Tiro con Arco;Cataluña;2014;1.398
Tiro con Arco;Cataluña;2013;1.377
Tiro con Arco;Cataluña;2012;1.394
Tiro con Arco;Cataluña;2011;2.632
Tiro con Arco;Cataluña;2010;2.874
Tiro con Arco;Cataluña;2009;2.728
Tiro con Arco;Cataluña;2008;2.626
Tiro con Arco;Cataluña;2007;2.560
Tiro con Arco;Cataluña;2006;2.307
Tiro con Arco;Cataluña;2005;2.069
Tiro con Arco;Comunitat Valenciana;2024;1.721
Tiro con Arco;Comunitat Valenciana;2023;1.602
Tiro con Arco;Comunitat Valenciana;2022;1.572
Tiro con Arco;Comunitat Valenciana;2021;1.349
Tiro con Arco;Comunitat Valenciana;2020;1.339
Tiro con Arco;Comunitat Valenciana;2019;1.233
Tiro con Arco;Comunitat Valenciana;2018;1.250
Tiro con Arco;Comunitat Valenciana;2017;1.329
Tiro con Arco;Comunitat Valenciana;2016;1.201
Tiro con Arco;Comunitat Valenciana;2015;447
Tiro con Arco;Comunitat Valenciana;2014;473
Tiro con Arco;Comunitat Valenciana;2013;482
Tiro con Arco;Comunitat Valenciana;2012;477
Tiro con Arco;Comunitat Valenciana;2011;863
Tiro con Arco;Comunitat Valenciana;2010;944
Tiro con Arco;Comunitat Valenciana;2009;881
Tiro con Arco;Comunitat Valenciana;2008;807
Tiro con Arco;Comunitat Valenciana;2007;716
Tiro con Arco;Comunitat Valenciana;2006;652
Tiro con Arco;Comunitat Valenciana;2005;652
Tiro con Arco;Extremadura;2024;623
Tiro con Arco;Extremadura;2023;548
Tiro con Arco;Extremadura;2022;514
Tiro con Arco;Extremadura;2021;490
Tiro con Arco;Extremadura;2020;519
Tiro con Arco;Extremadura;2019;523
Tiro con Arco;Extremadura;2018;550
Tiro con Arco;Extremadura;2017;547
Tiro con Arco;Extremadura;2016;566
Tiro con Arco;Extremadura;2015;145
Tiro con Arco;Extremadura;2014;188
Tiro con Arco;Extremadura;2013;169
Tiro con Arco;Extremadura;2012;235
Tiro con Arco;Extremadura;2011;359
Tiro con Arco;Extremadura;2010;426
Tiro con Arco;Extremadura;2009;392
Tiro con Arco;Extremadura;2008;387
Tiro con Arco;Extremadura;2007;365
Tiro con Arco;Extremadura;2006;251
Tiro con Arco;Extremadura;2005;251
Tiro con Arco;Galicia;2024;959
Tiro con Arco;Galicia;2023;919
Tiro con Arco;Galicia;2022;914
Tiro con Arco;Galicia;2021;841
Tiro con Arco;Galicia;2020;999
Tiro con Arco;Galicia;2019;1.018
Tiro con Arco;Galicia;2018;788
Tiro con Arco;Galicia;2017;1.185
Tiro con Arco;Galicia;2016;1.126
Tiro con Arco;Galicia;2015;558
Tiro con Arco;Galicia;2014;538
Tiro con Arco;Galicia;2013;527
Tiro con Arco;Galicia;2012;449
Tiro con Arco;Galicia;2011;930
Tiro con Arco;Galicia;2010;1.062
Tiro con Arco;Galicia;2009;1.000
Tiro con Arco;Galicia;2008;901
Tiro con Arco;Galicia;2007;457
Tiro con Arco;Galicia;2006;379
Tiro con Arco;Galicia;2005;300
Tiro con Arco;Madrid, Comunidad de;2024;4.174
Tiro con Arco;Madrid, Comunidad de;2023;3.994
Tiro con Arco;Madrid, Comunidad de;2022;4.028
Tiro con Arco;Madrid, Comunidad de;2021;3.344
Tiro con Arco;Madrid, Comunidad de;2020;3.358
Tiro con Arco;Madrid, Comunidad de;2019;3.273
Tiro con Arco;Madrid, Comunidad de;2018;3.295
Tiro con Arco;Madrid, Comunidad de;2017;3.461
Tiro con Arco;Madrid, Comunidad de;2016;3.360
Tiro con Arco;Madrid, Comunidad de;2015;2.914
Tiro con Arco;Madrid, Comunidad de;2014;1.179
Tiro con Arco;Madrid, Comunidad de;2013;1.046
Tiro con Arco;Madrid, Comunidad de;2012;907
Tiro con Arco;Madrid, Comunidad de;2011;830
Tiro con Arco;Madrid, Comunidad de;2010;914
Tiro con Arco;Madrid, Comunidad de;2009;925
Tiro con Arco;Madrid, Comunidad de;2008;887
Tiro con Arco;Madrid, Comunidad de;2007;0
Tiro con Arco;Madrid, Comunidad de;2006;1.297
Tiro con Arco;Madrid, Comunidad de;2005;1.297
Tiro con Arco;Murcia, Región de;2024;551
Tiro con Arco;Murcia, Región de;2023;527
