Federación;Comunidad autónoma;periodo;Total
Tiro con Arco;Murcia, Región de;2022;464
Tiro con Arco;Murcia, Región de;2021;428
Tiro con Arco;Murcia, Región de;2020;488
Tiro con Arco;Murcia, Región de;2019;453
Tiro con Arco;Murcia, Región de;2018;375
Tiro con Arco;Murcia, Región de;2017;324
Tiro con Arco;Murcia, Región de;2016;282
Tiro con Arco;Murcia, Región de;2015;119
Tiro con Arco;Murcia, Región de;2014;119
Tiro con Arco;Murcia, Región de;2013;121
Tiro con Arco;Murcia, Región de;2012;128
Tiro con Arco;Murcia, Región de;2011;288
Tiro con Arco;Murcia, Región de;2010;307
Tiro con Arco;Murcia, Región de;2009;185
Tiro con Arco;Murcia, Región de;2008;274
Tiro con Arco;Murcia, Región de;2007;219
Tiro con Arco;Murcia, Región de;2006;227
Tiro con Arco;Murcia, Región de;2005;227
Tiro con Arco;Navarra, Comunidad Foral de;2024;576
Tiro con Arco;Navarra, Comunidad Foral de;2023;589
Tiro con Arco;Navarra, Comunidad Foral de;2022;635
Tiro con Arco;Navarra, Comunidad Foral de;2021;600
Tiro con Arco;Navarra, Comunidad Foral de;2020;588
Tiro con Arco;Navarra, Comunidad Foral de;2019;598
Tiro con Arco;Navarra, Comunidad Foral de;2018;580
Tiro con Arco;Navarra, Comunidad Foral de;2017;552
Tiro con Arco;Navarra, Comunidad Foral de;2016;536
Tiro con Arco;Navarra, Comunidad Foral de;2015;465
Tiro con Arco;Navarra, Comunidad Foral de;2014;443
Tiro con Arco;Navarra, Comunidad Foral de;2013;378
Tiro con Arco;Navarra, Comunidad Foral de;2012;320
Tiro con Arco;Navarra, Comunidad Foral de;2011;277
Tiro con Arco;Navarra, Comunidad Foral de;2010;269
Tiro con Arco;Navarra, Comunidad Foral de;2009;237
Tiro con Arco;Navarra, Comunidad Foral de;2008;241
Tiro con Arco;Navarra, Comunidad Foral de;2007;193
Tiro con Arco;Navarra, Comunidad Foral de;2006;174
Tiro con Arco;Navarra, Comunidad Foral de;2005;174
Tiro con Arco;País Vasco;2024;1.033
Tiro con Arco;País Vasco;2023;979
Tiro con Arco;País Vasco;2022;1.018
Tiro con Arco;País Vasco;2021;844
Tiro con Arco;País Vasco;2020;914
Tiro con Arco;País Vasco;2019;816
Tiro con Arco;País Vasco;2018;794
Tiro con Arco;País Vasco;2017;850
Tiro con Arco;País Vasco;2016;813
Tiro con Arco;País Vasco;2015;444
Tiro con Arco;País Vasco;2014;458
Tiro con Arco;País Vasco;2013;451
Tiro con Arco;País Vasco;2012;366
Tiro con Arco;País Vasco;2011;663
Tiro con Arco;País Vasco;2010;534
Tiro con Arco;País Vasco;2009;634
Tiro con Arco;País Vasco;2008;610
Tiro con Arco;País Vasco;2007;653
Tiro con Arco;País Vasco;2006;711
Tiro con Arco;País Vasco;2005;711
Tiro con Arco;Rioja, La;2024;145
Tiro con Arco;Rioja, La;2023;146
Tiro con Arco;Rioja, La;2022;161
Tiro con Arco;Rioja, La;2021;140
Tiro con Arco;Rioja, La;2020;137
Tiro con Arco;Rioja, La;2019;166
Tiro con Arco;Rioja, La;2018;195
Tiro con Arco;Rioja, La;2017;193
Tiro con Arco;Rioja, La;2016;180
Tiro con Arco;Rioja, La;2015;136
Tiro con Arco;Rioja, La;2014;134
Tiro con Arco;Rioja, La;2013;150
Tiro con Arco;Rioja, La;2012;133
Tiro con Arco;Rioja, La;2011;118
Tiro con Arco;Rioja, La;2010;127
Tiro con Arco;Rioja, La;2009;158
Tiro con Arco;Rioja, La;2008;127
Tiro con Arco;Rioja, La;2007;126
Tiro con Arco;Rioja, La;2006;94
Tiro con Arco;Rioja, La;2005;94
Tiro con Arco;Ceuta;2024;36
Tiro con Arco;Ceuta;2023;28
Tiro con Arco;Ceuta;2022;0
Tiro con Arco;Ceuta;2021;0
Tiro con Arco;Ceuta;2020;0
Tiro con Arco;Ceuta;2019;19
Tiro con Arco;Ceuta;2018;10
Tiro con Arco;Ceuta;2017;16
Tiro con Arco;Ceuta;2016;12
Tiro con Arco;Ceuta;2015;11
Tiro con Arco;Ceuta;2014;8
Tiro con Arco;Ceuta;2013;15
Tiro con Arco;Ceuta;2012;6
Tiro con Arco;Ceuta;2011;6
Tiro con Arco;Ceuta;2010;3
Tiro con Arco;Ceuta;2009;4
Tiro con Arco;Ceuta;2008;5
Tiro con Arco;Ceuta;2007;0
Tiro con Arco;Ceuta;2006;0
Tiro con Arco;Ceuta;2005;0
Tiro con Arco;Melilla;2024;45
Tiro con Arco;Melilla;2023;72
Tiro con Arco;Melilla;2022;75
Tiro con Arco;Melilla;2021;68
Tiro con Arco;Melilla;2020;66
Tiro con Arco;Melilla;2019;78
Tiro con Arco;Melilla;2018;75
Tiro con Arco;Melilla;2017;73
Tiro con Arco;Melilla;2016;72
Tiro con Arco;Melilla;2015;56
Tiro con Arco;Melilla;2014;50
Tiro con Arco;Melilla;2013;54
Tiro con Arco;Melilla;2012;58
Tiro con Arco;Melilla;2011;48
Tiro con Arco;Melilla;2010;39
Tiro con Arco;Melilla;2009;46
Tiro con Arco;Melilla;2008;44
Tiro con Arco;Melilla;2007;12
Tiro con Arco;Melilla;2006;0
Tiro con Arco;Melilla;2005;0
Tiro con Arco;Sin territorializar;2024;0
Tiro con Arco;Sin territorializar;2023;0
Tiro con Arco;Sin territorializar;2022;0
Tiro con Arco;Sin territorializar;2021;0
Tiro con Arco;Sin territorializar;2020;0
Tiro con Arco;Sin territorializar;2019;0
Tiro con Arco;Sin territorializar;2018;0
Tiro con Arco;Sin territorializar;2017;0
Tiro con Arco;Sin territorializar;2016;0
Tiro con Arco;Sin territorializar;2015;0
Tiro con Arco;Sin territorializar;2014;0
Tiro con Arco;Sin territorializar;2013;0
Tiro con Arco;Sin territorializar;2012;0
Tiro con Arco;Sin territorializar;2011;0
Tiro con Arco;Sin territorializar;2010;0
Tiro con Arco;Sin territorializar;2009;0
Tiro con Arco;Sin territorializar;2008;0
Tiro con Arco;Sin territorializar;2007;0
Tiro con Arco;Sin territorializar;2006;0
Tiro con Arco;Sin territorializar;2005;0
Tiro Olímpico;TOTAL;2024;55.050
Tiro Olímpico;TOTAL;2023;50.639
Tiro Olímpico;TOTAL;2022;49.442
Tiro Olímpico;TOTAL;2021;44.777
Tiro Olímpico;TOTAL;2020;43.430
Tiro Olímpico;TOTAL;2019;44.740
Tiro Olímpico;TOTAL;2018;48.919
Tiro Olímpico;TOTAL;2017;49.722
Tiro Olímpico;TOTAL;2016;50.739
Tiro Olímpico;TOTAL;2015;52.517
Tiro Olímpico;TOTAL;2014;54.261
Tiro Olímpico;TOTAL;2013;55.583
Tiro Olímpico;TOTAL;2012;59.083
Tiro Olímpico;TOTAL;2011;60.807
Tiro Olímpico;TOTAL;2010;63.760
Tiro Olímpico;TOTAL;2009;66.470
Tiro Olímpico;TOTAL;2008;65.972
Tiro Olímpico;TOTAL;2007;66.065
Tiro Olímpico;TOTAL;2006;61.739
Tiro Olímpico;TOTAL;2005;57.969
Tiro Olímpico;Andalucía;2024;7.520
Tiro Olímpico;Andalucía;2023;7.046
Tiro Olímpico;Andalucía;2022;6.851
Tiro Olímpico;Andalucía;2021;6.406
Tiro Olímpico;Andalucía;2020;5.795
Tiro Olímpico;Andalucía;2019;5.910
Tiro Olímpico;Andalucía;2018;5.811
Tiro Olímpico;Andalucía;2017;5.571
Tiro Olímpico;Andalucía;2016;5.901
Tiro Olímpico;Andalucía;2015;7.089
Tiro Olímpico;Andalucía;2014;7.009
Tiro Olímpico;Andalucía;2013;8.029
Tiro Olímpico;Andalucía;2012;8.440
Tiro Olímpico;Andalucía;2011;8.530
Tiro Olímpico;Andalucía;2010;9.062
Tiro Olímpico;Andalucía;2009;9.735
Tiro Olímpico;Andalucía;2008;9.750
Tiro Olímpico;Andalucía;2007;9.787
Tiro Olímpico;Andalucía;2006;9.434
Tiro Olímpico;Andalucía;2005;8.169
Tiro Olímpico;Aragón;2024;2.855
Tiro Olímpico;Aragón;2023;2.468
Tiro Olímpico;Aragón;2022;2.268
Tiro Olímpico;Aragón;2021;2.229
Tiro Olímpico;Aragón;2020;1.850
Tiro Olímpico;Aragón;2019;1.998
Tiro Olímpico;Aragón;2018;1.803
Tiro Olímpico;Aragón;2017;1.794
Tiro Olímpico;Aragón;2016;1.794
Tiro Olímpico;Aragón;2015;1.794
Tiro Olímpico;Aragón;2014;1.856
Tiro Olímpico;Aragón;2013;1.819
Tiro Olímpico;Aragón;2012;1.948
Tiro Olímpico;Aragón;2011;1.998
Tiro Olímpico;Aragón;2010;2.112
Tiro Olímpico;Aragón;2009;2.006
Tiro Olímpico;Aragón;2008;1.731
Tiro Olímpico;Aragón;2007;2.061
Tiro Olímpico;Aragón;2006;1.632
Tiro Olímpico;Aragón;2005;1.648
Tiro Olímpico;Asturias, Principado de;2024;3.897
Tiro Olímpico;Asturias, Principado de;2023;3.334
Tiro Olímpico;Asturias, Principado de;2022;3.530
Tiro Olímpico;Asturias, Principado de;2021;2.950
Tiro Olímpico;Asturias, Principado de;2020;3.236
Tiro Olímpico;Asturias, Principado de;2019;2.909
Tiro Olímpico;Asturias, Principado de;2018;3.191
Tiro Olímpico;Asturias, Principado de;2017;2.500
Tiro Olímpico;Asturias, Principado de;2016;2.500
Tiro Olímpico;Asturias, Principado de;2015;3.014
Tiro Olímpico;Asturias, Principado de;2014;2.825
Tiro Olímpico;Asturias, Principado de;2013;2.866
Tiro Olímpico;Asturias, Principado de;2012;2.833
Tiro Olímpico;Asturias, Principado de;2011;2.444
Tiro Olímpico;Asturias, Principado de;2010;2.797
Tiro Olímpico;Asturias, Principado de;2009;2.577
Tiro Olímpico;Asturias, Principado de;2008;2.423
Tiro Olímpico;Asturias, Principado de;2007;2.691
Tiro Olímpico;Asturias, Principado de;2006;2.157
Tiro Olímpico;Asturias, Principado de;2005;2.424
Tiro Olímpico;Balears, Illes;2024;1.288
Tiro Olímpico;Balears, Illes;2023;1.087
Tiro Olímpico;Balears, Illes;2022;962
Tiro Olímpico;Balears, Illes;2021;944
Tiro Olímpico;Balears, Illes;2020;965
Tiro Olímpico;Balears, Illes;2019;1.044
Tiro Olímpico;Balears, Illes;2018;1.044
Tiro Olímpico;Balears, Illes;2017;989
Tiro Olímpico;Balears, Illes;2016;989
Tiro Olímpico;Balears, Illes;2015;869
Tiro Olímpico;Balears, Illes;2014;1.096
Tiro Olímpico;Balears, Illes;2013;1.168
Tiro Olímpico;Balears, Illes;2012;1.230
Tiro Olímpico;Balears, Illes;2011;1.155
Tiro Olímpico;Balears, Illes;2010;1.161
Tiro Olímpico;Balears, Illes;2009;954
Tiro Olímpico;Balears, Illes;2008;1.205
Tiro Olímpico;Balears, Illes;2007;1.200
Tiro Olímpico;Balears, Illes;2006;924
Tiro Olímpico;Balears, Illes;2005;924
Tiro Olímpico;Canarias;2024;1.675
Tiro Olímpico;Canarias;2023;1.699
Tiro Olímpico;Canarias;2022;1.621
Tiro Olímpico;Canarias;2021;1.552
Tiro Olímpico;Canarias;2020;1.536
Tiro Olímpico;Canarias;2019;1.599
Tiro Olímpico;Canarias;2018;1.070
Tiro Olímpico;Canarias;2017;1.944
Tiro Olímpico;Canarias;2016;1.944
Tiro Olímpico;Canarias;2015;1.864
Tiro Olímpico;Canarias;2014;1.896
Tiro Olímpico;Canarias;2013;1.974
Tiro Olímpico;Canarias;2012;1.845
Tiro Olímpico;Canarias;2011;1.890
Tiro Olímpico;Canarias;2010;1.943
Tiro Olímpico;Canarias;2009;2.324
Tiro Olímpico;Canarias;2008;2.115
Tiro Olímpico;Canarias;2007;2.411
Tiro Olímpico;Canarias;2006;2.618
Tiro Olímpico;Canarias;2005;1.810
Tiro Olímpico;Cantabria;2024;789
Tiro Olímpico;Cantabria;2023;679
Tiro Olímpico;Cantabria;2022;612
Tiro Olímpico;Cantabria;2021;568
Tiro Olímpico;Cantabria;2020;512
Tiro Olímpico;Cantabria;2019;497
Tiro Olímpico;Cantabria;2018;501
Tiro Olímpico;Cantabria;2017;543
Tiro Olímpico;Cantabria;2016;543
Tiro Olímpico;Cantabria;2015;589
Tiro Olímpico;Cantabria;2014;568
Tiro Olímpico;Cantabria;2013;607
Tiro Olímpico;Cantabria;2012;622
Tiro Olímpico;Cantabria;2011;916
Tiro Olímpico;Cantabria;2010;918
Tiro Olímpico;Cantabria;2009;874
Tiro Olímpico;Cantabria;2008;817
Tiro Olímpico;Cantabria;2007;1.072
Tiro Olímpico;Cantabria;2006;969
Tiro Olímpico;Cantabria;2005;965
Tiro Olímpico;Castilla y León;2024;1.750
Tiro Olímpico;Castilla y León;2023;1.650
Tiro Olímpico;Castilla y León;2022;1.550
Tiro Olímpico;Castilla y León;2021;1.532
Tiro Olímpico;Castilla y León;2020;1.528
Tiro Olímpico;Castilla y León;2019;1.430
Tiro Olímpico;Castilla y León;2018;1.682
Tiro Olímpico;Castilla y León;2017;2.394
Tiro Olímpico;Castilla y León;2016;2.394
Tiro Olímpico;Castilla y León;2015;2.519
Tiro Olímpico;Castilla y León;2014;2.451
Tiro Olímpico;Castilla y León;2013;3.140
Tiro Olímpico;Castilla y León;2012;3.178
Tiro Olímpico;Castilla y León;2011;3.379
Tiro Olímpico;Castilla y León;2010;3.331
Tiro Olímpico;Castilla y León;2009;4.267
Tiro Olímpico;Castilla y León;2008;4.935
Tiro Olímpico;Castilla y León;2007;3.683
Tiro Olímpico;Castilla y León;2006;3.482
Tiro Olímpico;Castilla y León;2005;3.356
Tiro Olímpico;Castilla-La Mancha;2024;2.086
Tiro Olímpico;Castilla-La Mancha;2023;1.985
Tiro Olímpico;Castilla-La Mancha;2022;2.173
Tiro Olímpico;Castilla-La Mancha;2021;719
Tiro Olímpico;Castilla-La Mancha;2020;1.307
Tiro Olímpico;Castilla-La Mancha;2019;1.792
Tiro Olímpico;Castilla-La Mancha;2018;1.792
Tiro Olímpico;Castilla-La Mancha;2017;2.653
Tiro Olímpico;Castilla-La Mancha;2016;2.653
Tiro Olímpico;Castilla-La Mancha;2015;2.659
Tiro Olímpico;Castilla-La Mancha;2014;2.724
Tiro Olímpico;Castilla-La Mancha;2013;2.793
Tiro Olímpico;Castilla-La Mancha;2012;2.997
Tiro Olímpico;Castilla-La Mancha;2011;3.302
Tiro Olímpico;Castilla-La Mancha;2010;3.457
Tiro Olímpico;Castilla-La Mancha;2009;3.490
Tiro Olímpico;Castilla-La Mancha;2008;3.355
Tiro Olímpico;Castilla-La Mancha;2007;3.392
Tiro Olímpico;Castilla-La Mancha;2006;3.138
Tiro Olímpico;Castilla-La Mancha;2005;2.890
Tiro Olímpico;Cataluña;2024;12.963
Tiro Olímpico;Cataluña;2023;11.290
Tiro Olímpico;Cataluña;2022;11.290
Tiro Olímpico;Cataluña;2021;11.274
Tiro Olímpico;Cataluña;2020;10.594
Tiro Olímpico;Cataluña;2019;11.381
Tiro Olímpico;Cataluña;2018;11.381
Tiro Olímpico;Cataluña;2017;11.109
Tiro Olímpico;Cataluña;2016;11.109
Tiro Olímpico;Cataluña;2015;10.877
Tiro Olímpico;Cataluña;2014;11.060
Tiro Olímpico;Cataluña;2013;11.169
Tiro Olímpico;Cataluña;2012;12.410
Tiro Olímpico;Cataluña;2011;12.773
Tiro Olímpico;Cataluña;2010;13.084
Tiro Olímpico;Cataluña;2009;13.217
Tiro Olímpico;Cataluña;2008;12.779
Tiro Olímpico;Cataluña;2007;13.681
Tiro Olímpico;Cataluña;2006;13.098
Tiro Olímpico;Cataluña;2005;13.702
Tiro Olímpico;Comunitat Valenciana;2024;6.216
Tiro Olímpico;Comunitat Valenciana;2023;5.624
Tiro Olímpico;Comunitat Valenciana;2022;5.320
Tiro Olímpico;Comunitat Valenciana;2021;4.751
Tiro Olímpico;Comunitat Valenciana;2020;4.719
Tiro Olímpico;Comunitat Valenciana;2019;4.480
Tiro Olímpico;Comunitat Valenciana;2018;4.480
Tiro Olímpico;Comunitat Valenciana;2017;4.989
Tiro Olímpico;Comunitat Valenciana;2016;4.629
Tiro Olímpico;Comunitat Valenciana;2015;4.629
Tiro Olímpico;Comunitat Valenciana;2014;5.323
Tiro Olímpico;Comunitat Valenciana;2013;5.831
Tiro Olímpico;Comunitat Valenciana;2012;5.746
Tiro Olímpico;Comunitat Valenciana;2011;6.257
Tiro Olímpico;Comunitat Valenciana;2010;6.510
Tiro Olímpico;Comunitat Valenciana;2009;6.831
Tiro Olímpico;Comunitat Valenciana;2008;6.894
Tiro Olímpico;Comunitat Valenciana;2007;7.425
Tiro Olímpico;Comunitat Valenciana;2006;7.187
Tiro Olímpico;Comunitat Valenciana;2005;5.631
Tiro Olímpico;Extremadura;2024;1.003
Tiro Olímpico;Extremadura;2023;1.265
Tiro Olímpico;Extremadura;2022;1.370
Tiro Olímpico;Extremadura;2021;1.368
Tiro Olímpico;Extremadura;2020;1.194
Tiro Olímpico;Extremadura;2019;958
Tiro Olímpico;Extremadura;2018;958
Tiro Olímpico;Extremadura;2017;448
Tiro Olímpico;Extremadura;2016;448
Tiro Olímpico;Extremadura;2015;932
Tiro Olímpico;Extremadura;2014;849
Tiro Olímpico;Extremadura;2013;839
Tiro Olímpico;Extremadura;2012;783
Tiro Olímpico;Extremadura;2011;791
Tiro Olímpico;Extremadura;2010;774
Tiro Olímpico;Extremadura;2009;841
Tiro Olímpico;Extremadura;2008;831
Tiro Olímpico;Extremadura;2007;983
Tiro Olímpico;Extremadura;2006;829
Tiro Olímpico;Extremadura;2005;766
Tiro Olímpico;Galicia;2024;4.953
Tiro Olímpico;Galicia;2023;4.578
Tiro Olímpico;Galicia;2022;4.450
Tiro Olímpico;Galicia;2021;3.410
Tiro Olímpico;Galicia;2020;3.886
Tiro Olímpico;Galicia;2019;3.960
Tiro Olímpico;Galicia;2018;3.912
Tiro Olímpico;Galicia;2017;3.707
Tiro Olímpico;Galicia;2016;3.707
Tiro Olímpico;Galicia;2015;3.671
Tiro Olímpico;Galicia;2014;3.647
Tiro Olímpico;Galicia;2013;3.295
Tiro Olímpico;Galicia;2012;3.786
Tiro Olímpico;Galicia;2011;3.719
Tiro Olímpico;Galicia;2010;4.084
Tiro Olímpico;Galicia;2009;3.690
Tiro Olímpico;Galicia;2008;3.642
Tiro Olímpico;Galicia;2007;3.738
Tiro Olímpico;Galicia;2006;3.486
Tiro Olímpico;Galicia;2005;3.146
Tiro Olímpico;Madrid, Comunidad de;2024;1.039
Tiro Olímpico;Madrid, Comunidad de;2023;807
Tiro Olímpico;Madrid, Comunidad de;2022;605
Tiro Olímpico;Madrid, Comunidad de;2021;451
Tiro Olímpico;Madrid, Comunidad de;2020;238
Tiro Olímpico;Madrid, Comunidad de;2019;0
Tiro Olímpico;Madrid, Comunidad de;2018;4.827
Tiro Olímpico;Madrid, Comunidad de;2017;4.958
Tiro Olímpico;Madrid, Comunidad de;2016;4.958
Tiro Olímpico;Madrid, Comunidad de;2015;4.856
Tiro Olímpico;Madrid, Comunidad de;2014;5.005
Tiro Olímpico;Madrid, Comunidad de;2013;4.733
Tiro Olímpico;Madrid, Comunidad de;2012;5.395
Tiro Olímpico;Madrid, Comunidad de;2011;5.618
Tiro Olímpico;Madrid, Comunidad de;2010;5.818
Tiro Olímpico;Madrid, Comunidad de;2009;6.877
Tiro Olímpico;Madrid, Comunidad de;2008;6.797
Tiro Olímpico;Madrid, Comunidad de;2007;5.082
Tiro Olímpico;Madrid, Comunidad de;2006;4.693
Tiro Olímpico;Madrid, Comunidad de;2005;4.822
Tiro Olímpico;Murcia, Región de;2024;2.029
Tiro Olímpico;Murcia, Región de;2023;2.059
Tiro Olímpico;Murcia, Región de;2022;1.984
Tiro Olímpico;Murcia, Región de;2021;1.867
Tiro Olímpico;Murcia, Región de;2020;1.767
Tiro Olímpico;Murcia, Región de;2019;1.813
Tiro Olímpico;Murcia, Región de;2018;1.540
Tiro Olímpico;Murcia, Región de;2017;1.546
Tiro Olímpico;Murcia, Región de;2016;2.530
Tiro Olímpico;Murcia, Región de;2015;2.346
Tiro Olímpico;Murcia, Región de;2014;3.010
Tiro Olímpico;Murcia, Región de;2013;2.312
Tiro Olímpico;Murcia, Región de;2012;2.736
Tiro Olímpico;Murcia, Región de;2011;2.780
Tiro Olímpico;Murcia, Región de;2010;3.264
Tiro Olímpico;Murcia, Región de;2009;3.318
Tiro Olímpico;Murcia, Región de;2008;3.397
Tiro Olímpico;Murcia, Región de;2007;3.045
Tiro Olímpico;Murcia, Región de;2006;2.836
Tiro Olímpico;Murcia, Región de;2005;2.387
Tiro Olímpico;Navarra, Comunidad Foral de;2024;1.500
Tiro Olímpico;Navarra, Comunidad Foral de;2023;1.591
Tiro Olímpico;Navarra, Comunidad Foral de;2022;1.506
Tiro Olímpico;Navarra, Comunidad Foral de;2021;1.453
Tiro Olímpico;Navarra, Comunidad Foral de;2020;1.177
Tiro Olímpico;Navarra, Comunidad Foral de;2019;1.602
Tiro Olímpico;Navarra, Comunidad Foral de;2018;1.546
Tiro Olímpico;Navarra, Comunidad Foral de;2017;1.475
Tiro Olímpico;Navarra, Comunidad Foral de;2016;1.475
Tiro Olímpico;Navarra, Comunidad Foral de;2015;1.409
Tiro Olímpico;Navarra, Comunidad Foral de;2014;1.317
Tiro Olímpico;Navarra, Comunidad Foral de;2013;1.363
Tiro Olímpico;Navarra, Comunidad Foral de;2012;1.302
Tiro Olímpico;Navarra, Comunidad Foral de;2011;1.294
Tiro Olímpico;Navarra, Comunidad Foral de;2010;1.334
Tiro Olímpico;Navarra, Comunidad Foral de;2009;1.299
Tiro Olímpico;Navarra, Comunidad Foral de;2008;1.195
Tiro Olímpico;Navarra, Comunidad Foral de;2007;1.765
Tiro Olímpico;Navarra, Comunidad Foral de;2006;1.265
Tiro Olímpico;Navarra, Comunidad Foral de;2005;1.266
Tiro Olímpico;País Vasco;2024;2.937
Tiro Olímpico;País Vasco;2023;2.889
Tiro Olímpico;País Vasco;2022;2.859
Tiro Olímpico;País Vasco;2021;2.818
Tiro Olímpico;País Vasco;2020;2.635
Tiro Olímpico;País Vasco;2019;2.482
Tiro Olímpico;País Vasco;2018;2.482
Tiro Olímpico;País Vasco;2017;2.538
Tiro Olímpico;País Vasco;2016;2.538
Tiro Olímpico;País Vasco;2015;2.538
Tiro Olímpico;País Vasco;2014;2.811
Tiro Olímpico;País Vasco;2013;3.011
Tiro Olímpico;País Vasco;2012;2.933
Tiro Olímpico;País Vasco;2011;3.169
Tiro Olímpico;País Vasco;2010;3.292
Tiro Olímpico;País Vasco;2009;3.228
Tiro Olímpico;País Vasco;2008;3.254
Tiro Olímpico;País Vasco;2007;3.182
Tiro Olímpico;País Vasco;2006;2.975
Tiro Olímpico;País Vasco;2005;3.194
Tiro Olímpico;Rioja, La;2024;372
Tiro Olímpico;Rioja, La;2023;358
Tiro Olímpico;Rioja, La;2022;362
Tiro Olímpico;Rioja, La;2021;355
Tiro Olímpico;Rioja, La;2020;381
Tiro Olímpico;Rioja, La;2019;784
Tiro Olímpico;Rioja, La;2018;784
Tiro Olímpico;Rioja, La;2017;437
Tiro Olímpico;Rioja, La;2016;434
Tiro Olímpico;Rioja, La;2015;470
Tiro Olímpico;Rioja, La;2014;480
Tiro Olímpico;Rioja, La;2013;499
Tiro Olímpico;Rioja, La;2012;504
Tiro Olímpico;Rioja, La;2011;576
Tiro Olímpico;Rioja, La;2010;594
Tiro Olímpico;Rioja, La;2009;587
Tiro Olímpico;Rioja, La;2008;586
Tiro Olímpico;Rioja, La;2007;582
Tiro Olímpico;Rioja, La;2006;684
Tiro Olímpico;Rioja, La;2005;566
Tiro Olímpico;Ceuta;2024;157
Tiro Olímpico;Ceuta;2023;200
Tiro Olímpico;Ceuta;2022;96
Tiro Olímpico;Ceuta;2021;103
Tiro Olímpico;Ceuta;2020;81
Tiro Olímpico;Ceuta;2019;63
Tiro Olímpico;Ceuta;2018;63
Tiro Olímpico;Ceuta;2017;61
Tiro Olímpico;Ceuta;2016;72
Tiro Olímpico;Ceuta;2015;72
Tiro Olímpico;Ceuta;2014;56
Tiro Olímpico;Ceuta;2013;65
Tiro Olímpico;Ceuta;2012;55
Tiro Olímpico;Ceuta;2011;54
Tiro Olímpico;Ceuta;2010;54
Tiro Olímpico;Ceuta;2009;75
Tiro Olímpico;Ceuta;2008;87
Tiro Olímpico;Ceuta;2007;87
Tiro Olímpico;Ceuta;2006;86
Tiro Olímpico;Ceuta;2005;37
Tiro Olímpico;Melilla;2024;21
Tiro Olímpico;Melilla;2023;30
Tiro Olímpico;Melilla;2022;33
Tiro Olímpico;Melilla;2021;27
Tiro Olímpico;Melilla;2020;29
Tiro Olímpico;Melilla;2019;38
Tiro Olímpico;Melilla;2018;52
Tiro Olímpico;Melilla;2017;66
Tiro Olímpico;Melilla;2016;121
Tiro Olímpico;Melilla;2015;320
Tiro Olímpico;Melilla;2014;278
Tiro Olímpico;Melilla;2013;70
Tiro Olímpico;Melilla;2012;340
Tiro Olímpico;Melilla;2011;162
Tiro Olímpico;Melilla;2010;171
Tiro Olímpico;Melilla;2009;280
Tiro Olímpico;Melilla;2008;179
Tiro Olímpico;Melilla;2007;198
Tiro Olímpico;Melilla;2006;246
Tiro Olímpico;Melilla;2005;266
Tiro Olímpico;Sin territorializar;2024;0
Tiro Olímpico;Sin territorializar;2023;0
Tiro Olímpico;Sin territorializar;2022;0
Tiro Olímpico;Sin territorializar;2021;0
Tiro Olímpico;Sin territorializar;2020;0
Tiro Olímpico;Sin territorializar;2019;0
Tiro Olímpico;Sin territorializar;2018;0
Tiro Olímpico;Sin territorializar;2017;0
Tiro Olímpico;Sin territorializar;2016;0
Tiro Olímpico;Sin territorializar;2015;0
Tiro Olímpico;Sin territorializar;2014;0
Tiro Olímpico;Sin territorializar;2013;0
Tiro Olímpico;Sin territorializar;2012;0
Tiro Olímpico;Sin territorializar;2011;0
Tiro Olímpico;Sin territorializar;2010;0
Tiro Olímpico;Sin territorializar;2009;0
Tiro Olímpico;Sin territorializar;2008;0
Tiro Olímpico;Sin territorializar;2007;0
Tiro Olímpico;Sin territorializar;2006;0
Tiro Olímpico;Sin territorializar;2005;0
Triatlón;TOTAL;2024;24.446
Triatlón;TOTAL;2023;31.508
Triatlón;TOTAL;2022;34.285
Triatlón;TOTAL;2021;34.492
Triatlón;TOTAL;2020;32.319
Triatlón;TOTAL;2019;32.174
Triatlón;TOTAL;2018;31.682
Triatlón;TOTAL;2017;30.744
Triatlón;TOTAL;2016;27.760
Triatlón;TOTAL;2015;29.739
Triatlón;TOTAL;2014;19.884
Triatlón;TOTAL;2013;24.241
Triatlón;TOTAL;2012;21.079
Triatlón;TOTAL;2011;18.137
Triatlón;TOTAL;2010;15.946
Triatlón;TOTAL;2009;13.449
Triatlón;TOTAL;2008;11.996
Triatlón;TOTAL;2007;10.640
Triatlón;TOTAL;2006;9.162
Triatlón;TOTAL;2005;7.739
Triatlón;Andalucía;2024;3.710
Triatlón;Andalucía;2023;4.143
Triatlón;Andalucía;2022;4.538
Triatlón;Andalucía;2021;4.885
Triatlón;Andalucía;2020;4.100
Triatlón;Andalucía;2019;4.382
Triatlón;Andalucía;2018;4.351
Triatlón;Andalucía;2017;4.216
Triatlón;Andalucía;2016;3.780
Triatlón;Andalucía;2015;3.286
Triatlón;Andalucía;2014;1.731
Triatlón;Andalucía;2013;2.657
Triatlón;Andalucía;2012;2.182
Triatlón;Andalucía;2011;1.896
Triatlón;Andalucía;2010;1.471
Triatlón;Andalucía;2009;1.295
Triatlón;Andalucía;2008;1.169
Triatlón;Andalucía;2007;1.027
Triatlón;Andalucía;2006;919
Triatlón;Andalucía;2005;694
Triatlón;Aragón;2024;886
Triatlón;Aragón;2023;1.072
Triatlón;Aragón;2022;1.175
Triatlón;Aragón;2021;1.181
Triatlón;Aragón;2020;1.170
