Federación;Comunidad autónoma;periodo;Total
Bolos;País Vasco;2021;7
Bolos;País Vasco;2020;16
Bolos;País Vasco;2019;19
Bolos;País Vasco;2018;19
Bolos;País Vasco;2017;29
Bolos;País Vasco;2016;24
Bolos;País Vasco;2015;24
Bolos;País Vasco;2014;26
Bolos;País Vasco;2013;25
Bolos;País Vasco;2012;26
Bolos;País Vasco;2011;26
Bolos;País Vasco;2010;28
Bolos;País Vasco;2009;21
Bolos;País Vasco;2008;27
Bolos;País Vasco;2007;66
Bolos;Rioja, La;2024;0
Bolos;Rioja, La;2023;0
Bolos;Rioja, La;2022;0
Bolos;Rioja, La;2021;0
Bolos;Rioja, La;2020;0
Bolos;Rioja, La;2019;0
Bolos;Rioja, La;2018;0
Bolos;Rioja, La;2017;0
Bolos;Rioja, La;2016;0
Bolos;Rioja, La;2015;1
Bolos;Rioja, La;2014;1
Bolos;Rioja, La;2013;1
Bolos;Rioja, La;2012;1
Bolos;Rioja, La;2011;1
Bolos;Rioja, La;2010;1
Bolos;Rioja, La;2009;1
Bolos;Rioja, La;2008;1
Bolos;Rioja, La;2007;2
Bolos;Ceuta;2024;0
Bolos;Ceuta;2023;0
Bolos;Ceuta;2022;0
Bolos;Ceuta;2021;0
Bolos;Ceuta;2020;0
Bolos;Ceuta;2019;0
Bolos;Ceuta;2018;0
Bolos;Ceuta;2017;0
Bolos;Ceuta;2016;0
Bolos;Ceuta;2015;0
Bolos;Ceuta;2014;0
Bolos;Ceuta;2013;0
Bolos;Ceuta;2012;0
Bolos;Ceuta;2011;0
Bolos;Ceuta;2010;0
Bolos;Ceuta;2009;0
Bolos;Ceuta;2008;0
Bolos;Ceuta;2007;0
Bolos;Melilla;2024;0
Bolos;Melilla;2023;0
Bolos;Melilla;2022;0
Bolos;Melilla;2021;0
Bolos;Melilla;2020;0
Bolos;Melilla;2019;0
Bolos;Melilla;2018;0
Bolos;Melilla;2017;0
Bolos;Melilla;2016;0
Bolos;Melilla;2015;0
Bolos;Melilla;2014;0
Bolos;Melilla;2013;0
Bolos;Melilla;2012;0
Bolos;Melilla;2011;0
Bolos;Melilla;2010;0
Bolos;Melilla;2009;0
Bolos;Melilla;2008;0
Bolos;Melilla;2007;0
Bolos;Sin territorializar;2024;0
Bolos;Sin territorializar;2023;0
Bolos;Sin territorializar;2022;0
Bolos;Sin territorializar;2021;0
Bolos;Sin territorializar;2020;0
Bolos;Sin territorializar;2019;0
Bolos;Sin territorializar;2018;0
Bolos;Sin territorializar;2017;0
Bolos;Sin territorializar;2016;0
Bolos;Sin territorializar;2015;0
Bolos;Sin territorializar;2014;0
Bolos;Sin territorializar;2013;0
Bolos;Sin territorializar;2012;0
Bolos;Sin territorializar;2011;0
Bolos;Sin territorializar;2010;0
Bolos;Sin territorializar;2009;0
Bolos;Sin territorializar;2008;0
Bolos;Sin territorializar;2007;0
Boxeo;TOTAL;2024;719
Boxeo;TOTAL;2023;708
Boxeo;TOTAL;2022;628
Boxeo;TOTAL;2021;541
Boxeo;TOTAL;2020;415
Boxeo;TOTAL;2019;590
Boxeo;TOTAL;2018;522
Boxeo;TOTAL;2017;494
Boxeo;TOTAL;2016;127
Boxeo;TOTAL;2015;205
Boxeo;TOTAL;2014;152
Boxeo;TOTAL;2013;145
Boxeo;TOTAL;2012;151
Boxeo;TOTAL;2011;68
Boxeo;TOTAL;2010;43
Boxeo;TOTAL;2009;42
Boxeo;TOTAL;2008;116
Boxeo;TOTAL;2007;128
Boxeo;Andalucía;2024;33
Boxeo;Andalucía;2023;52
Boxeo;Andalucía;2022;50
Boxeo;Andalucía;2021;40
Boxeo;Andalucía;2020;20
Boxeo;Andalucía;2019;50
Boxeo;Andalucía;2018;40
Boxeo;Andalucía;2017;40
Boxeo;Andalucía;2016;20
Boxeo;Andalucía;2015;24
Boxeo;Andalucía;2014;22
Boxeo;Andalucía;2013;18
Boxeo;Andalucía;2012;10
Boxeo;Andalucía;2011;3
Boxeo;Andalucía;2010;11
Boxeo;Andalucía;2009;11
Boxeo;Andalucía;2008;11
Boxeo;Andalucía;2007;12
Boxeo;Aragón;2024;24
Boxeo;Aragón;2023;16
Boxeo;Aragón;2022;13
Boxeo;Aragón;2021;15
Boxeo;Aragón;2020;4
Boxeo;Aragón;2019;3
Boxeo;Aragón;2018;9
Boxeo;Aragón;2017;10
Boxeo;Aragón;2016;3
Boxeo;Aragón;2015;4
Boxeo;Aragón;2014;5
Boxeo;Aragón;2013;6
Boxeo;Aragón;2012;2
Boxeo;Aragón;2011;1
Boxeo;Aragón;2010;2
Boxeo;Aragón;2009;2
Boxeo;Aragón;2008;2
Boxeo;Aragón;2007;3
Boxeo;Asturias, Principado de;2024;11
Boxeo;Asturias, Principado de;2023;16
Boxeo;Asturias, Principado de;2022;19
Boxeo;Asturias, Principado de;2021;6
Boxeo;Asturias, Principado de;2020;4
Boxeo;Asturias, Principado de;2019;18
Boxeo;Asturias, Principado de;2018;16
Boxeo;Asturias, Principado de;2017;19
Boxeo;Asturias, Principado de;2016;8
Boxeo;Asturias, Principado de;2015;4
Boxeo;Asturias, Principado de;2014;7
Boxeo;Asturias, Principado de;2013;6
Boxeo;Asturias, Principado de;2012;15
Boxeo;Asturias, Principado de;2011;13
Boxeo;Asturias, Principado de;2010;6
Boxeo;Asturias, Principado de;2009;6
Boxeo;Asturias, Principado de;2008;9
Boxeo;Asturias, Principado de;2007;9
Boxeo;Balears, Illes;2024;28
Boxeo;Balears, Illes;2023;22
Boxeo;Balears, Illes;2022;26
Boxeo;Balears, Illes;2021;10
Boxeo;Balears, Illes;2020;23
Boxeo;Balears, Illes;2019;30
Boxeo;Balears, Illes;2018;2
Boxeo;Balears, Illes;2017;0
Boxeo;Balears, Illes;2016;4
Boxeo;Balears, Illes;2015;8
Boxeo;Balears, Illes;2014;4
Boxeo;Balears, Illes;2013;5
Boxeo;Balears, Illes;2012;13
Boxeo;Balears, Illes;2011;1
Boxeo;Balears, Illes;2010;0
Boxeo;Balears, Illes;2009;0
Boxeo;Balears, Illes;2008;8
Boxeo;Balears, Illes;2007;4
Boxeo;Canarias;2024;55
Boxeo;Canarias;2023;54
Boxeo;Canarias;2022;52
Boxeo;Canarias;2021;47
Boxeo;Canarias;2020;69
Boxeo;Canarias;2019;55
Boxeo;Canarias;2018;42
Boxeo;Canarias;2017;52
Boxeo;Canarias;2016;1
Boxeo;Canarias;2015;15
Boxeo;Canarias;2014;17
Boxeo;Canarias;2013;18
Boxeo;Canarias;2012;15
Boxeo;Canarias;2011;0
Boxeo;Canarias;2010;12
Boxeo;Canarias;2009;12
Boxeo;Canarias;2008;12
Boxeo;Canarias;2007;20
Boxeo;Cantabria;2024;20
Boxeo;Cantabria;2023;17
Boxeo;Cantabria;2022;15
Boxeo;Cantabria;2021;20
Boxeo;Cantabria;2020;19
Boxeo;Cantabria;2019;20
Boxeo;Cantabria;2018;17
Boxeo;Cantabria;2017;21
Boxeo;Cantabria;2016;8
Boxeo;Cantabria;2015;15
Boxeo;Cantabria;2014;5
Boxeo;Cantabria;2013;5
Boxeo;Cantabria;2012;4
Boxeo;Cantabria;2011;2
Boxeo;Cantabria;2010;1
Boxeo;Cantabria;2009;0
Boxeo;Cantabria;2008;2
Boxeo;Cantabria;2007;2
Boxeo;Castilla y León;2024;39
Boxeo;Castilla y León;2023;36
Boxeo;Castilla y León;2022;19
Boxeo;Castilla y León;2021;24
Boxeo;Castilla y León;2020;7
Boxeo;Castilla y León;2019;36
Boxeo;Castilla y León;2018;43
Boxeo;Castilla y León;2017;27
Boxeo;Castilla y León;2016;10
Boxeo;Castilla y León;2015;8
Boxeo;Castilla y León;2014;9
Boxeo;Castilla y León;2013;9
Boxeo;Castilla y León;2012;15
Boxeo;Castilla y León;2011;1
Boxeo;Castilla y León;2010;4
Boxeo;Castilla y León;2009;4
Boxeo;Castilla y León;2008;13
Boxeo;Castilla y León;2007;23
Boxeo;Castilla-La Mancha;2024;17
Boxeo;Castilla-La Mancha;2023;15
Boxeo;Castilla-La Mancha;2022;12
Boxeo;Castilla-La Mancha;2021;16
Boxeo;Castilla-La Mancha;2020;8
Boxeo;Castilla-La Mancha;2019;16
Boxeo;Castilla-La Mancha;2018;19
Boxeo;Castilla-La Mancha;2017;12
Boxeo;Castilla-La Mancha;2016;11
Boxeo;Castilla-La Mancha;2015;14
Boxeo;Castilla-La Mancha;2014;11
Boxeo;Castilla-La Mancha;2013;6
Boxeo;Castilla-La Mancha;2012;3
Boxeo;Castilla-La Mancha;2011;0
Boxeo;Castilla-La Mancha;2010;3
Boxeo;Castilla-La Mancha;2009;3
Boxeo;Castilla-La Mancha;2008;6
Boxeo;Castilla-La Mancha;2007;6
Boxeo;Cataluña;2024;55
Boxeo;Cataluña;2023;66
Boxeo;Cataluña;2022;66
Boxeo;Cataluña;2021;66
Boxeo;Cataluña;2020;56
Boxeo;Cataluña;2019;42
Boxeo;Cataluña;2018;61
Boxeo;Cataluña;2017;42
Boxeo;Cataluña;2016;4
Boxeo;Cataluña;2015;11
Boxeo;Cataluña;2014;10
Boxeo;Cataluña;2013;12
Boxeo;Cataluña;2012;36
Boxeo;Cataluña;2011;36
Boxeo;Cataluña;2010;0
Boxeo;Cataluña;2009;0
Boxeo;Cataluña;2008;24
Boxeo;Cataluña;2007;21
Boxeo;Comunitat Valenciana;2024;100
Boxeo;Comunitat Valenciana;2023;82
Boxeo;Comunitat Valenciana;2022;79
Boxeo;Comunitat Valenciana;2021;68
Boxeo;Comunitat Valenciana;2020;80
Boxeo;Comunitat Valenciana;2019;65
Boxeo;Comunitat Valenciana;2018;64
Boxeo;Comunitat Valenciana;2017;47
Boxeo;Comunitat Valenciana;2016;24
Boxeo;Comunitat Valenciana;2015;59
Boxeo;Comunitat Valenciana;2014;17
Boxeo;Comunitat Valenciana;2013;15
Boxeo;Comunitat Valenciana;2012;5
Boxeo;Comunitat Valenciana;2011;0
Boxeo;Comunitat Valenciana;2010;0
Boxeo;Comunitat Valenciana;2009;0
Boxeo;Comunitat Valenciana;2008;2
Boxeo;Comunitat Valenciana;2007;2
Boxeo;Extremadura;2024;16
Boxeo;Extremadura;2023;14
Boxeo;Extremadura;2022;13
Boxeo;Extremadura;2021;7
Boxeo;Extremadura;2020;7
Boxeo;Extremadura;2019;11
Boxeo;Extremadura;2018;7
Boxeo;Extremadura;2017;3
Boxeo;Extremadura;2016;2
Boxeo;Extremadura;2015;2
Boxeo;Extremadura;2014;2
Boxeo;Extremadura;2013;1
Boxeo;Extremadura;2012;1
Boxeo;Extremadura;2011;0
Boxeo;Extremadura;2010;0
Boxeo;Extremadura;2009;0
Boxeo;Extremadura;2008;0
Boxeo;Extremadura;2007;0
Boxeo;Galicia;2024;63
Boxeo;Galicia;2023;67
Boxeo;Galicia;2022;42
Boxeo;Galicia;2021;57
Boxeo;Galicia;2020;2
Boxeo;Galicia;2019;56
Boxeo;Galicia;2018;42
Boxeo;Galicia;2017;37
Boxeo;Galicia;2016;2
Boxeo;Galicia;2015;6
Boxeo;Galicia;2014;7
Boxeo;Galicia;2013;10
Boxeo;Galicia;2012;3
Boxeo;Galicia;2011;0
Boxeo;Galicia;2010;0
Boxeo;Galicia;2009;2
Boxeo;Galicia;2008;8
Boxeo;Galicia;2007;7
Boxeo;Madrid, Comunidad de;2024;162
Boxeo;Madrid, Comunidad de;2023;156
Boxeo;Madrid, Comunidad de;2022;140
Boxeo;Madrid, Comunidad de;2021;72
Boxeo;Madrid, Comunidad de;2020;27
Boxeo;Madrid, Comunidad de;2019;104
Boxeo;Madrid, Comunidad de;2018;104
Boxeo;Madrid, Comunidad de;2017;125
Boxeo;Madrid, Comunidad de;2016;11
Boxeo;Madrid, Comunidad de;2015;12
Boxeo;Madrid, Comunidad de;2014;14
Boxeo;Madrid, Comunidad de;2013;15
Boxeo;Madrid, Comunidad de;2012;11
Boxeo;Madrid, Comunidad de;2011;4
Boxeo;Madrid, Comunidad de;2010;0
Boxeo;Madrid, Comunidad de;2009;0
Boxeo;Madrid, Comunidad de;2008;10
Boxeo;Madrid, Comunidad de;2007;11
Boxeo;Murcia, Región de;2024;18
Boxeo;Murcia, Región de;2023;22
Boxeo;Murcia, Región de;2022;8
Boxeo;Murcia, Región de;2021;18
Boxeo;Murcia, Región de;2020;20
Boxeo;Murcia, Región de;2019;16
Boxeo;Murcia, Región de;2018;11
Boxeo;Murcia, Región de;2017;18
Boxeo;Murcia, Región de;2016;11
Boxeo;Murcia, Región de;2015;11
Boxeo;Murcia, Región de;2014;8
Boxeo;Murcia, Región de;2013;5
Boxeo;Murcia, Región de;2012;3
Boxeo;Murcia, Región de;2011;0
Boxeo;Murcia, Región de;2010;1
Boxeo;Murcia, Región de;2009;0
Boxeo;Murcia, Región de;2008;3
Boxeo;Murcia, Región de;2007;4
Boxeo;Navarra, Comunidad Foral de;2024;8
Boxeo;Navarra, Comunidad Foral de;2023;3
Boxeo;Navarra, Comunidad Foral de;2022;5
Boxeo;Navarra, Comunidad Foral de;2021;3
Boxeo;Navarra, Comunidad Foral de;2020;1
Boxeo;Navarra, Comunidad Foral de;2019;0
Boxeo;Navarra, Comunidad Foral de;2018;4
Boxeo;Navarra, Comunidad Foral de;2017;0
Boxeo;Navarra, Comunidad Foral de;2016;1
Boxeo;Navarra, Comunidad Foral de;2015;2
Boxeo;Navarra, Comunidad Foral de;2014;2
Boxeo;Navarra, Comunidad Foral de;2013;1
Boxeo;Navarra, Comunidad Foral de;2012;1
Boxeo;Navarra, Comunidad Foral de;2011;0
Boxeo;Navarra, Comunidad Foral de;2010;0
Boxeo;Navarra, Comunidad Foral de;2009;0
Boxeo;Navarra, Comunidad Foral de;2008;1
Boxeo;Navarra, Comunidad Foral de;2007;0
Boxeo;País Vasco;2024;61
Boxeo;País Vasco;2023;62
Boxeo;País Vasco;2022;61
Boxeo;País Vasco;2021;62
Boxeo;País Vasco;2020;63
Boxeo;País Vasco;2019;65
Boxeo;País Vasco;2018;38
Boxeo;País Vasco;2017;38
Boxeo;País Vasco;2016;5
Boxeo;País Vasco;2015;9
Boxeo;País Vasco;2014;11
Boxeo;País Vasco;2013;12
Boxeo;País Vasco;2012;8
Boxeo;País Vasco;2011;7
Boxeo;País Vasco;2010;1
Boxeo;País Vasco;2009;0
Boxeo;País Vasco;2008;2
Boxeo;País Vasco;2007;1
Boxeo;Rioja, La;2024;8
Boxeo;Rioja, La;2023;7
Boxeo;Rioja, La;2022;7
Boxeo;Rioja, La;2021;9
Boxeo;Rioja, La;2020;5
Boxeo;Rioja, La;2019;3
Boxeo;Rioja, La;2018;2
Boxeo;Rioja, La;2017;3
Boxeo;Rioja, La;2016;1
Boxeo;Rioja, La;2015;1
Boxeo;Rioja, La;2014;1
Boxeo;Rioja, La;2013;1
Boxeo;Rioja, La;2012;4
Boxeo;Rioja, La;2011;0
Boxeo;Rioja, La;2010;1
Boxeo;Rioja, La;2009;1
Boxeo;Rioja, La;2008;2
Boxeo;Rioja, La;2007;1
Boxeo;Ceuta;2024;0
Boxeo;Ceuta;2023;0
Boxeo;Ceuta;2022;0
Boxeo;Ceuta;2021;0
Boxeo;Ceuta;2020;0
Boxeo;Ceuta;2019;0
Boxeo;Ceuta;2018;0
Boxeo;Ceuta;2017;0
Boxeo;Ceuta;2016;0
Boxeo;Ceuta;2015;0
Boxeo;Ceuta;2014;0
Boxeo;Ceuta;2013;0
Boxeo;Ceuta;2012;1
Boxeo;Ceuta;2011;0
Boxeo;Ceuta;2010;0
Boxeo;Ceuta;2009;0
Boxeo;Ceuta;2008;0
Boxeo;Ceuta;2007;1
Boxeo;Melilla;2024;1
Boxeo;Melilla;2023;1
Boxeo;Melilla;2022;1
Boxeo;Melilla;2021;1
Boxeo;Melilla;2020;0
Boxeo;Melilla;2019;0
Boxeo;Melilla;2018;1
Boxeo;Melilla;2017;0
Boxeo;Melilla;2016;1
Boxeo;Melilla;2015;0
Boxeo;Melilla;2014;0
Boxeo;Melilla;2013;0
Boxeo;Melilla;2012;1
Boxeo;Melilla;2011;0
Boxeo;Melilla;2010;1
Boxeo;Melilla;2009;1
Boxeo;Melilla;2008;1
Boxeo;Melilla;2007;1
Boxeo;Sin territorializar;2024;0
Boxeo;Sin territorializar;2023;0
Boxeo;Sin territorializar;2022;0
Boxeo;Sin territorializar;2021;0
Boxeo;Sin territorializar;2020;0
Boxeo;Sin territorializar;2019;0
Boxeo;Sin territorializar;2018;0
Boxeo;Sin territorializar;2017;0
Boxeo;Sin territorializar;2016;0
Boxeo;Sin territorializar;2015;0
Boxeo;Sin territorializar;2014;0
Boxeo;Sin territorializar;2013;0
Boxeo;Sin territorializar;2012;0
Boxeo;Sin territorializar;2011;0
Boxeo;Sin territorializar;2010;0
Boxeo;Sin territorializar;2009;0
Boxeo;Sin territorializar;2008;0
Boxeo;Sin territorializar;2007;0
Caza;TOTAL;2024;6.245
Caza;TOTAL;2023;6.308
Caza;TOTAL;2022;6.458
Caza;TOTAL;2021;6.303
Caza;TOTAL;2020;5.629
Caza;TOTAL;2019;5.941
Caza;TOTAL;2018;5.965
Caza;TOTAL;2017;5.965
Caza;TOTAL;2016;6.295
Caza;TOTAL;2015;5.836
Caza;TOTAL;2014;6.535
Caza;TOTAL;2013;5.398
Caza;TOTAL;2012;5.831
Caza;TOTAL;2011;5.797
Caza;TOTAL;2010;5.811
Caza;TOTAL;2009;5.689
Caza;TOTAL;2008;5.663
Caza;TOTAL;2007;6.088
Caza;Andalucía;2024;1.233
Caza;Andalucía;2023;1.250
Caza;Andalucía;2022;1.299
Caza;Andalucía;2021;1.293
Caza;Andalucía;2020;1.200
Caza;Andalucía;2019;1.200
Caza;Andalucía;2018;1.204
Caza;Andalucía;2017;1.204
Caza;Andalucía;2016;1.562
Caza;Andalucía;2015;1.091
Caza;Andalucía;2014;1.526
Caza;Andalucía;2013;1.036
Caza;Andalucía;2012;1.075
Caza;Andalucía;2011;1.075
Caza;Andalucía;2010;1.075
Caza;Andalucía;2009;1.080
Caza;Andalucía;2008;1.023
Caza;Andalucía;2007;1.457
Caza;Aragón;2024;798
Caza;Aragón;2023;803
Caza;Aragón;2022;851
Caza;Aragón;2021;825
Caza;Aragón;2020;750
Caza;Aragón;2019;815
Caza;Aragón;2018;817
Caza;Aragón;2017;817
Caza;Aragón;2016;812
Caza;Aragón;2015;811
Caza;Aragón;2014;785
Caza;Aragón;2013;619
Caza;Aragón;2012;796
Caza;Aragón;2011;782
Caza;Aragón;2010;780
Caza;Aragón;2009;762
Caza;Aragón;2008;760
Caza;Aragón;2007;609
Caza;Asturias, Principado de;2024;36
Caza;Asturias, Principado de;2023;24
Caza;Asturias, Principado de;2022;24
Caza;Asturias, Principado de;2021;16
Caza;Asturias, Principado de;2020;14
Caza;Asturias, Principado de;2019;12
Caza;Asturias, Principado de;2018;14
Caza;Asturias, Principado de;2017;14
Caza;Asturias, Principado de;2016;21
Caza;Asturias, Principado de;2015;21
Caza;Asturias, Principado de;2014;30
Caza;Asturias, Principado de;2013;51
Caza;Asturias, Principado de;2012;51
Caza;Asturias, Principado de;2011;51
Caza;Asturias, Principado de;2010;51
Caza;Asturias, Principado de;2009;26
Caza;Asturias, Principado de;2008;26
Caza;Asturias, Principado de;2007;26
Caza;Balears, Illes;2024;74
Caza;Balears, Illes;2023;79
Caza;Balears, Illes;2022;88
Caza;Balears, Illes;2021;90
Caza;Balears, Illes;2020;90
Caza;Balears, Illes;2019;95
Caza;Balears, Illes;2018;94
Caza;Balears, Illes;2017;94
Caza;Balears, Illes;2016;94
Caza;Balears, Illes;2015;94
Caza;Balears, Illes;2014;125
Caza;Balears, Illes;2013;75
Caza;Balears, Illes;2012;90
Caza;Balears, Illes;2011;114
Caza;Balears, Illes;2010;88
Caza;Balears, Illes;2009;88
Caza;Balears, Illes;2008;88
Caza;Balears, Illes;2007;78
Caza;Canarias;2024;78
Caza;Canarias;2023;86
Caza;Canarias;2022;89
Caza;Canarias;2021;86
Caza;Canarias;2020;75
Caza;Canarias;2019;70
Caza;Canarias;2018;77
Caza;Canarias;2017;77
Caza;Canarias;2016;77
Caza;Canarias;2015;77
Caza;Canarias;2014;62
Caza;Canarias;2013;49
Caza;Canarias;2012;111
Caza;Canarias;2011;52
Caza;Canarias;2010;52
Caza;Canarias;2009;52
Caza;Canarias;2008;52
Caza;Canarias;2007;52
Caza;Cantabria;2024;125
Caza;Cantabria;2023;124
Caza;Cantabria;2022;130
Caza;Cantabria;2021;140
Caza;Cantabria;2020;68
Caza;Cantabria;2019;75
Caza;Cantabria;2018;78
Caza;Cantabria;2017;78
Caza;Cantabria;2016;78
Caza;Cantabria;2015;76
Caza;Cantabria;2014;109
Caza;Cantabria;2013;76
Caza;Cantabria;2012;76
Caza;Cantabria;2011;76
Caza;Cantabria;2010;76
Caza;Cantabria;2009;76
Caza;Cantabria;2008;76
Caza;Cantabria;2007;73
Caza;Castilla y León;2024;468
Caza;Castilla y León;2023;468
Caza;Castilla y León;2022;489
Caza;Castilla y León;2021;470
Caza;Castilla y León;2020;398
Caza;Castilla y León;2019;488
Caza;Castilla y León;2018;488
Caza;Castilla y León;2017;488
Caza;Castilla y León;2016;496
Caza;Castilla y León;2015;483
Caza;Castilla y León;2014;484
Caza;Castilla y León;2013;555
Caza;Castilla y León;2012;543
Caza;Castilla y León;2011;540
Caza;Castilla y León;2010;549
Caza;Castilla y León;2009;551
Caza;Castilla y León;2008;572
Caza;Castilla y León;2007;527
Caza;Castilla-La Mancha;2024;286
Caza;Castilla-La Mancha;2023;287
Caza;Castilla-La Mancha;2022;315
Caza;Castilla-La Mancha;2021;317
Caza;Castilla-La Mancha;2020;257
Caza;Castilla-La Mancha;2019;270
Caza;Castilla-La Mancha;2018;277
Caza;Castilla-La Mancha;2017;277
Caza;Castilla-La Mancha;2016;271
Caza;Castilla-La Mancha;2015;289
Caza;Castilla-La Mancha;2014;303
Caza;Castilla-La Mancha;2013;323
Caza;Castilla-La Mancha;2012;357
Caza;Castilla-La Mancha;2011;356
Caza;Castilla-La Mancha;2010;348
Caza;Castilla-La Mancha;2009;357
Caza;Castilla-La Mancha;2008;367
Caza;Castilla-La Mancha;2007;359
Caza;Cataluña;2024;892
Caza;Cataluña;2023;902
Caza;Cataluña;2022;936
Caza;Cataluña;2021;941
Caza;Cataluña;2020;725
Caza;Cataluña;2019;905
Caza;Cataluña;2018;905
Caza;Cataluña;2017;905
Caza;Cataluña;2016;900
Caza;Cataluña;2015;900
Caza;Cataluña;2014;934
Caza;Cataluña;2013;671
Caza;Cataluña;2012;671
Caza;Cataluña;2011;675
Caza;Cataluña;2010;722
Caza;Cataluña;2009;668
Caza;Cataluña;2008;668
Caza;Cataluña;2007;782
Caza;Comunitat Valenciana;2024;512
Caza;Comunitat Valenciana;2023;527
Caza;Comunitat Valenciana;2022;512
Caza;Comunitat Valenciana;2021;518
Caza;Comunitat Valenciana;2020;540
Caza;Comunitat Valenciana;2019;541
Caza;Comunitat Valenciana;2018;541
Caza;Comunitat Valenciana;2017;541
Caza;Comunitat Valenciana;2016;541
Caza;Comunitat Valenciana;2015;556
Caza;Comunitat Valenciana;2014;564
Caza;Comunitat Valenciana;2013;525
Caza;Comunitat Valenciana;2012;606
Caza;Comunitat Valenciana;2011;606
Caza;Comunitat Valenciana;2010;615
Caza;Comunitat Valenciana;2009;577
Caza;Comunitat Valenciana;2008;576
Caza;Comunitat Valenciana;2007;614
Caza;Extremadura;2024;428
Caza;Extremadura;2023;442
Caza;Extremadura;2022;410
Caza;Extremadura;2021;407
Caza;Extremadura;2020;315
Caza;Extremadura;2019;272
Caza;Extremadura;2018;272
Caza;Extremadura;2017;272
Caza;Extremadura;2016;272
Caza;Extremadura;2015;259
Caza;Extremadura;2014;259
Caza;Extremadura;2013;153
Caza;Extremadura;2012;166
Caza;Extremadura;2011;181
Caza;Extremadura;2010;145
Caza;Extremadura;2009;170
Caza;Extremadura;2008;168
Caza;Extremadura;2007;223
Caza;Galicia;2024;503
Caza;Galicia;2023;506
Caza;Galicia;2022;487
Caza;Galicia;2021;483
Caza;Galicia;2020;478
Caza;Galicia;2019;478
Caza;Galicia;2018;478
Caza;Galicia;2017;478
Caza;Galicia;2016;476
Caza;Galicia;2015;476
Caza;Galicia;2014;523
Caza;Galicia;2013;523
Caza;Galicia;2012;497
Caza;Galicia;2011;492
Caza;Galicia;2010;481
Caza;Galicia;2009;467
Caza;Galicia;2008;478
Caza;Galicia;2007;469
Caza;Madrid, Comunidad de;2024;147
Caza;Madrid, Comunidad de;2023;145
Caza;Madrid, Comunidad de;2022;155
Caza;Madrid, Comunidad de;2021;153
Caza;Madrid, Comunidad de;2020;169
Caza;Madrid, Comunidad de;2019;169
Caza;Madrid, Comunidad de;2018;169
Caza;Madrid, Comunidad de;2017;169
Caza;Madrid, Comunidad de;2016;131
Caza;Madrid, Comunidad de;2015;133
Caza;Madrid, Comunidad de;2014;189
Caza;Madrid, Comunidad de;2013;212
Caza;Madrid, Comunidad de;2012;212
Caza;Madrid, Comunidad de;2011;217
Caza;Madrid, Comunidad de;2010;249
Caza;Madrid, Comunidad de;2009;245
Caza;Madrid, Comunidad de;2008;236
Caza;Madrid, Comunidad de;2007;230
Caza;Murcia, Región de;2024;121
Caza;Murcia, Región de;2023;128
Caza;Murcia, Región de;2022;137
Caza;Murcia, Región de;2021;134
Caza;Murcia, Región de;2020;109
Caza;Murcia, Región de;2019;109
Caza;Murcia, Región de;2018;109
Caza;Murcia, Región de;2017;109
Caza;Murcia, Región de;2016;109
Caza;Murcia, Región de;2015;111
Caza;Murcia, Región de;2014;198
Caza;Murcia, Región de;2013;78
Caza;Murcia, Región de;2012;118
Caza;Murcia, Región de;2011;118
Caza;Murcia, Región de;2010;119
Caza;Murcia, Región de;2009;119
Caza;Murcia, Región de;2008;117
Caza;Murcia, Región de;2007;136
Caza;Navarra, Comunidad Foral de;2024;88
Caza;Navarra, Comunidad Foral de;2023;87
Caza;Navarra, Comunidad Foral de;2022;88
Caza;Navarra, Comunidad Foral de;2021;81
Caza;Navarra, Comunidad Foral de;2020;95
Caza;Navarra, Comunidad Foral de;2019;96
Caza;Navarra, Comunidad Foral de;2018;96
Caza;Navarra, Comunidad Foral de;2017;96
Caza;Navarra, Comunidad Foral de;2016;102
Caza;Navarra, Comunidad Foral de;2015;102
Caza;Navarra, Comunidad Foral de;2014;94
Caza;Navarra, Comunidad Foral de;2013;94
Caza;Navarra, Comunidad Foral de;2012;101
Caza;Navarra, Comunidad Foral de;2011;101
Caza;Navarra, Comunidad Foral de;2010;100
Caza;Navarra, Comunidad Foral de;2009;100
Caza;Navarra, Comunidad Foral de;2008;105
Caza;Navarra, Comunidad Foral de;2007;102
Caza;País Vasco;2024;331
Caza;País Vasco;2023;325
Caza;País Vasco;2022;323
Caza;País Vasco;2021;225
Caza;País Vasco;2020;224
Caza;País Vasco;2019;224
Caza;País Vasco;2018;224
Caza;País Vasco;2017;224
Caza;País Vasco;2016;224
Caza;País Vasco;2015;226
Caza;País Vasco;2014;182
Caza;País Vasco;2013;232
Caza;País Vasco;2012;232
Caza;País Vasco;2011;232
Caza;País Vasco;2010;232
Caza;País Vasco;2009;223
Caza;País Vasco;2008;224
Caza;País Vasco;2007;224
Caza;Rioja, La;2024;125
Caza;Rioja, La;2023;124
Caza;Rioja, La;2022;124
Caza;Rioja, La;2021;123
Caza;Rioja, La;2020;120
Caza;Rioja, La;2019;120
Caza;Rioja, La;2018;120
Caza;Rioja, La;2017;120
Caza;Rioja, La;2016;127
Caza;Rioja, La;2015;129
Caza;Rioja, La;2014;166
Caza;Rioja, La;2013;124
Caza;Rioja, La;2012;127
Caza;Rioja, La;2011;127
Caza;Rioja, La;2010;127
Caza;Rioja, La;2009;127
Caza;Rioja, La;2008;126
