Número de asalariados;Indicador;Actividad económica;periodo;Total
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2020;17,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2019;16,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2018;16,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2017;18,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2016;19,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2015;17,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2014;13,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2013;9,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2012;14,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2011;12,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2010;10,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2009;9,0
De 100 y más asalariados;valores absolutos;4764 Comercio al por menor de art. deportivos;2008;13,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2024;9,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2023;8,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2022;12,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2021;10,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2020;10,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2019;7,0
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2018;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2017;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2016;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2015;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2014;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2013;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2012;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2011;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2010;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2009;..
De 100 y más asalariados;valores absolutos;8551 Educación deportiva y recreativa;2008;..
De 100 y más asalariados;porcentaje;TOTAL;2024;0,4
De 100 y más asalariados;porcentaje;TOTAL;2023;0,4
De 100 y más asalariados;porcentaje;TOTAL;2022;0,5
De 100 y más asalariados;porcentaje;TOTAL;2021;0,6
De 100 y más asalariados;porcentaje;TOTAL;2020;0,6
De 100 y más asalariados;porcentaje;TOTAL;2019;0,6
De 100 y más asalariados;porcentaje;TOTAL;2018;0,6
De 100 y más asalariados;porcentaje;TOTAL;2017;0,6
De 100 y más asalariados;porcentaje;TOTAL;2016;0,5
De 100 y más asalariados;porcentaje;TOTAL;2015;0,5
De 100 y más asalariados;porcentaje;TOTAL;2014;0,5
De 100 y más asalariados;porcentaje;TOTAL;2013;0,6
De 100 y más asalariados;porcentaje;TOTAL;2012;0,5
De 100 y más asalariados;porcentaje;TOTAL;2011;0,6
De 100 y más asalariados;porcentaje;TOTAL;2010;0,6
De 100 y más asalariados;porcentaje;TOTAL;2009;0,6
De 100 y más asalariados;porcentaje;TOTAL;2008;0,8
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2024;0,4
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2023;0,4
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2022;0,5
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2021;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2020;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2019;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2018;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2017;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2016;0,6
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2015;0,6
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2014;0,6
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2013;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2012;0,7
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2011;0,8
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2010;0,8
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2009;0,9
De 100 y más asalariados;porcentaje;931 Actividades deportivas;2008;1,0
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2024;1,1
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2023;0,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2022;0,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2021;0,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2020;0,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2019;0,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2018;0,4
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2017;0,5
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2016;1,0
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2015;0,5
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2014;0,6
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2013;1,1
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2012;1,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2011;1,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2010;2,7
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2009;2,6
De 100 y más asalariados;porcentaje;323 Fabricación de artículos de deporte;2008;2,5
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2024;0,5
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2023;0,5
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2022;0,4
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2021;0,3
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2020;0,3
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2019;0,3
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2018;0,3
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2017;0,3
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2016;0,3
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2015;0,2
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2014;0,2
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2013;0,1
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2012;0,2
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2011;0,2
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2010;0,1
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2009;0,1
De 100 y más asalariados;porcentaje;4764 Comercio al por menor de art. deportivos;2008;0,2
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2024;0,2
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2023;0,2
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2022;0,3
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2021;0,3
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2020;0,3
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2019;0,3
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2018;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2017;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2016;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2015;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2014;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2013;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2012;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2011;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2010;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2009;..
De 100 y más asalariados;porcentaje;8551 Educación deportiva y recreativa;2008;..
